timestamp,period,requested_demand_mw,flexible_demand_mw,recoverable_flexible_mw,physical_maximum_demand_mw,recovery_headroom_mw
2020-01-02T23:00:00+00:00,trace_window,229.5159267775,0,0,250,0
2020-01-03T00:00:00+00:00,trace_window,227.84102764325,0,0,250,0
2020-01-03T01:00:00+00:00,trace_window,227.91333287875,0,0,250,0
2020-01-03T02:00:00+00:00,trace_window,228.185510444,0,0,250,0
2020-01-03T03:00:00+00:00,trace_window,230.63200973425,0,0,250,0
2020-01-03T04:00:00+00:00,trace_window,233.58516213925,0,0,250,0
2020-01-03T05:00:00+00:00,trace_window,238.34594543225,0,0,250,0
2020-01-03T06:00:00+00:00,trace_window,240.0198116345,0,0,250,0
2020-01-03T07:00:00+00:00,trace_window,241.818662601,0,0,250,0
2020-01-03T08:00:00+00:00,trace_window,242.71886278325,0,0,250,0
2020-01-03T09:00:00+00:00,trace_window,242.50969406625,0,0,250,0
2020-01-03T10:00:00+00:00,trace_window,241.80575095175,0,0,250,0
2020-01-03T11:00:00+00:00,trace_window,242.61040493,0,0,250,0
2020-01-03T12:00:00+00:00,trace_window,239.46667658275,0,0,250,0
2020-01-03T13:00:00+00:00,trace_window,239.07881064075,0,0,250,0
2020-01-03T14:00:00+00:00,trace_window,239.5353665565,0,0,250,0
2020-01-03T15:00:00+00:00,trace_window,234.82829572425,0,0,250,0
2020-01-03T16:00:00+00:00,trace_window,228.61675952725,0,0,250,0
2020-01-03T17:00:00+00:00,trace_window,223.56675529225,0,0,250,0
2020-01-03T18:00:00+00:00,trace_window,223.7062011035,0,0,250,0
2020-01-03T19:00:00+00:00,trace_window,224.22989759525,0,0,250,0
2020-01-03T20:00:00+00:00,trace_window,223.152549586,0,0,250,0
2020-01-03T21:00:00+00:00,trace_window,223.198515057,0,0,250,0
2020-01-03T22:00:00+00:00,trace_window,222.69496073825,0,0,250,0
2020-01-03T23:00:00+00:00,trace_window,225.556698667,0,0,250,0
2020-01-04T00:00:00+00:00,trace_window,227.1182526495,0,0,250,0
2020-01-04T01:00:00+00:00,trace_window,227.97789112475,0,0,250,0
2020-01-04T02:00:00+00:00,trace_window,228.910628663,0,0,250,0
2020-01-04T03:00:00+00:00,trace_window,230.442466724,0,0,250,0
2020-01-04T04:00:00+00:00,trace_window,232.895163606,0,0,250,0
2020-01-04T05:00:00+00:00,trace_window,235.3581898075,0,0,250,0
2020-01-04T06:00:00+00:00,trace_window,237.91004815525,0,0,250,0
2020-01-04T07:00:00+00:00,trace_window,238.27415666275,0,0,250,0
2020-01-04T08:00:00+00:00,trace_window,239.738337682,0,0,250,0
2020-01-04T09:00:00+00:00,trace_window,240.0353056135,0,0,250,0
2020-01-04T10:00:00+00:00,trace_window,240.3772060845,0,0,250,0
2020-01-04T11:00:00+00:00,trace_window,240.1675209015,0,0,250,0
2020-01-04T12:00:00+00:00,trace_window,239.95318752475,0,0,250,0
2020-01-04T13:00:00+00:00,trace_window,238.3412972385,0,0,250,0
2020-01-04T14:00:00+00:00,trace_window,233.9854232645,0,0,250,0
2020-01-04T15:00:00+00:00,trace_window,230.233814473,0,0,250,0
2020-01-04T16:00:00+00:00,trace_window,224.282060658,0,0,250,0
2020-01-04T17:00:00+00:00,trace_window,224.07289194075,0,0,250,0
2020-01-04T18:00:00+00:00,trace_window,221.0624118135,0,0,250,0
2020-01-04T19:00:00+00:00,trace_window,220.81347521675,0,0,250,0
2020-01-04T20:00:00+00:00,trace_window,221.17086966675,0,0,250,0
2020-01-04T21:00:00+00:00,trace_window,222.9340844815,0,0,250,0
2020-01-04T22:00:00+00:00,trace_window,223.00174152325,0,0,250,0
2020-01-04T23:00:00+00:00,trace_window,222.66139045025,0,0,250,0
2020-01-05T00:00:00+00:00,trace_window,226.04940720025,0,0,250,0
2020-01-05T01:00:00+00:00,trace_window,227.11487649225,0,0,250,0
2020-01-05T02:00:00+00:00,trace_window,226.62475028875,0,0,250,0
2020-01-05T03:00:00+00:00,trace_window,227.33230866475,0,0,250,0
2020-01-05T04:00:00+00:00,trace_window,228.347164292,0,0,250,0
2020-01-05T05:00:00+00:00,trace_window,230.462092431,0,0,250,0
2020-01-05T06:00:00+00:00,trace_window,233.99626904975,0,0,250,0
2020-01-05T07:00:00+00:00,trace_window,236.08640682225,0,0,250,0
2020-01-05T08:00:00+00:00,trace_window,237.91882807675,0,0,250,0
2020-01-05T09:00:00+00:00,trace_window,238.53290611275,0,0,250,0
2020-01-05T10:00:00+00:00,trace_window,237.05478051225,0,0,250,0
2020-01-05T11:00:00+00:00,trace_window,235.31687253,0,0,250,0
2020-01-05T12:00:00+00:00,trace_window,235.79459398625,0,0,250,0
2020-01-05T13:00:00+00:00,trace_window,232.6925941765,0,0,250,0
2020-01-05T14:00:00+00:00,trace_window,227.94845256475,0,0,250,0
2020-01-05T15:00:00+00:00,trace_window,220.714313751,0,0,250,0
2020-01-05T16:00:00+00:00,trace_window,218.6076490675,0,0,250,0
2020-01-05T17:00:00+00:00,trace_window,219.57447335975,0,0,250,0
2020-01-05T18:00:00+00:00,trace_window,219.21656244375,0,0,250,0
2020-01-05T19:00:00+00:00,trace_window,216.647660719,0,0,250,0
2020-01-05T20:00:00+00:00,trace_window,216.99059412175,0,0,250,0
2020-01-05T21:00:00+00:00,trace_window,220.35743576725,0,0,250,0
2020-01-05T22:00:00+00:00,trace_window,221.17655079225,0,0,250,0
2020-01-05T23:00:00+00:00,trace_window,220.664733018,0,0,250,0
2020-01-06T00:00:00+00:00,trace_window,223.34829018775,0,0,250,0
2020-01-06T01:00:00+00:00,trace_window,224.50362455825,0,0,250,0
2020-01-06T02:00:00+00:00,trace_window,225.25973073525,0,0,250,0
2020-01-06T03:00:00+00:00,trace_window,229.36563518075,0,0,250,0
2020-01-06T04:00:00+00:00,trace_window,228.23715704075,0,0,250,0
2020-01-06T05:00:00+00:00,trace_window,230.233298007,0,0,250,0
2020-01-06T06:00:00+00:00,trace_window,232.236669497,0,0,250,0
2020-01-06T07:00:00+00:00,trace_window,234.38568438975,0,0,250,0
2020-01-06T08:00:00+00:00,trace_window,235.025585724,0,0,250,0
2020-01-06T09:00:00+00:00,trace_window,235.48885569725,0,0,250,0
2020-01-06T10:00:00+00:00,trace_window,240.546090456,0,0,250,0
2020-01-06T11:00:00+00:00,trace_window,239.10515040525,0,0,250,0
2020-01-06T12:00:00+00:00,trace_window,239.917034907,0,0,250,0
2020-01-06T13:00:00+00:00,trace_window,237.35329784175,0,0,250,0
2020-01-06T14:00:00+00:00,trace_window,232.1452550205,0,0,250,0
2020-01-06T15:00:00+00:00,trace_window,228.08583251225,0,0,250,0
2020-01-06T16:00:00+00:00,trace_window,224.35694822325,0,0,250,0
2020-01-06T17:00:00+00:00,trace_window,223.9329296635,0,0,250,0
2020-01-06T18:00:00+00:00,trace_window,223.46139623475,0,0,250,0
2020-01-06T19:00:00+00:00,trace_window,224.14623010825,0,0,250,0
2020-01-06T20:00:00+00:00,trace_window,223.34829018775,0,0,250,0
2020-01-06T21:00:00+00:00,trace_window,223.249645188,0,0,250,0
2020-01-06T22:00:00+00:00,trace_window,222.81787963875,0,0,250,0
2020-01-06T23:00:00+00:00,trace_window,224.62396112875,0,0,250,0
2020-01-07T00:00:00+00:00,trace_window,225.441526756,0,0,250,0
2020-01-07T01:00:00+00:00,trace_window,224.4674719405,0,0,250,0
2020-01-07T02:00:00+00:00,trace_window,223.924666208,0,0,250,0
2020-01-07T03:00:00+00:00,trace_window,227.34005565425,0,0,250,0
2020-01-07T04:00:00+00:00,trace_window,231.82762845025,0,0,250,0
2020-01-07T05:00:00+00:00,trace_window,234.34385064625,0,0,250,0
2020-01-07T06:00:00+00:00,trace_window,234.931072452,0,0,250,0
2020-01-07T07:00:00+00:00,trace_window,236.68292501525,0,0,250,0
2020-01-07T08:00:00+00:00,trace_window,237.092482528,0,0,250,0
2020-01-07T09:00:00+00:00,trace_window,236.41126391625,0,0,250,0
2020-01-07T10:00:00+00:00,trace_window,239.22238818,0,0,250,0
2020-01-07T11:00:00+00:00,trace_window,238.591783233,0,0,250,0
2020-01-07T12:00:00+00:00,trace_window,236.0160526805,0,0,250,0
2020-01-07T13:00:00+00:00,trace_window,233.397684993,0,0,250,0
2020-01-07T14:00:00+00:00,trace_window,232.573405308,0,0,250,0
2020-01-07T15:00:00+00:00,trace_window,229.34446007625,0,0,250,0
2020-01-07T16:00:00+00:00,trace_window,225.73642882375,0,0,250,0
2020-01-07T17:00:00+00:00,trace_window,226.215192776,0,0,250,0
2020-01-07T18:00:00+00:00,trace_window,224.27018194075,0,0,250,0
2020-01-07T19:00:00+00:00,trace_window,223.20987730825,0,0,250,0
2020-01-07T20:00:00+00:00,trace_window,224.26863254275,0,0,250,0
2020-01-07T21:00:00+00:00,trace_window,221.812836865,0,0,250,0
2020-01-07T22:00:00+00:00,trace_window,222.25803052925,0,0,250,0
2020-01-07T23:00:00+00:00,trace_window,223.98664212425,0,0,250,0
2020-01-08T00:00:00+00:00,trace_window,224.247973904,0,0,250,0
2020-01-08T01:00:00+00:00,trace_window,223.265655633,0,0,250,0
2020-01-08T02:00:00+00:00,trace_window,224.5144703435,0,0,250,0
2020-01-08T03:00:00+00:00,trace_window,228.10855701475,0,0,250,0
2020-01-08T04:00:00+00:00,trace_window,231.752740885,0,0,250,0
2020-01-08T05:00:00+00:00,trace_window,234.79627483425,0,0,250,0
2020-01-08T06:00:00+00:00,trace_window,234.671806536,0,0,250,0
2020-01-08T07:00:00+00:00,trace_window,237.447294648,0,0,250,0
2020-01-08T08:00:00+00:00,trace_window,238.3908779715,0,0,250,0
2020-01-08T09:00:00+00:00,trace_window,237.80468909775,0,0,250,0
2020-01-08T10:00:00+00:00,trace_window,236.42572496325,0,0,250,0
2020-01-08T11:00:00+00:00,trace_window,238.205983155,0,0,250,0
2020-01-08T12:00:00+00:00,trace_window,241.078566869,0,0,250,0
2020-01-08T13:00:00+00:00,trace_window,241.51601354375,0,0,250,0
2020-01-08T14:00:00+00:00,trace_window,238.70850454175,0,0,250,0
2020-01-08T15:00:00+00:00,trace_window,231.20528695875,0,0,250,0
2020-01-08T16:00:00+00:00,trace_window,227.60810149175,0,0,250,0
2020-01-08T17:00:00+00:00,trace_window,229.28506648975,0,0,250,0
2020-01-08T18:00:00+00:00,trace_window,228.62399005075,0,0,250,0
2020-01-08T19:00:00+00:00,trace_window,223.98560919225,0,0,250,0
2020-01-08T20:00:00+00:00,trace_window,223.31007170625,0,0,250,0
2020-01-08T21:00:00+00:00,trace_window,224.40704542225,0,0,250,0
2020-01-08T22:00:00+00:00,trace_window,223.18715280575,0,0,250,0
2020-01-08T23:00:00+00:00,trace_window,223.940160187,0,0,250,0
2020-01-09T00:00:00+00:00,trace_window,223.79090152225,0,0,250,0
2020-01-09T01:00:00+00:00,trace_window,224.8852929085,0,0,250,0
2020-01-09T02:00:00+00:00,trace_window,224.28567591975,0,0,250,0
2020-01-09T03:00:00+00:00,trace_window,225.733846494,0,0,250,0
2020-01-09T04:00:00+00:00,trace_window,229.97093329525,0,0,250,0
2020-01-09T05:00:00+00:00,trace_window,233.0160166425,0,0,250,0
2020-01-09T06:00:00+00:00,trace_window,233.57689868375,0,0,250,0
2020-01-09T07:00:00+00:00,trace_window,235.137658839,0,0,250,0
2020-01-09T08:00:00+00:00,trace_window,237.318694622,0,0,250,0
2020-01-09T09:00:00+00:00,trace_window,242.16985945925,0,0,250,0
2020-01-09T10:00:00+00:00,trace_window,242.753466003,0,0,250,0
2020-01-09T11:00:00+00:00,trace_window,241.785608779,0,0,250,0
2020-01-09T12:00:00+00:00,trace_window,239.1986307455,0,0,250,0
2020-01-09T13:00:00+00:00,trace_window,241.27585686875,0,0,250,0
2020-01-09T14:00:00+00:00,trace_window,240.8900567905,0,0,250,0
2020-01-09T15:00:00+00:00,trace_window,238.996176086,0,0,250,0
2020-01-09T16:00:00+00:00,trace_window,238.29946349525,0,0,250,0
2020-01-09T17:00:00+00:00,trace_window,235.48420750375,0,0,250,0
2020-01-09T18:00:00+00:00,trace_window,232.83731941775,0,0,250,0
2020-01-09T19:00:00+00:00,trace_window,229.74472120125,0,0,250,0
2020-01-09T20:00:00+00:00,trace_window,227.669560942,0,0,250,0
2020-01-09T21:00:00+00:00,trace_window,229.718381437,0,0,250,0
2020-01-09T22:00:00+00:00,trace_window,228.62375094625,0,0,250,0
2020-01-09T23:00:00+00:00,trace_window,229.70133806,0,0,250,0
2020-01-10T00:00:00+00:00,trace_window,228.54393782575,0,0,250,0
2020-01-10T01:00:00+00:00,trace_window,230.2890763315,0,0,250,0
2020-01-10T02:00:00+00:00,trace_window,235.5022838125,0,0,250,0
2020-01-10T03:00:00+00:00,trace_window,238.90476160975,0,0,250,0
2020-01-10T04:00:00+00:00,trace_window,238.8748065835,0,0,250,0
2020-01-10T05:00:00+00:00,trace_window,241.7618513445,0,0,250,0
2020-01-10T06:00:00+00:00,trace_window,243.01789657875,0,0,250,0
2020-01-10T07:00:00+00:00,trace_window,244.68866398525,0,0,250,0
2020-01-10T08:00:00+00:00,trace_window,244.9143787415,0,0,250,0
2020-01-10T09:00:00+00:00,trace_window,243.0545656625,0,0,250,0
2020-01-10T10:00:00+00:00,trace_window,244.3106108965,0,0,250,0
2020-01-10T11:00:00+00:00,trace_window,243.7171914995,0,0,250,0
2020-01-10T12:00:00+00:00,trace_window,242.205495611,0,0,250,0
2020-01-10T13:00:00+00:00,trace_window,242.4874860295,0,0,250,0
2020-01-10T14:00:00+00:00,trace_window,242.902208202,0,0,250,0
2020-01-10T15:00:00+00:00,trace_window,241.04706244475,0,0,250,0
2020-01-10T16:00:00+00:00,trace_window,239.32413197575,0,0,250,0
2020-01-10T17:00:00+00:00,trace_window,236.49854666475,0,0,250,0
2020-01-10T18:00:00+00:00,trace_window,234.573678002,0,0,250,0
2020-01-10T19:00:00+00:00,trace_window,233.5159556995,0,0,250,0
2020-01-10T20:00:00+00:00,trace_window,233.929128474,0,0,250,0
2020-01-10T21:00:00+00:00,trace_window,232.684961957,0,0,250,0
2020-01-10T22:00:00+00:00,trace_window,232.395224549,0,0,250,0
2020-01-10T23:00:00+00:00,trace_window,234.36192695525,0,0,250,0
2020-01-11T00:00:00+00:00,trace_window,230.8251680065,0,0,250,0
2020-01-11T01:00:00+00:00,trace_window,232.73919088375,0,0,250,0
2020-01-11T02:00:00+00:00,trace_window,233.0066341775,0,0,250,0
2020-01-11T03:00:00+00:00,trace_window,232.4360253605,0,0,250,0
2020-01-11T04:00:00+00:00,trace_window,234.41615588175,0,0,250,0
2020-01-11T05:00:00+00:00,trace_window,234.657345489,0,0,250,0
2020-01-11T06:00:00+00:00,trace_window,235.36232153525,0,0,250,0
2020-01-11T07:00:00+00:00,trace_window,238.65892380875,0,0,250,0
2020-01-11T08:00:00+00:00,trace_window,242.06656626575,0,0,250,0
2020-01-11T09:00:00+00:00,trace_window,242.6976876785,0,0,250,0
2020-01-11T10:00:00+00:00,trace_window,243.44811273,0,0,250,0
2020-01-11T11:00:00+00:00,trace_window,244.06735542575,0,0,250,0
2020-01-11T12:00:00+00:00,trace_window,241.79128990475,0,0,250,0
2020-01-11T13:00:00+00:00,trace_window,239.511609122,0,0,250,0
2020-01-11T14:00:00+00:00,trace_window,237.58622399325,0,0,250,0
2020-01-11T15:00:00+00:00,trace_window,235.29518095925,0,0,250,0
2020-01-11T16:00:00+00:00,trace_window,234.4848458555,0,0,250,0
2020-01-11T17:00:00+00:00,trace_window,231.7418950995,0,0,250,0
2020-01-11T18:00:00+00:00,trace_window,226.79156879625,0,0,250,0
2020-01-11T19:00:00+00:00,trace_window,224.37399160025,0,0,250,0
2020-01-11T20:00:00+00:00,trace_window,223.65610390475,0,0,250,0
2020-01-11T21:00:00+00:00,trace_window,223.27598495225,0,0,250,0
2020-01-11T22:00:00+00:00,trace_window,226.81790856075,0,0,250,0
2020-01-11T23:00:00+00:00,trace_window,225.39142955725,0,0,250,0
2020-01-12T00:00:00+00:00,trace_window,223.65610390475,0,0,250,0
2020-01-12T01:00:00+00:00,trace_window,226.61597036725,0,0,250,0
2020-01-12T02:00:00+00:00,trace_window,231.34989742975,0,0,250,0
2020-01-12T03:00:00+00:00,trace_window,232.010973869,0,0,250,0
2020-01-12T04:00:00+00:00,trace_window,233.510274574,0,0,250,0
2020-01-12T05:00:00+00:00,trace_window,232.11013533475,0,0,250,0
2020-01-12T06:00:00+00:00,trace_window,233.3553347835,0,0,250,0
2020-01-12T07:00:00+00:00,trace_window,235.84728307925,0,0,250,0
2020-01-12T08:00:00+00:00,trace_window,240.0218774985,0,0,250,0
2020-01-12T09:00:00+00:00,trace_window,242.47560731225,0,0,250,0
2020-01-12T10:00:00+00:00,trace_window,243.75282765125,0,0,250,0
2020-01-12T11:00:00+00:00,trace_window,244.5703932785,0,0,250,0
2020-01-12T12:00:00+00:00,trace_window,242.30000888325,0,0,250,0
2020-01-12T13:00:00+00:00,trace_window,240.02291043025,0,0,250,0
2020-01-12T14:00:00+00:00,trace_window,238.0018165065,0,0,250,0
2020-01-12T15:00:00+00:00,trace_window,231.52962758675,0,0,250,0
2020-01-12T16:00:00+00:00,trace_window,227.72017460675,0,0,250,0
2020-01-12T17:00:00+00:00,trace_window,223.71325947175,0,0,250,0
2020-01-12T18:00:00+00:00,trace_window,223.327115083,0,0,250,0
2020-01-12T19:00:00+00:00,trace_window,227.4500629055,0,0,250,0
2020-01-12T20:00:00+00:00,trace_window,225.7230007085,0,0,250,0
2020-01-12T21:00:00+00:00,trace_window,224.00058670525,0,0,250,0
2020-01-12T22:00:00+00:00,trace_window,224.199426103,0,0,250,0
2020-01-12T23:00:00+00:00,trace_window,225.168316259,0,0,250,0
2020-01-13T00:00:00+00:00,trace_window,227.80952321925,0,0,250,0
2020-01-13T01:00:00+00:00,trace_window,226.47910688575,0,0,250,0
2020-01-13T02:00:00+00:00,trace_window,228.72831617625,0,0,250,0
2020-01-13T03:00:00+00:00,trace_window,228.06620680525,0,0,250,0
2020-01-13T04:00:00+00:00,trace_window,233.9064039715,0,0,250,0
2020-01-13T05:00:00+00:00,trace_window,237.367758889,0,0,250,0
2020-01-13T06:00:00+00:00,trace_window,237.97615579925,0,0,250,0
2020-01-13T07:00:00+00:00,trace_window,241.55061676375,0,0,250,0
2020-01-13T08:00:00+00:00,trace_window,242.109432941,0,0,250,0
2020-01-13T09:00:00+00:00,trace_window,244.17219801725,0,0,250,0
2020-01-13T10:00:00+00:00,trace_window,244.1489570485,0,0,250,0
2020-01-13T11:00:00+00:00,trace_window,242.789102155,0,0,250,0
2020-01-13T12:00:00+00:00,trace_window,242.1187293285,0,0,250,0
2020-01-13T13:00:00+00:00,trace_window,241.72776459075,0,0,250,0
2020-01-13T14:00:00+00:00,trace_window,240.3575803775,0,0,250,0
2020-01-13T15:00:00+00:00,trace_window,238.60624428025,0,0,250,0
2020-01-13T16:00:00+00:00,trace_window,236.702550722,0,0,250,0
2020-01-13T17:00:00+00:00,trace_window,235.19807579325,0,0,250,0
2020-01-13T18:00:00+00:00,trace_window,234.51118562,0,0,250,0
2020-01-13T19:00:00+00:00,trace_window,232.39212575325,0,0,250,0
2020-01-13T20:00:00+00:00,trace_window,234.2281622695,0,0,250,0
2020-01-13T21:00:00+00:00,trace_window,234.40272776675,0,0,250,0
2020-01-13T22:00:00+00:00,trace_window,227.74341557525,0,0,250,0
2020-01-13T23:00:00+00:00,trace_window,226.812743901,0,0,250,0
2020-01-14T00:00:00+00:00,trace_window,229.1631805215,0,0,250,0
2020-01-14T01:00:00+00:00,trace_window,227.48001793175,0,0,250,0
2020-01-14T02:00:00+00:00,trace_window,227.97014413525,0,0,250,0
2020-01-14T03:00:00+00:00,trace_window,230.687788059,0,0,250,0
2020-01-14T04:00:00+00:00,trace_window,232.233570701,0,0,250,0
2020-01-14T05:00:00+00:00,trace_window,236.16181085375,0,0,250,0
2020-01-14T06:00:00+00:00,trace_window,238.99979134775,0,0,250,0
2020-01-14T07:00:00+00:00,trace_window,238.1316120555,0,0,250,0
2020-01-14T08:00:00+00:00,trace_window,241.12143354425,0,0,250,0
2020-01-14T09:00:00+00:00,trace_window,243.3928508715,0,0,250,0
2020-01-14T10:00:00+00:00,trace_window,243.99350079225,0,0,250,0
2020-01-14T11:00:00+00:00,trace_window,245.2015146915,0,0,250,0
2020-01-14T12:00:00+00:00,trace_window,245.612621602,0,0,250,0
2020-01-14T13:00:00+00:00,trace_window,243.8943393265,0,0,250,0
2020-01-14T14:00:00+00:00,trace_window,245.401387021,0,0,250,0
2020-01-14T15:00:00+00:00,trace_window,243.30918338475,0,0,250,0
2020-01-14T16:00:00+00:00,trace_window,242.6651503225,0,0,250,0
2020-01-14T17:00:00+00:00,trace_window,241.9415815015,0,0,250,0
2020-01-14T18:00:00+00:00,trace_window,236.961300172,0,0,250,0
2020-01-14T19:00:00+00:00,trace_window,233.639391066,0,0,250,0
2020-01-14T20:00:00+00:00,trace_window,231.12575119975,0,0,250,0
2020-01-14T21:00:00+00:00,trace_window,229.59184727475,0,0,250,0
2020-01-14T22:00:00+00:00,trace_window,227.9350244495,0,0,250,0
2020-01-14T23:00:00+00:00,trace_window,228.1622694755,0,0,250,0
2020-01-15T00:00:00+00:00,trace_window,227.56988301025,0,0,250,0
2020-01-15T01:00:00+00:00,trace_window,227.4820837955,0,0,250,0
2020-01-15T02:00:00+00:00,trace_window,228.64154989375,0,0,250,0
2020-01-15T03:00:00+00:00,trace_window,230.95015277075,0,0,250,0
2020-01-15T04:00:00+00:00,trace_window,229.6450432695,0,0,250,0
2020-01-15T05:00:00+00:00,trace_window,235.58786413625,0,0,250,0
2020-01-15T06:00:00+00:00,trace_window,235.8570959325,0,0,250,0
2020-01-15T07:00:00+00:00,trace_window,237.9069493595,0,0,250,0
2020-01-15T08:00:00+00:00,trace_window,240.18611367625,0,0,250,0
2020-01-15T09:00:00+00:00,trace_window,243.52506615925,0,0,250,0
2020-01-15T10:00:00+00:00,trace_window,243.64023807025,0,0,250,0
2020-01-15T11:00:00+00:00,trace_window,243.52713202325,0,0,250,0
2020-01-15T12:00:00+00:00,trace_window,245.3275323875,0,0,250,0
2020-01-15T13:00:00+00:00,trace_window,245.548063356,0,0,250,0
2020-01-15T14:00:00+00:00,trace_window,245.110100215,0,0,250,0
2020-01-15T15:00:00+00:00,trace_window,243.61079951,0,0,250,0
2020-01-15T16:00:00+00:00,trace_window,242.5226057155,0,0,250,0
2020-01-15T17:00:00+00:00,trace_window,241.71401129325,0,0,250,0
2020-01-15T18:00:00+00:00,trace_window,238.3588570815,0,0,250,0
2020-01-15T19:00:00+00:00,trace_window,235.9046108015,0,0,250,0
2020-01-15T20:00:00+00:00,trace_window,235.5188107235,0,0,250,0
2020-01-15T21:00:00+00:00,trace_window,233.28922713975,0,0,250,0
2020-01-15T22:00:00+00:00,trace_window,232.0806967745,0,0,250,0
2020-01-15T23:00:00+00:00,trace_window,229.5985613325,0,0,250,0
2020-01-16T00:00:00+00:00,trace_window,229.1306431655,0,0,250,0
2020-01-16T01:00:00+00:00,trace_window,229.13219256325,0,0,250,0
2020-01-16T02:00:00+00:00,trace_window,227.73928384775,0,0,250,0
2020-01-16T03:00:00+00:00,trace_window,228.022823664,0,0,250,0
2020-01-16T04:00:00+00:00,trace_window,230.89075918425,0,0,250,0
2020-01-16T05:00:00+00:00,trace_window,237.11933875825,0,0,250,0
2020-01-16T06:00:00+00:00,trace_window,239.66293365075,0,0,250,0
2020-01-16T07:00:00+00:00,trace_window,241.882187915,0,0,250,0
2020-01-16T08:00:00+00:00,trace_window,244.159286368,0,0,250,0
2020-01-16T09:00:00+00:00,trace_window,246.04335421925,0,0,250,0
2020-01-16T10:00:00+00:00,trace_window,247.5208581475,0,0,250,0
2020-01-16T11:00:00+00:00,trace_window,247.3138605005,0,0,250,0
2020-01-16T12:00:00+00:00,trace_window,245.3786625185,0,0,250,0
2020-01-16T13:00:00+00:00,trace_window,244.64889610575,0,0,250,0
2020-01-16T14:00:00+00:00,trace_window,243.23481228525,0,0,250,0
2020-01-16T15:00:00+00:00,trace_window,239.5183231795,0,0,250,0
2020-01-16T16:00:00+00:00,trace_window,234.6299727925,0,0,250,0
