run_id,hour_index,timestamp,generator_row,generator_uid,bus,online,adjustable_active_power,target_pg_mw,pg_mw,pg_deviation_mw,pmin_mw,pmax_mw,qg_mvar,qmin_mvar,qmax_mvar,source_vg_pu,output_vg_pu,optimized_bus_vm_pu
original_source,0,2020-01-01T00:00:00+00:00,133,313_RTPV_11,313,true,false,0,0,0,0,0,0,0,0,1,1.006925715621579,1.006925715621579
original_source,0,2020-01-01T00:00:00+00:00,134,313_RTPV_12,313,true,false,0,0,0,0,0,0,0,0,1,1.006925715621579,1.006925715621579
original_source,0,2020-01-01T00:00:00+00:00,135,320_RTPV_1,320,true,false,0,0,0,0,0,0,0,0,1,1.0189442277842362,1.0189442277842362
original_source,0,2020-01-01T00:00:00+00:00,136,320_RTPV_2,320,true,false,0,0,0,0,0,0,0,0,1,1.0189442277842362,1.0189442277842362
original_source,0,2020-01-01T00:00:00+00:00,137,320_RTPV_3,320,true,false,0,0,0,0,0,0,0,0,1,1.0189442277842362,1.0189442277842362
original_source,0,2020-01-01T00:00:00+00:00,138,313_RTPV_13,313,true,false,0,0,0,0,0,0,0,0,1,1.006925715621579,1.006925715621579
original_source,0,2020-01-01T00:00:00+00:00,139,320_RTPV_4,320,true,false,0,0,0,0,0,0,0,0,1,1.0189442277842362,1.0189442277842362
original_source,0,2020-01-01T00:00:00+00:00,140,320_RTPV_5,320,true,false,0,0,0,0,0,0,0,0,1,1.0189442277842362,1.0189442277842362
original_source,0,2020-01-01T00:00:00+00:00,141,118_RTPV_1,118,true,false,0,0,0,0,0,0,0,0,1,1.0391658999904514,1.0391658999904514
original_source,0,2020-01-01T00:00:00+00:00,142,118_RTPV_2,118,true,false,0,0,0,0,0,0,0,0,1,1.0391658999904514,1.0391658999904514
original_source,0,2020-01-01T00:00:00+00:00,143,118_RTPV_3,118,true,false,0,0,0,0,0,0,0,0,1,1.0391658999904514,1.0391658999904514
original_source,0,2020-01-01T00:00:00+00:00,144,118_RTPV_4,118,true,false,0,0,0,0,0,0,0,0,1,1.0391658999904514,1.0391658999904514
original_source,0,2020-01-01T00:00:00+00:00,145,118_RTPV_5,118,true,false,0,0,0,0,0,0,0,0,1,1.0391658999904514,1.0391658999904514
original_source,0,2020-01-01T00:00:00+00:00,146,118_RTPV_6,118,true,false,0,0,0,0,0,0,0,0,1,1.0391658999904514,1.0391658999904514
original_source,0,2020-01-01T00:00:00+00:00,147,320_RTPV_6,320,true,false,0,0,0,0,0,0,0,0,1,1.0189442277842362,1.0189442277842362
original_source,0,2020-01-01T00:00:00+00:00,148,118_RTPV_7,118,true,false,0,0,0,0,0,0,0,0,1,1.0391658999904514,1.0391658999904514
original_source,0,2020-01-01T00:00:00+00:00,149,118_RTPV_8,118,true,false,0,0,0,0,0,0,0,0,1,1.0391658999904514,1.0391658999904514
original_source,0,2020-01-01T00:00:00+00:00,150,118_RTPV_9,118,true,false,0,0,0,0,0,0,0,0,1,1.0391658999904514,1.0391658999904514
original_source,0,2020-01-01T00:00:00+00:00,151,118_RTPV_10,118,true,false,0,0,0,0,0,0,0,0,1,1.0391658999904514,1.0391658999904514
original_source,0,2020-01-01T00:00:00+00:00,152,213_RTPV_1,213,true,false,0,0,0,0,0,0,0,0,1,1.0070591139070353,1.0070591139070353
original_source,0,2020-01-01T00:00:00+00:00,153,309_WIND_1,309,true,false,142.80000000000001,142.80000000000001,0,142.80000000000001,142.80000000000001,0,0,0,1,1.0198000674397121,1.0198000674397121
original_source,0,2020-01-01T00:00:00+00:00,154,317_WIND_1,317,true,false,665.050866735,665.050866735,0,665.050866735,665.050866735,0,0,0,1,1.0298184793907199,1.0298184793907199
original_source,0,2020-01-01T00:00:00+00:00,155,303_WIND_1,303,true,false,480.80000000000001,480.80000000000001,0,480.80000000000001,480.80000000000001,0,0,0,1,1.0446886445594619,1.0446886445594619
original_source,0,2020-01-01T00:00:00+00:00,156,122_WIND_1,122,true,false,599.79999999999995,599.79999999999995,0,599.79999999999995,599.79999999999995,0,0,0,1.05,1.0500000098295719,1.0500000098295719
original_source,0,2020-01-01T00:00:00+00:00,157,313_STORAGE_1,313,false,false,0,0,0,0,0,0,0,0,1,1,1.006925715621579
original_source,1,2020-01-01T01:00:00+00:00,0,101_CT_1,101,false,false,0,0,0,0,0,0,0,10,1.0468,1.0468,0.98173702212114311
original_source,1,2020-01-01T01:00:00+00:00,1,101_CT_2,101,false,false,0,0,0,0,0,0,0,10,1.0468,1.0468,0.98173702212114311
original_source,1,2020-01-01T01:00:00+00:00,2,101_STEAM_3,101,true,true,30,40.657598577170155,10.657598577170155,30,76,-9.8505428151062091,-25,30,1.0468,0.98173702212114311,0.98173702212114311
original_source,1,2020-01-01T01:00:00+00:00,3,101_STEAM_4,101,true,true,30,40.657598577170155,10.657598577170155,30,76,-9.8505428151062091,-25,30,1.0468,0.98173702212114311,0.98173702212114311
original_source,1,2020-01-01T01:00:00+00:00,4,102_CT_1,102,false,false,0,0,0,0,0,0,0,10,1.0467,1.0467,0.98045428062399587
original_source,1,2020-01-01T01:00:00+00:00,5,102_CT_2,102,false,false,0,0,0,0,0,0,0,10,1.0467,1.0467,0.98045428062399587
original_source,1,2020-01-01T01:00:00+00:00,6,102_STEAM_3,102,true,true,30,40.641360021918302,10.641360021918302,30,76,-20.863543355410243,-25,30,1.0467,0.98045428062399587,0.98045428062399587
original_source,1,2020-01-01T01:00:00+00:00,7,102_STEAM_4,102,true,true,30,40.641360021918302,10.641360021918302,30,76,-20.863543355410243,-25,30,1.0467,0.98045428062399587,0.98045428062399587
