candidate_id,hour_index,timestamp,dc_branch_uid,flow_mw
candidate_01,6,2020-01-01T06:00:00+00:00,DC1,-100
candidate_01,7,2020-01-01T07:00:00+00:00,DC1,-100
candidate_01,8,2020-01-01T08:00:00+00:00,DC1,-100
candidate_01,9,2020-01-01T09:00:00+00:00,DC1,-100
candidate_01,10,2020-01-01T10:00:00+00:00,DC1,-100
candidate_01,11,2020-01-01T11:00:00+00:00,DC1,-100
candidate_01,12,2020-01-01T12:00:00+00:00,DC1,-100
candidate_01,13,2020-01-01T13:00:00+00:00,DC1,-100
candidate_01,14,2020-01-01T14:00:00+00:00,DC1,-100
candidate_01,15,2020-01-01T15:00:00+00:00,DC1,-100
candidate_01,16,2020-01-01T16:00:00+00:00,DC1,100
candidate_01,17,2020-01-01T17:00:00+00:00,DC1,100
candidate_01,18,2020-01-01T18:00:00+00:00,DC1,-100
candidate_01,19,2020-01-01T19:00:00+00:00,DC1,-29.969999356382274
candidate_01,20,2020-01-01T20:00:00+00:00,DC1,-100
candidate_01,21,2020-01-01T21:00:00+00:00,DC1,-100
candidate_01,22,2020-01-01T22:00:00+00:00,DC1,-100
candidate_01,23,2020-01-01T23:00:00+00:00,DC1,-100
candidate_02,0,2020-01-01T00:00:00+00:00,DC1,-100
candidate_02,1,2020-01-01T01:00:00+00:00,DC1,-100
candidate_02,2,2020-01-01T02:00:00+00:00,DC1,-100
candidate_02,3,2020-01-01T03:00:00+00:00,DC1,-100
candidate_02,4,2020-01-01T04:00:00+00:00,DC1,-100
candidate_02,5,2020-01-01T05:00:00+00:00,DC1,-100
candidate_02,6,2020-01-01T06:00:00+00:00,DC1,-100
candidate_02,7,2020-01-01T07:00:00+00:00,DC1,-100
candidate_02,8,2020-01-01T08:00:00+00:00,DC1,-100
candidate_02,9,2020-01-01T09:00:00+00:00,DC1,-100
candidate_02,10,2020-01-01T10:00:00+00:00,DC1,-100
candidate_02,11,2020-01-01T11:00:00+00:00,DC1,-100
candidate_02,12,2020-01-01T12:00:00+00:00,DC1,-100
candidate_02,13,2020-01-01T13:00:00+00:00,DC1,-100
candidate_02,14,2020-01-01T14:00:00+00:00,DC1,-100
candidate_02,15,2020-01-01T15:00:00+00:00,DC1,-100
candidate_02,16,2020-01-01T16:00:00+00:00,DC1,100
candidate_02,17,2020-01-01T17:00:00+00:00,DC1,57.313434200004302
candidate_02,18,2020-01-01T18:00:00+00:00,DC1,-100
candidate_02,19,2020-01-01T19:00:00+00:00,DC1,-29.969999356382111
candidate_02,20,2020-01-01T20:00:00+00:00,DC1,-100
candidate_02,21,2020-01-01T21:00:00+00:00,DC1,-100
candidate_02,22,2020-01-01T22:00:00+00:00,DC1,-100
candidate_02,23,2020-01-01T23:00:00+00:00,DC1,-100
candidate_03,0,2020-01-01T00:00:00+00:00,DC1,-100
candidate_03,1,2020-01-01T01:00:00+00:00,DC1,-100
candidate_03,2,2020-01-01T02:00:00+00:00,DC1,-100
candidate_03,3,2020-01-01T03:00:00+00:00,DC1,-100
candidate_03,4,2020-01-01T04:00:00+00:00,DC1,-100
candidate_03,5,2020-01-01T05:00:00+00:00,DC1,-100
candidate_03,6,2020-01-01T06:00:00+00:00,DC1,-100
candidate_03,7,2020-01-01T07:00:00+00:00,DC1,-100
candidate_03,8,2020-01-01T08:00:00+00:00,DC1,-100
candidate_03,9,2020-01-01T09:00:00+00:00,DC1,-100
candidate_03,10,2020-01-01T10:00:00+00:00,DC1,-100
candidate_03,11,2020-01-01T11:00:00+00:00,DC1,-100
candidate_03,12,2020-01-01T12:00:00+00:00,DC1,-100
candidate_03,13,2020-01-01T13:00:00+00:00,DC1,-100
candidate_03,14,2020-01-01T14:00:00+00:00,DC1,-100
candidate_03,15,2020-01-01T15:00:00+00:00,DC1,-100
candidate_03,16,2020-01-01T16:00:00+00:00,DC1,100
candidate_03,17,2020-01-01T17:00:00+00:00,DC1,57.31343420000038
candidate_03,18,2020-01-01T18:00:00+00:00,DC1,-100
candidate_03,19,2020-01-01T19:00:00+00:00,DC1,-29.969999356382317
candidate_03,20,2020-01-01T20:00:00+00:00,DC1,-100
candidate_03,21,2020-01-01T21:00:00+00:00,DC1,-100
candidate_03,22,2020-01-01T22:00:00+00:00,DC1,-100
candidate_03,23,2020-01-01T23:00:00+00:00,DC1,-100
candidate_04,0,2020-01-01T00:00:00+00:00,DC1,-100
candidate_04,1,2020-01-01T01:00:00+00:00,DC1,-100
candidate_04,2,2020-01-01T02:00:00+00:00,DC1,-100
candidate_04,3,2020-01-01T03:00:00+00:00,DC1,-100
candidate_04,4,2020-01-01T04:00:00+00:00,DC1,-100
candidate_04,5,2020-01-01T05:00:00+00:00,DC1,-100
candidate_04,6,2020-01-01T06:00:00+00:00,DC1,-100
candidate_04,7,2020-01-01T07:00:00+00:00,DC1,-100
candidate_04,8,2020-01-01T08:00:00+00:00,DC1,-100
candidate_04,9,2020-01-01T09:00:00+00:00,DC1,-100
candidate_04,10,2020-01-01T10:00:00+00:00,DC1,-100
candidate_04,11,2020-01-01T11:00:00+00:00,DC1,-100
candidate_04,12,2020-01-01T12:00:00+00:00,DC1,-100
candidate_04,13,2020-01-01T13:00:00+00:00,DC1,-100
candidate_04,14,2020-01-01T14:00:00+00:00,DC1,-100
candidate_04,15,2020-01-01T15:00:00+00:00,DC1,-100
candidate_04,16,2020-01-01T16:00:00+00:00,DC1,90.163324199999764
candidate_04,17,2020-01-01T17:00:00+00:00,DC1,24.313434200000017
candidate_04,18,2020-01-01T18:00:00+00:00,DC1,-100
candidate_04,19,2020-01-01T19:00:00+00:00,DC1,-29.969999356381777
candidate_04,20,2020-01-01T20:00:00+00:00,DC1,-100
candidate_04,21,2020-01-01T21:00:00+00:00,DC1,-100
candidate_04,22,2020-01-01T22:00:00+00:00,DC1,-100
candidate_04,23,2020-01-01T23:00:00+00:00,DC1,-100
candidate_05,0,2020-01-01T00:00:00+00:00,DC1,-100
candidate_05,1,2020-01-01T01:00:00+00:00,DC1,-100
candidate_05,2,2020-01-01T02:00:00+00:00,DC1,-100
candidate_05,3,2020-01-01T03:00:00+00:00,DC1,-100
candidate_05,4,2020-01-01T04:00:00+00:00,DC1,-100
candidate_05,5,2020-01-01T05:00:00+00:00,DC1,-100
candidate_05,6,2020-01-01T06:00:00+00:00,DC1,-100
candidate_05,7,2020-01-01T07:00:00+00:00,DC1,-100
candidate_05,8,2020-01-01T08:00:00+00:00,DC1,-100
candidate_05,9,2020-01-01T09:00:00+00:00,DC1,-100
candidate_05,10,2020-01-01T10:00:00+00:00,DC1,-100
candidate_05,11,2020-01-01T11:00:00+00:00,DC1,-100
candidate_05,12,2020-01-01T12:00:00+00:00,DC1,-100
candidate_05,13,2020-01-01T13:00:00+00:00,DC1,-100
candidate_05,14,2020-01-01T14:00:00+00:00,DC1,-100
candidate_05,15,2020-01-01T15:00:00+00:00,DC1,33.119487999995499
candidate_05,16,2020-01-01T16:00:00+00:00,DC1,46.163324200000886
candidate_05,17,2020-01-01T17:00:00+00:00,DC1,-30.686565800006036
candidate_05,18,2020-01-01T18:00:00+00:00,DC1,-100
candidate_05,19,2020-01-01T19:00:00+00:00,DC1,-29.969999356378977
candidate_05,20,2020-01-01T20:00:00+00:00,DC1,-35.02519836046099
candidate_05,21,2020-01-01T21:00:00+00:00,DC1,-100
candidate_05,22,2020-01-01T22:00:00+00:00,DC1,-100
candidate_05,23,2020-01-01T23:00:00+00:00,DC1,-100
candidate_06,0,2020-01-01T00:00:00+00:00,DC1,-100
candidate_06,1,2020-01-01T01:00:00+00:00,DC1,-100
candidate_06,2,2020-01-01T02:00:00+00:00,DC1,-100
candidate_06,3,2020-01-01T03:00:00+00:00,DC1,-100
candidate_06,4,2020-01-01T04:00:00+00:00,DC1,-100
candidate_06,5,2020-01-01T05:00:00+00:00,DC1,-100
candidate_06,6,2020-01-01T06:00:00+00:00,DC1,-100
candidate_06,7,2020-01-01T07:00:00+00:00,DC1,-100
candidate_06,8,2020-01-01T08:00:00+00:00,DC1,-100
candidate_06,9,2020-01-01T09:00:00+00:00,DC1,-100
candidate_06,10,2020-01-01T10:00:00+00:00,DC1,-100
candidate_06,11,2020-01-01T11:00:00+00:00,DC1,-100
candidate_06,12,2020-01-01T12:00:00+00:00,DC1,-100
candidate_06,13,2020-01-01T13:00:00+00:00,DC1,-100
candidate_06,14,2020-01-01T14:00:00+00:00,DC1,-100
candidate_06,15,2020-01-01T15:00:00+00:00,DC1,-100
candidate_06,16,2020-01-01T16:00:00+00:00,DC1,74.232691344701493
candidate_06,17,2020-01-01T17:00:00+00:00,DC1,13.313434200010761
candidate_06,18,2020-01-01T18:00:00+00:00,DC1,-100
candidate_06,19,2020-01-01T19:00:00+00:00,DC1,-43.53763096094913
candidate_06,20,2020-01-01T20:00:00+00:00,DC1,-100
candidate_06,21,2020-01-01T21:00:00+00:00,DC1,-100
candidate_06,22,2020-01-01T22:00:00+00:00,DC1,-100
candidate_06,23,2020-01-01T23:00:00+00:00,DC1,-100
