hour_index,timestamp,mode,bus_row,bus,bus_type,pd_mw,qd_mvar,gs_mw_at_1pu,bs_mvar_at_1pu,vm_pu,va_degree,specified_p_injection_mw,specified_q_injection_mvar,reconstructed_p_injection_mw,reconstructed_q_injection_mvar,p_balance_residual_mw,q_balance_residual_mvar
0,2020-01-01T00:00:00+00:00,distributed_committable,27,204,1,28.630883043508771,5.8035573736842103,0,0,1.0138861277524012,-21.692987993779703,-28.630883043508771,-5.8035573736842103,-28.630881870782428,-5.8035575357723079,-1.1727263427019352e-06,1.6208809761053544e-07
0,2020-01-01T00:00:00+00:00,distributed_committable,28,205,1,27.470171568771928,5.4166535487719294,0,0,1.0301615169562517,-22.23386913584277,-27.470171568771928,-5.4166535487719294,-27.470170482890257,-5.4166536979181616,-1.0858816708037011e-06,1.4914623225337209e-07
0,2020-01-01T00:00:00+00:00,distributed_committable,29,206,1,52.618920188070177,10.833307097543859,0,-100,1.0440251586377476,-23.0409039260486,-52.618920188070177,-10.833307097543859,-52.618919236883812,-10.833307247119624,-9.5118636522784072e-07,1.4957576510710169e-07
0,2020-01-01T00:00:00+00:00,distributed_committable,30,207,1,48.362978114035094,9.6725956228070196,0,0,0.97698378019938326,-27.841262624629955,-48.362978114035094,-9.6725956228070196,-48.362978107310994,-9.6725956234160968,-6.7241003876006289e-09,6.0907723309355788e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,31,208,1,66.16055406000001,13.541633871929827,0,0,0.99085391761022579,-26.178847183795806,-66.16055406000001,-13.541633871929827,-66.160554046266881,-13.541633874255631,-1.3733128412241058e-08,2.3258035497519813e-09
0,2020-01-01T00:00:00+00:00,distributed_committable,32,209,1,67.708169359649133,13.928537696842106,0,0,1.0209831704159313,-20.42066848841781,-67.708169359649133,-13.928537696842106,-67.708168898395897,-13.928537728430065,-4.6125323649448546e-07,3.158795891522459e-08
0,2020-01-01T00:00:00+00:00,distributed_committable,33,210,1,75.446245857894738,15.476152996491228,0,0,1.049999994435254,-21.763556652899524,-75.446245857894738,-15.476152996491228,-75.446245043310157,-15.476153085175643,-8.1458458112138032e-07,8.8684414478734652e-08
0,2020-01-01T00:00:00+00:00,distributed_committable,34,211,1,0,0,0,0,1.0057762603976272,-17.943325563151312,-0,-0,1.1361193674924508e-06,-1.2947919272338202e-07,-1.1361193674924508e-06,1.2947919272338202e-07
0,2020-01-01T00:00:00+00:00,distributed_committable,35,212,1,0,0,0,0,1.0097012276073558,-16.896328728468458,-0,-0,1.0148477001732973e-06,-1.1999012587272124e-07,-1.0148477001732973e-06,1.1999012587272124e-07
0,2020-01-01T00:00:00+00:00,distributed_committable,36,213,1,102.52951360175439,20.892806545263159,0,0,1.0070478571883095,-16.449199298248455,-102.52951360175439,-20.892806545263159,-102.52951274414811,-20.892806603688754,-8.5760628110165271e-07,5.8425595028666066e-08
0,2020-01-01T00:00:00+00:00,distributed_committable,37,214,2,75.059342032982457,15.089249171578947,0,0,1.0015377872427698,-15.995513402933236,-75.059342032982457,-22.042585597564731,-75.059341156259606,-22.04257923854064,-8.7672285076223488e-07,-6.3590240912958507e-06
0,2020-01-01T00:00:00+00:00,distributed_committable,38,215,2,122.64851249719298,24.761844794385965,0,0,1.0060939428421842,-10.93265625954403,-94.748512497192991,-30.708395704475958,-94.748512538195556,-30.708388417919949,4.1002564898917626e-08,-7.286556009233891e-06
0,2020-01-01T00:00:00+00:00,distributed_committable,39,216,2,38.690382491228071,7.7380764982456141,0,0,1.0106293672557494,-10.818189119348398,31.685019111933393,21.999282076549381,31.685018566353072,21.999281311260237,5.4558032047680172e-07,7.6528914405571413e-07
0,2020-01-01T00:00:00+00:00,distributed_committable,40,217,1,0,0,0,0,1.0091357398961596,-9.4248060125747397,-0,-0,-6.5613366930375784e-09,-7.0102104582438775e-08,6.5613366930375784e-09,7.0102104582438775e-08
0,2020-01-01T00:00:00+00:00,distributed_committable,41,218,1,128.83897369578949,26.309460094035096,0,0,1.0062727079936029,-10.409125823580235,-128.83897369578949,-26.309460094035096,-128.83897201807363,-26.309460127506608,-1.6777158577951923e-06,3.3471511784455288e-08
0,2020-01-01T00:00:00+00:00,distributed_committable,42,219,1,70.029592309122819,14.315441521754389,0,0,1.0163520992578128,-10.266241563935742,-70.029592309122819,-14.315441521754389,-70.029591641774275,-14.315441524259171,-6.6734854442529468e-07,2.504782159462593e-09
0,2020-01-01T00:00:00+00:00,distributed_committable,43,220,1,49.52368958877193,10.059499447719299,0,0,1.0239153039822697,-9.0245475078616533,-49.52368958877193,-10.059499447719299,-49.523689279150489,-10.059499450275879,-3.0962144137447467e-07,2.5565807248995043e-09
0,2020-01-01T00:00:00+00:00,distributed_committable,44,221,1,0,0,0,0,1.0085993131136526,-10.394654480446562,-0,-0,-1.5555501756691262e-08,-4.0153260570355388e-09,1.5555501756691262e-08,4.0153260570355388e-09
0,2020-01-01T00:00:00+00:00,distributed_committable,45,222,2,0,0,0,0,1.0128768391354368,-8.7319392410665913,55.799999999999997,-15.333503637346004,55.799999295245051,-15.333503801788774,7.0475494595712007e-07,1.6444277051164136e-07
0,2020-01-01T00:00:00+00:00,distributed_committable,46,223,2,0,0,0,0,1.0288491849880195,-8.0525338230960593,288.81052316779653,75.400040181684005,288.81052044476638,75.400044112963315,2.7230301498093468e-06,-3.9312793091994536e-06
0,2020-01-01T00:00:00+00:00,distributed_committable,47,224,1,0,0,0,0,0.99826735745243278,-13.725642233724624,-0,-0,9.6590515328845272e-07,-1.1728856620525486e-07,-9.6590515328845272e-07,1.1728856620525486e-07
0,2020-01-01T00:00:00+00:00,distributed_committable,48,301,1,47.354634606315784,9.646314456842104,0,0,1.0333344146524641,-3.972533207134592,-47.354634606315784,-9.646314456842104,-47.354634605879198,-9.6463144569688186,-4.3658587856043596e-10,1.2671463878177747e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,49,302,1,42.531477377894738,8.7693767789473682,0,0,1.0339651197186641,-4.3421847335611314,-42.531477377894738,-8.7693767789473682,-42.531477377854614,-8.7693767789514432,-4.0124348288372857e-11,4.0749625895841746e-12
0,2020-01-01T00:00:00+00:00,distributed_committable,50,303,1,78.924391010526321,16.223347041052634,0,0,1.0446883720647275,11.33265887404035,401.87560898947362,-16.223347041052634,401.87560898755345,-16.223347040677076,1.9201706891180947e-09,-3.7555736298600095e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,51,304,1,32.446694082105267,6.5770325842105271,0,0,1.0185761620240348,-2.7953188726746325,-32.446694082105267,-6.5770325842105271,-32.446694082094908,-6.5770325842107233,-1.0359713087382261e-11,1.9628743075372768e-13
0,2020-01-01T00:00:00+00:00,distributed_committable,52,305,1,31.131287565263158,6.1385637452631574,0,0,1.0364735697113059,-5.4620706189393973,-31.131287565263158,-6.1385637452631574,-31.131287565230981,-6.1385637452688764,-3.2176927788896137e-11,5.7189808444491064e-12
0,2020-01-01T00:00:00+00:00,distributed_committable,53,306,1,59.63176209684211,12.277127490526317,0,-100,1.0463101251782154,-6.8289374691065872,-59.63176209684211,-12.277127490526317,-59.631762096825447,-12.277127490530203,-1.6662227153574349e-11,3.886668764607748e-12
0,2020-01-01T00:00:00+00:00,distributed_committable,54,307,1,54.808604868421057,10.96172097368421,0,0,0.96472852750844218,-10.424369919002782,-54.808604868421057,-10.96172097368421,-54.808604868417909,-10.961720973684754,-3.1477043194172438e-12,5.4356519285647664e-13
0,2020-01-01T00:00:00+00:00,distributed_committable,55,308,1,74.978171459999999,15.346409363157894,0,0,0.98080369521795141,-8.498062510123189,-74.978171459999999,-15.346409363157894,-74.978171459991415,-15.34640936315906,-8.5833562479820102e-12,1.1652900866465643e-12
0,2020-01-01T00:00:00+00:00,distributed_committable,56,309,1,76.732046815789474,15.784878202105261,0,0,1.0198000090979467,0.30138911292554232,66.067953184210538,-15.784878202105261,66.067953185063971,-15.784878202281048,-8.5343287992145633e-10,1.7578649647020939e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,57,310,1,85.501423594736849,17.538753557894736,0,0,1.0499999987432074,-5.5824009027792627,-85.501423594736849,-17.538753557894736,-85.50142359478906,-17.538753557889482,5.2210680223652162e-11,-5.2544635309459409e-12
0,2020-01-01T00:00:00+00:00,distributed_committable,58,311,1,0,0,0,0,1.0040613244793255,-1.8248775903046379,-0,-0,7.3953237964541464e-10,-8.9587785536145003e-11,-7.3953237964541464e-10,8.9587785536145003e-11
0,2020-01-01T00:00:00+00:00,distributed_committable,59,312,1,0,0,0,0,1.0127194013339345,-1.5771314375290508,0,0,2.861211128927096e-09,-3.7265801665902413e-10,-2.861211128927096e-09,3.7265801665902413e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,60,313,1,116.19424232105263,23.677317303157892,0,0,1.0069257531367919,-2.0923313880396361,-116.19424232105263,-23.677317303157892,-116.19424231804945,-23.677317303532146,-3.0031799269636394e-09,3.7425351706588117e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,61,314,2,85.062954755789477,17.100284718947371,0,0,0.99248271296955082,-0.62534437078978711,-85.062954755789477,-67.100274353243179,-85.062954747479907,-67.100274352997587,-8.3095699210389284e-09,-2.4559199118812103e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,62,315,1,138.99462194631579,28.06200569263158,0,0,1.0192413801743196,3.9570361904715008,-138.99462194631579,-28.06200569263158,-138.99462192511933,-28.062005693588329,-2.1196456145844422e-08,9.567493464146537e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,63,316,2,143.84688389567546,8.7693767789473682,0,0,1.0176669463263617,3.6844695717482514,-74.049734603577363,7.1168940650443435,-74.049734615218725,7.116894594855907,1.1641361652436899e-08,-5.2981156350995207e-07
0,2020-01-01T00:00:00+00:00,distributed_committable,64,317,1,0,0,0,0,1.0298168344140854,7.7194417703465898,665.050866735,0,665.05086677073871,-2.7295960507778249e-10,-3.5738707993004937e-08,2.7295960507778249e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,65,318,1,146.01012336947369,29.815881048421051,0,0,1.0233639392760641,4.8767026179347086,-146.01012336947369,-29.815881048421051,-146.0101236578374,-29.815881060539319,2.883637080230983e-07,1.2118267278538042e-08
0,2020-01-01T00:00:00+00:00,distributed_committable,66,319,1,79.362859849473679,16.22334704105263,0,0,1.0165578894602718,2.294856230136689,-79.362859849473679,-16.22334704105263,-79.362859825174283,-16.223347043283997,-2.429939627290878e-08,2.2313670910989458e-09
0,2020-01-01T00:00:00+00:00,distributed_committable,67,320,1,56.124011385263159,11.400189812631579,0,0,1.0189443298889957,1.959670583864437,-56.124011385263159,-11.400189812631579,-56.124011370621801,-11.400189813920623,-1.4641358347944333e-08,1.2890435385770616e-09
0,2020-01-01T00:00:00+00:00,distributed_committable,68,321,1,0,0,0,0,1.0256898546779736,4.8643376217802281,-0,-0,1.8184562859225804e-08,-9.5886496523806199e-10,-1.8184562859225804e-08,9.5886496523806199e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,69,322,2,0,0,0,0,1.0415907345962416,7.3637730113247821,66,9.1283154225115251,66.000000000120039,9.1283154218544933,-1.2003908977931133e-10,6.5703176233000704e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,70,323,1,0,0,0,0,1.0208465587970079,2.1167121225956405,-0,-0,-2.8633633440267296e-09,1.3690968850637103e-09,2.8633633440267296e-09,-1.3690968850637103e-09
0,2020-01-01T00:00:00+00:00,distributed_committable,71,324,1,0,0,0,0,1.0263142413502837,6.784824722501261,0,0,-6.5880051001179667e-10,1.162312907413772e-10,6.5880051001179667e-10,-1.162312907413772e-10
0,2020-01-01T00:00:00+00:00,distributed_committable,72,325,1,0,0,0,0,1.0209499394019887,3.0297814694986074,-0,-0,3.1770533988642737e-07,-5.2042345036389083e-08,-3.1770533988642737e-07,5.2042345036389083e-08
1,2020-01-01T01:00:00+00:00,distributed_committable,0,101,2,37.353785255999995,7.6091044039999991,0,0,0.98172777102940456,-5.7928772713644516,43.961176844659704,-27.312849689283915,43.961176662591384,-27.312848077573562,1.8206831953193614e-07,-1.611710352733553e-06
1,2020-01-01T01:00:00+00:00,distributed_committable,1,102,2,33.549233053999998,6.9173676400000002,0,0,0.98044530202861235,-5.8911829942271883,47.733257101030418,-48.641001948735045,47.733257427219115,-48.641002757270414,-3.2618869738598733e-07,8.0853536843505935e-07
1,2020-01-01T01:00:00+00:00,distributed_committable,2,103,1,62.256308759999996,12.797130133999998,0,0,0.96921362721311954,-3.6789010274523104,-62.256308759999996,-12.797130133999998,-62.256308750543404,-12.797130132437845,-9.4565919539491006e-09,-1.5621530735643319e-09
1,2020-01-01T01:00:00+00:00,distributed_committable,3,104,1,25.594260267999999,5.1880257300000006,0,0,0.97142758600843748,-8.0257128755714078,-25.594260267999999,-5.1880257300000006,-25.594260251165164,-5.1880257313308435,-1.6834835747658872e-08,1.3308429913649888e-09
1,2020-01-01T01:00:00+00:00,distributed_committable,4,105,1,24.556655121999999,4.8421573479999998,0,0,0.98750847668075903,-8.2742066303055637,-24.556655121999999,-4.8421573479999998,-24.556655094439989,-4.8421573510487823,-2.7560009385751982e-08,3.0487825597447227e-09
1,2020-01-01T01:00:00+00:00,distributed_committable,5,106,1,47.038099951999996,9.6843146959999995,0,-100,0.99845280428818295,-10.067765366835051,-47.038099951999996,-9.6843146959999995,-47.038099915282544,-9.6843146978512049,-3.6717452189805044e-08,1.8512054111852194e-09
1,2020-01-01T01:00:00+00:00,distributed_committable,6,107,1,43.233547749999993,8.6467095499999971,0,0,0.95800677362919096,-17.964856897073272,-43.233547749999993,-8.6467095499999971,-43.23354759148917,-8.6467095207387956,-1.5851082224571655e-07,-2.9261201461849851e-08
1,2020-01-01T01:00:00+00:00,distributed_committable,7,108,1,59.143493321999998,12.10539337,0,0,0.95946208195612126,-15.283370174439238,-59.143493321999998,-12.10539337,-59.143493403948447,-12.105393296168979,8.1948449803803669e-08,-7.3831021296655308e-08
1,2020-01-01T01:00:00+00:00,distributed_committable,8,109,1,60.526966850000001,12.451261751999999,0,0,0.97414794141778116,-8.2099220982238972,-60.526966850000001,-12.451261751999999,-60.526966902954122,-12.45126172005039,5.2954121088077954e-08,-3.1949609180514926e-08
1,2020-01-01T01:00:00+00:00,distributed_committable,9,110,1,67.444334490000003,13.83473528,0,0,1.0025963180253745,-9.5748394108678632,-67.444334490000003,-13.83473528,-67.444334491649784,-13.834735247820403,1.6497807564519462e-09,-3.2179597653225755e-08
1,2020-01-01T01:00:00+00:00,distributed_committable,10,111,1,0,0,0,0,0.95660313522557872,-5.933335257584095,-0,-0,-6.4460444955043735e-08,8.7968089908576575e-10,6.4460444955043735e-08,-8.7968089908576575e-10
1,2020-01-01T01:00:00+00:00,distributed_committable,11,112,1,0,0,0,0,0.96153221120425236,-6.8147748116837557,-0,-0,-5.038137594511429e-08,5.9879290278350552e-10,5.038137594511429e-08,-5.9879290278350552e-10
1,2020-01-01T01:00:00+00:00,distributed_committable,12,113,1,-8.344878770087746,18.676892627999997,0,0,0.95774455628763722,-6.8238470445483204,8.344878770087746,-18.676892627999997,8.3448786787370857,-18.676892610414335,9.135066036947137e-08,-1.7585662703822891e-08
1,2020-01-01T01:00:00+00:00,distributed_committable,13,114,2,67.098466107999997,13.488866897999999,0,0,0.95000001404500334,-2.0363778012955316,-67.098466107999997,-5.5031197454075693,-67.098466096068734,-5.5031197437612587,-1.193126308862702e-08,-1.6463106433661778e-09
1,2020-01-01T01:00:00+00:00,distributed_committable,14,115,3,109.640277094,22.135576447999998,0,0,0.96002273946428696,7.9596999999999989,-35.317523153900439,57.864387608077834,-35.317523075290431,57.864387596203976,-7.8610007392398984e-08,1.1873858341004961e-08
1,2020-01-01T01:00:00+00:00,distributed_committable,15,116,1,34.586838200000003,6.9173676400000002,0,0,0.952220955660531,5.9644486970985042,-34.586838200000003,-6.9173676400000002,-34.586838122444021,-6.9173676434478422,-7.7555981192745094e-08,3.4478420118944086e-09
1,2020-01-01T01:00:00+00:00,distributed_committable,16,117,1,0,0,0,0,0.95658219923484344,11.382466719855941,-0,-0,5.2451540452291603e-08,-3.1222551036369469e-09,-5.2451540452291603e-08,3.1222551036369469e-09
1,2020-01-01T01:00:00+00:00,distributed_committable,17,118,1,115.17417120599998,23.519049975999998,0,0,0.95862431826471706,12.029568135102569,-115.17417120599998,-23.519049975999998,-115.17417115854293,-23.519049976163,-4.7457049845434085e-08,1.6300205629704578e-10
1,2020-01-01T01:00:00+00:00,distributed_committable,18,119,1,62.602177141999995,12.797130134,0,0,0.95000000200968959,2.0286702079191699,-62.602177141999995,-12.797130134,-62.602177104311025,-12.797130134863631,-3.7688970166982472e-08,8.6363094453645317e-10
1,2020-01-01T01:00:00+00:00,distributed_committable,19,120,1,44.271152895999997,8.9925779319999997,0,0,0.95362590575171369,-0.59759780273497098,-44.271152895999997,-8.9925779319999997,-44.271152878619326,-8.992577932125247,-1.7380671124556102e-08,1.2524736803243286e-10
1,2020-01-01T01:00:00+00:00,distributed_committable,20,121,2,0,0,0,0,0.96475324926148875,13.538064170194414,399.99999963823041,-14.68767587589784,399.9999995304301,-14.68767541634077,1.0780030379464733e-07,-4.5955706973188626e-07
1,2020-01-01T01:00:00+00:00,distributed_committable,21,122,2,0,0,0,0,1.0092269957021334,27.729037570519203,625,95.999705354494338,624.99999982933889,95.999705337800648,1.7066111013264162e-07,1.6693689985913807e-08
1,2020-01-01T01:00:00+00:00,distributed_committable,22,123,2,0,0,0,0,0.9564709209273069,-1.7270686809713554,222.95111826273157,-13.64079262968295,222.95111819366218,-13.640792838027451,6.9069386654518894e-08,2.0834450076279154e-07
1,2020-01-01T01:00:00+00:00,distributed_committable,23,124,1,0,0,0,0,0.95000000267846019,3.5148635299307189,-0,-0,-3.2816632715922911e-09,-1.903785902526756e-09,3.2816632715922911e-09,1.903785902526756e-09
1,2020-01-01T01:00:00+00:00,distributed_committable,24,201,2,41.037620021052632,8.3595151894736848,0,0,1.0292607754418068,-24.147751193664465,-31.537620021052632,-18.358092873632103,-31.537615568442675,-18.358097078572644,-4.452609957183995e-06,4.2049405415411911e-06
1,2020-01-01T01:00:00+00:00,distributed_committable,25,202,2,36.857862426315791,7.5995592631578948,0,0,1.030805988380749,-23.999539795307228,38.842943092784722,-23.622192691343635,38.84293162409714,-23.622155736152493,1.1468687581839276e-05,-3.695519114188528e-05
1,2020-01-01T01:00:00+00:00,distributed_committable,26,203,1,68.396033368421044,14.059184636842103,0,0,0.98706243875700028,-20.771912044543178,-68.396033368421044,-14.059184636842103,-68.396031397959092,-14.059184506541294,-1.9704619518279287e-06,-1.3030080836529123e-07
1,2020-01-01T01:00:00+00:00,distributed_committable,27,204,1,28.118369273684209,5.6996694473684206,0,0,1.016335063608611,-24.248276847591161,-28.118369273684209,-5.6996694473684206,-28.11836653778543,-5.6996697030954948,-2.7358987786385569e-06,2.5572707418319851e-07
1,2020-01-01T01:00:00+00:00,distributed_committable,28,205,1,26.978435384210524,5.3196914842105265,0,0,1.0351426578243637,-24.760274503571665,-26.978435384210524,-5.3196914842105265,-26.978432494634887,-5.3196917647104502,-2.8895756365443503e-06,2.8049992373269106e-07
1,2020-01-01T01:00:00+00:00,distributed_committable,29,206,1,51.677002989473678,10.639382968421051,0,-100,1.0471342107319561,-25.484157859235086,-51.677002989473678,-10.639382968421051,-51.676998477667873,-10.639383422566635,-4.5118058054072208e-06,4.5414558336176469e-07
1,2020-01-01T01:00:00+00:00,distributed_committable,30,207,1,47.497245394736844,9.4994490789473698,0,0,0.97481015810743576,-30.183067422079258,-47.497245394736844,-9.4994490789473698,-47.497242407733616,-9.4994493495957339,-2.9870032278722647e-06,2.7064836416457183e-07
1,2020-01-01T01:00:00+00:00,distributed_committable,31,208,1,64.9762317,13.299228710526315,0,0,0.98845013427880268,-28.542692979737424,-64.9762317,-13.299228710526315,-64.976228491430746,-13.29922886373434,-3.2085692538430521e-06,1.5320802582152737e-07
1,2020-01-01T01:00:00+00:00,distributed_committable,32,209,1,66.49614355263158,13.67920667368421,0,0,1.0148143080602088,-22.868123892007482,-66.49614355263158,-13.67920667368421,-66.49614087337622,-13.679206223184869,-2.679255359794297e-06,-4.5049934094265609e-07
1,2020-01-01T01:00:00+00:00,distributed_committable,33,210,1,74.095702815789465,15.199118526315788,0,0,1.0497023907825507,-24.165344987193013,-74.095702815789465,-15.199118526315788,-74.09569850259804,-15.199117985856823,-4.3131914253535797e-06,-5.4045896469290255e-07
1,2020-01-01T01:00:00+00:00,distributed_committable,34,211,1,0,0,0,0,0.99306627897909594,-20.340712950667029,-0,-0,-8.4525750077557468e-07,-3.4646290673100971e-07,8.4525750077557468e-07,3.4646290673100971e-07
