hour_index,timestamp,mode,bus,bus_type,pd_mw,qd_mvar,gs_mw_at_1pu,bs_mvar_at_1pu,vm_pu,va_degree,p_balance_residual_mw,q_balance_residual_mvar
0,2020-01-01T00:00:00+00:00,distributed_committable,213,1,102.529513602,20.892806545,0,0,1.007047857,-16.449199298,-0.000000858,0.000000058
0,2020-01-01T00:00:00+00:00,distributed_committable,214,2,75.059342033,15.089249172,0,0,1.001537787,-15.995513403,-0.000000877,-0.000006359
0,2020-01-01T00:00:00+00:00,distributed_committable,215,2,122.648512497,24.761844794,0,0,1.006093943,-10.93265626,0.000000041,-0.000007287
0,2020-01-01T00:00:00+00:00,distributed_committable,216,2,38.690382491,7.738076498,0,0,1.010629367,-10.818189119,0.000000546,0.000000765
0,2020-01-01T00:00:00+00:00,distributed_committable,217,1,0,0,0,0,1.00913574,-9.424806013,0.000000007,0.00000007
0,2020-01-01T00:00:00+00:00,distributed_committable,218,1,128.838973696,26.309460094,0,0,1.006272708,-10.409125824,-0.000001678,0.000000033
0,2020-01-01T00:00:00+00:00,distributed_committable,219,1,70.029592309,14.315441522,0,0,1.016352099,-10.266241564,-0.000000667,0.000000003
0,2020-01-01T00:00:00+00:00,distributed_committable,220,1,49.523689589,10.059499448,0,0,1.023915304,-9.024547508,-0.00000031,0.000000003
0,2020-01-01T00:00:00+00:00,distributed_committable,221,1,0,0,0,0,1.008599313,-10.39465448,0.000000016,0.000000004
0,2020-01-01T00:00:00+00:00,distributed_committable,222,2,0,0,0,0,1.012876839,-8.731939241,0.000000705,0.000000164
0,2020-01-01T00:00:00+00:00,distributed_committable,223,2,0,0,0,0,1.028849185,-8.052533823,0.000002723,-0.000003931
0,2020-01-01T00:00:00+00:00,distributed_committable,224,1,0,0,0,0,0.998267357,-13.725642234,-0.000000966,0.000000117
0,2020-01-01T00:00:00+00:00,distributed_committable,301,1,47.354634606,9.646314457,0,0,1.033334415,-3.972533207,-0,0
0,2020-01-01T00:00:00+00:00,distributed_committable,302,1,42.531477378,8.769376779,0,0,1.03396512,-4.342184734,-0,0
0,2020-01-01T00:00:00+00:00,distributed_committable,303,1,78.924391011,16.223347041,0,0,1.044688372,11.332658874,0.000000002,-0
0,2020-01-01T00:00:00+00:00,distributed_committable,304,1,32.446694082,6.577032584,0,0,1.018576162,-2.795318873,-0,0
0,2020-01-01T00:00:00+00:00,distributed_committable,305,1,31.131287565,6.138563745,0,0,1.03647357,-5.462070619,-0,0
0,2020-01-01T00:00:00+00:00,distributed_committable,306,1,59.631762097,12.277127491,0,-100,1.046310125,-6.828937469,-0,0
0,2020-01-01T00:00:00+00:00,distributed_committable,307,1,54.808604868,10.961720974,0,0,0.964728528,-10.424369919,-0,0
0,2020-01-01T00:00:00+00:00,distributed_committable,308,1,74.97817146,15.346409363,0,0,0.980803695,-8.49806251,-0,0
0,2020-01-01T00:00:00+00:00,distributed_committable,309,1,76.732046816,15.784878202,0,0,1.019800009,0.301389113,-0.000000001,0
0,2020-01-01T00:00:00+00:00,distributed_committable,310,1,85.501423595,17.538753558,0,0,1.049999999,-5.582400903,0,-0
0,2020-01-01T00:00:00+00:00,distributed_committable,311,1,0,0,0,0,1.004061324,-1.82487759,-0.000000001,0
0,2020-01-01T00:00:00+00:00,distributed_committable,312,1,0,0,0,0,1.012719401,-1.577131438,-0.000000003,0
0,2020-01-01T00:00:00+00:00,distributed_committable,313,1,116.194242321,23.677317303,0,0,1.006925753,-2.092331388,-0.000000003,0
0,2020-01-01T00:00:00+00:00,distributed_committable,314,2,85.062954756,17.100284719,0,0,0.992482713,-0.625344371,-0.000000008,-0
0,2020-01-01T00:00:00+00:00,distributed_committable,315,1,138.994621946,28.062005693,0,0,1.01924138,3.95703619,-0.000000021,0.000000001
0,2020-01-01T00:00:00+00:00,distributed_committable,316,2,143.846883896,8.769376779,0,0,1.017666946,3.684469572,0.000000012,-0.00000053
0,2020-01-01T00:00:00+00:00,distributed_committable,317,1,0,0,0,0,1.029816834,7.71944177,-0.000000036,0
0,2020-01-01T00:00:00+00:00,distributed_committable,318,1,146.010123369,29.815881048,0,0,1.023363939,4.876702618,0.000000288,0.000000012
0,2020-01-01T00:00:00+00:00,distributed_committable,319,1,79.362859849,16.223347041,0,0,1.016557889,2.29485623,-0.000000024,0.000000002
0,2020-01-01T00:00:00+00:00,distributed_committable,320,1,56.124011385,11.400189813,0,0,1.01894433,1.959670584,-0.000000015,0.000000001
0,2020-01-01T00:00:00+00:00,distributed_committable,321,1,0,0,0,0,1.025689855,4.864337622,-0.000000018,0.000000001
0,2020-01-01T00:00:00+00:00,distributed_committable,322,2,0,0,0,0,1.041590735,7.363773011,-0,0.000000001
0,2020-01-01T00:00:00+00:00,distributed_committable,323,1,0,0,0,0,1.020846559,2.116712123,0.000000003,-0.000000001
0,2020-01-01T00:00:00+00:00,distributed_committable,324,1,0,0,0,0,1.026314241,6.784824723,0.000000001,-0
0,2020-01-01T00:00:00+00:00,distributed_committable,325,1,0,0,0,0,1.020949939,3.029781469,-0.000000318,0.000000052
1,2020-01-01T01:00:00+00:00,distributed_committable,101,2,37.353785256,7.609104404,0,0,0.981733865,-5.792882657,0.000000018,-0.000000043
1,2020-01-01T01:00:00+00:00,distributed_committable,102,2,33.549233054,6.91736764,0,0,0.980451141,-5.891183792,0.000000002,0.000000039
1,2020-01-01T01:00:00+00:00,distributed_committable,103,1,62.25630876,12.797130134,0,0,0.969216869,-3.6788956,-0.000000003,-0.000000001
1,2020-01-01T01:00:00+00:00,distributed_committable,104,1,25.594260268,5.18802573,0,0,0.971433608,-8.025698577,-0.000000007,0.000000001
1,2020-01-01T01:00:00+00:00,distributed_committable,105,1,24.556655122,4.842157348,0,0,0.987515014,-8.27419077,-0.000000007,0.000000001
1,2020-01-01T01:00:00+00:00,distributed_committable,106,1,47.038099952,9.684314696,0,-100,0.998459608,-10.067732779,-0.000000016,0.000000001
1,2020-01-01T01:00:00+00:00,distributed_committable,107,1,43.23354775,8.64670955,0,0,0.958026642,-17.964686684,-0.000000051,-0.000000007
1,2020-01-01T01:00:00+00:00,distributed_committable,108,1,59.143493322,12.10539337,0,0,0.959476513,-15.283262096,0.000000019,-0.000000021
1,2020-01-01T01:00:00+00:00,distributed_committable,109,1,60.52696685,12.451261752,0,0,0.974154011,-8.20991386,0.000000013,-0.000000009
1,2020-01-01T01:00:00+00:00,distributed_committable,110,1,67.44433449,13.83473528,0,0,1.002603223,-9.574816392,-0.000000002,-0.00000001
1,2020-01-01T01:00:00+00:00,distributed_committable,111,1,0,0,0,0,0.956607184,-5.933367343,0.000000023,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,112,1,0,0,0,0,0.961537651,-6.8148054,0.000000018,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,113,1,-8.34487877,18.676892628,0,0,0.957750516,-6.823898763,0.000000029,-0.000000005
1,2020-01-01T01:00:00+00:00,distributed_committable,114,2,67.098466108,13.488866898,0,0,0.950000002,-2.036403335,-0.000000004,0
1,2020-01-01T01:00:00+00:00,distributed_committable,115,3,109.640277094,22.135576448,0,0,0.960020754,7.9597,-0.000000024,0.000000003
1,2020-01-01T01:00:00+00:00,distributed_committable,116,1,34.5868382,6.91736764,0,0,0.952219526,5.964434414,-0.000000025,0.000000001
1,2020-01-01T01:00:00+00:00,distributed_committable,117,1,0,0,0,0,0.956579487,11.382487415,-0.000000018,0.000000001
1,2020-01-01T01:00:00+00:00,distributed_committable,118,1,115.174171206,23.519049976,0,0,0.958621092,12.029597952,-0.000000015,0
1,2020-01-01T01:00:00+00:00,distributed_committable,119,1,62.602177142,12.797130134,0,0,0.95,2.02862946,-0.000000012,0
1,2020-01-01T01:00:00+00:00,distributed_committable,120,1,44.271152896,8.992577932,0,0,0.953627182,-0.597652431,-0.000000005,0
1,2020-01-01T01:00:00+00:00,distributed_committable,121,2,0,0,0,0,0.964749571,13.538108692,0.00000003,-0.000000135
1,2020-01-01T01:00:00+00:00,distributed_committable,122,2,0,0,0,0,1.009223678,27.729175292,0.000000059,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,123,2,0,0,0,0,0.956472903,-1.727129411,0.000000022,0.000000063
1,2020-01-01T01:00:00+00:00,distributed_committable,124,1,0,0,0,0,0.95,3.514842484,0.000000001,0.000000001
1,2020-01-01T01:00:00+00:00,distributed_committable,201,2,41.037620021,8.359515189,0,0,1.029327192,-24.147653409,-0.000001004,0.000000056
1,2020-01-01T01:00:00+00:00,distributed_committable,202,2,36.857862426,7.599559263,0,0,1.030875807,-23.999504066,0.000002977,-0.000009012
1,2020-01-01T01:00:00+00:00,distributed_committable,203,1,68.396033368,14.059184637,0,0,0.987095752,-20.771671581,-0.000000562,-0.000000036
1,2020-01-01T01:00:00+00:00,distributed_committable,204,1,28.118369274,5.699669447,0,0,1.016389157,-24.247986617,-0.000000753,0.00000007
1,2020-01-01T01:00:00+00:00,distributed_committable,205,1,26.978435384,5.319691484,0,0,1.035199908,-24.759945473,-0.000000814,0.000000079
1,2020-01-01T01:00:00+00:00,distributed_committable,206,1,51.677002989,10.639382968,0,-100,1.047187948,-25.483689245,-0.000001248,0.000000125
1,2020-01-01T01:00:00+00:00,distributed_committable,207,1,47.497245395,9.499449079,0,0,0.974857635,-30.182074282,-0.000000836,0.000000076
1,2020-01-01T01:00:00+00:00,distributed_committable,208,1,64.9762317,13.299228711,0,0,0.988496859,-28.541856477,-0.000000898,0.000000043
1,2020-01-01T01:00:00+00:00,distributed_committable,209,1,66.496143553,13.679206674,0,0,1.014854664,-22.867770232,-0.000000748,-0.000000128
1,2020-01-01T01:00:00+00:00,distributed_committable,210,1,74.095702816,15.199118526,0,0,1.049749434,-24.16491051,-0.000001208,-0.000000152
1,2020-01-01T01:00:00+00:00,distributed_committable,211,1,0,0,0,0,0.993105064,-20.340540861,0.00000023,0.000000098
1,2020-01-01T01:00:00+00:00,distributed_committable,212,1,0,0,0,0,1.012713012,-19.274894453,0.000001419,-0.000000012
1,2020-01-01T01:00:00+00:00,distributed_committable,213,1,100.694160237,20.518810011,0,0,1.008027955,-18.815629952,-0.000000003,-0.000000065
1,2020-01-01T01:00:00+00:00,distributed_committable,214,2,73.715724853,14.819140563,0,0,0.967495324,-18.284607007,0.000000084,-0.000007998
1,2020-01-01T01:00:00+00:00,distributed_committable,215,2,120.453014321,24.318589642,0,0,0.957356296,-12.982328408,-0.000000046,-0.000000023
1,2020-01-01T01:00:00+00:00,distributed_committable,216,2,37.997796316,7.599559263,0,0,0.966621549,-12.866406889,0.000000498,-0.000000061
1,2020-01-01T01:00:00+00:00,distributed_committable,217,1,0,0,0,0,0.957823613,-11.32655899,0.000000036,-0.000000008
1,2020-01-01T01:00:00+00:00,distributed_committable,218,1,126.532661732,25.838501495,0,0,0.954317783,-12.389493831,-0.000000101,0.000000002
1,2020-01-01T01:00:00+00:00,distributed_committable,219,1,68.776011332,14.059184637,0,0,1.000198887,-12.516482436,-0.000000128,0.000000005
1,2020-01-01T01:00:00+00:00,distributed_committable,220,1,48.637179284,9.879427042,0,0,1.031918482,-11.463928538,-0.000000065,0.000000002
1,2020-01-01T01:00:00+00:00,distributed_committable,221,1,0,0,0,0,0.956311857,-12.36483522,-0.000000019,0
1,2020-01-01T01:00:00+00:00,distributed_committable,222,2,0,0,0,0,0.950000005,-10.395515756,-0.000000063,0.000000002
1,2020-01-01T01:00:00+00:00,distributed_committable,223,2,0,0,0,0,1.05,-10.636450283,0.000000202,0.000000001
1,2020-01-01T01:00:00+00:00,distributed_committable,224,1,0,0,0,0,0.959326886,-16.031432127,0.000000385,0.000000006
1,2020-01-01T01:00:00+00:00,distributed_committable,301,1,45.185068004,9.204365705,0,0,1.017466224,-4.238186298,-0,0
1,2020-01-01T01:00:00+00:00,distributed_committable,302,1,40.582885152,8.367605186,0,0,1.018037831,-4.623947932,-0,0
1,2020-01-01T01:00:00+00:00,distributed_committable,303,1,75.308446674,15.480069594,0,0,1.032532086,11.51064623,0,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,304,1,30.960139188,6.275703889,0,0,1.002456983,-3.142203736,-0,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,305,1,29.70499841,5.85732363,0,0,1.020087269,-5.860575981,-0,0
1,2020-01-01T01:00:00+00:00,distributed_committable,306,1,56.899715265,11.71464726,0,-100,1.029546932,-7.299102459,-0,0
1,2020-01-01T01:00:00+00:00,distributed_committable,307,1,52.297532412,10.459506482,0,0,0.95,-10.801793687,-0,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,308,1,71.54302434,14.643309075,0,0,0.965560224,-8.905664846,-0,0
1,2020-01-01T01:00:00+00:00,distributed_committable,309,1,73.216545377,15.061689335,0,0,1.002982192,-0.123332891,-0,0
1,2020-01-01T01:00:00+00:00,distributed_committable,310,1,81.584150563,16.735210372,0,0,1.032807111,-6.137565767,0,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,311,1,0,0,0,0,0.989322077,-2.635577605,0,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,312,1,0,0,0,0,0.993539594,-2.280716361,-0,0
1,2020-01-01T01:00:00+00:00,distributed_committable,313,1,110.870768714,22.592534002,0,0,0.988045196,-2.886092379,-0,0
1,2020-01-01T01:00:00+00:00,distributed_committable,314,2,81.165770304,16.316830113,0,0,0.982624502,-1.79154221,-0,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,315,1,132.626542198,26.776336595,0,0,1.016934511,2.256168106,-0,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,316,2,141.83802593,8.367605186,0,0,1.013873626,1.932621737,0.000000001,-0.000000008
1,2020-01-01T01:00:00+00:00,distributed_committable,317,1,0,0,0,0,1.030193403,5.286634121,0.000000001,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,318,1,139.320626346,28.449857632,0,0,1.025743566,2.634941083,-0.000000001,-0.000000001
1,2020-01-01T01:00:00+00:00,distributed_committable,319,1,75.726826933,15.480069594,0,0,1.003209383,0.904528632,-0,0
1,2020-01-01T01:00:00+00:00,distributed_committable,320,1,53.55267319,10.877886742,0,0,0.996985662,0.854198983,-0,0
1,2020-01-01T01:00:00+00:00,distributed_committable,321,1,0,0,0,0,1.02728859,2.827101923,-0,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,322,2,0,0,0,0,1.049999999,5.441116208,-0,0
1,2020-01-01T01:00:00+00:00,distributed_committable,323,1,0,0,0,0,0.994158962,1.170648574,0,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,324,1,0,0,0,0,1.01999327,5.80388617,0,-0
1,2020-01-01T01:00:00+00:00,distributed_committable,325,1,0,0,0,0,0.988826668,2.146230779,-0.00000001,0.000000002
2,2020-01-01T02:00:00+00:00,distributed_committable,101,2,37.9549728,7.731568533,0,0,1.011739197,-4.676182907,-0.000000002,0.000000001
2,2020-01-01T02:00:00+00:00,distributed_committable,102,2,34.089188533,7.028698667,0,0,1.011535236,-4.787396109,0,0
2,2020-01-01T02:00:00+00:00,distributed_committable,103,1,63.258288,13.003092533,0,0,1.025201508,-2.63782043,-0.000000022,-0.000000001
2,2020-01-01T02:00:00+00:00,distributed_committable,104,1,26.006185067,5.271524,0,0,1.013269143,-6.674575158,-0,0
2,2020-01-01T02:00:00+00:00,distributed_committable,105,1,24.951880267,4.920089067,0,0,1.026301227,-6.943742028,-0,0
2,2020-01-01T02:00:00+00:00,distributed_committable,106,1,47.795150933,9.840178133,0,-100,1.042845769,-8.590594346,-0,0
2,2020-01-01T02:00:00+00:00,distributed_committable,107,1,43.929366667,8.785873333,0,0,0.996627586,-15.574477448,-0.000000015,-0.000000017
2,2020-01-01T02:00:00+00:00,distributed_committable,108,1,60.0953736,12.300222667,0,0,1.003221564,-13.180974013,-0.000000007,-0.000000012
2,2020-01-01T02:00:00+00:00,distributed_committable,109,1,61.501113333,12.6516576,0,0,1.024218186,-6.738406238,-0.000000004,-0.000000004
2,2020-01-01T02:00:00+00:00,distributed_committable,110,1,68.529812,14.057397333,0,0,1.049999999,-8.071161037,0.000000003,-0.000000005
2,2020-01-01T02:00:00+00:00,distributed_committable,111,1,0,0,0,0,1.005987616,-4.57277098,-0.00000009,0.000000012
2,2020-01-01T02:00:00+00:00,distributed_committable,112,1,0,0,0,0,1.01320282,-5.394853164,-0.000000018,0.000000001
2,2020-01-01T02:00:00+00:00,distributed_committable,113,1,-6.869742666,18.9774864,0,0,1.00985292,-5.33077486,0.000000118,-0.00000001
2,2020-01-01T02:00:00+00:00,distributed_committable,114,2,68.178377067,13.7059624,0,0,0.998300872,-0.938622439,-0.000000071,-0.00000231
2,2020-01-01T02:00:00+00:00,distributed_committable,115,3,111.404873867,22.491835733,0,0,1.034659469,7.9597,-0.000000309,0.000000028
2,2020-01-01T02:00:00+00:00,distributed_committable,116,1,35.143493333,7.028698667,0,0,1.022095528,6.213602676,-0.000000436,-0.000000001
2,2020-01-01T02:00:00+00:00,distributed_committable,117,1,0,0,0,0,1.030968487,10.997491296,-0.000000065,-0.000000012
2,2020-01-01T02:00:00+00:00,distributed_committable,118,1,117.0278328,23.897575467,0,0,1.038524834,11.573550645,-0.000000196,-0
2,2020-01-01T02:00:00+00:00,distributed_committable,119,1,63.609722933,13.003092533,0,0,1.015853305,2.685882946,-0.000000019,0.000000002
2,2020-01-01T02:00:00+00:00,distributed_committable,120,1,44.983671467,9.137308267,0,0,1.015222789,0.303948092,-0.000000009,0.000000001
2,2020-01-01T02:00:00+00:00,distributed_committable,121,2,0,0,0,0,1.049319096,12.894579104,0.000000651,-0.000002693
2,2020-01-01T02:00:00+00:00,distributed_committable,122,2,0,0,0,0,1.049999998,25.758763094,0.000000072,0.000000002
2,2020-01-01T02:00:00+00:00,distributed_committable,123,2,0,0,0,0,1.015478448,-0.729726408,0.000000042,0.00000023
2,2020-01-01T02:00:00+00:00,distributed_committable,124,1,0,0,0,0,1.017969722,3.986071838,-0.000000034,0.000000005
2,2020-01-01T02:00:00+00:00,distributed_committable,201,2,40.918621112,8.335274671,0,0,1.020026664,-20.871529192,-0.000002584,-0.000000794
2,2020-01-01T02:00:00+00:00,distributed_committable,202,2,36.750983776,7.577522428,0,0,1.018686667,-20.681849083,0.000004042,-0.000023296
2,2020-01-01T02:00:00+00:00,distributed_committable,203,1,68.197701853,14.018416492,0,0,1.01037282,-17.958134352,-0.000001461,0.000000074
2,2020-01-01T02:00:00+00:00,distributed_committable,204,1,28.036832984,5.683141821,0,0,1.014347676,-21.091473061,-0.000001778,0.000000243
2,2020-01-01T02:00:00+00:00,distributed_committable,205,1,26.90020462,5.3042657,0,0,1.0305774,-21.60634063,-0.000001674,0.000000233
2,2020-01-01T02:00:00+00:00,distributed_committable,206,1,51.527152511,10.608531399,0,-100,1.044393298,-22.387917519,-0.000001467,0.000000233
2,2020-01-01T02:00:00+00:00,distributed_committable,207,1,47.359515175,9.471903035,0,0,0.978585029,-27.088209339,-0.000000007,0.000000001
2,2020-01-01T02:00:00+00:00,distributed_committable,208,1,64.78781676,13.260664249,0,0,0.992123467,-25.464856603,-0.000000015,0.000000003
2,2020-01-01T02:00:00+00:00,distributed_committable,209,1,66.303321246,13.639540371,0,0,1.021076327,-19.850275734,-0.000000669,0.000000051
2,2020-01-01T02:00:00+00:00,distributed_committable,210,1,73.880843674,15.155044856,0,0,1.049999995,-21.128026967,-0.000001238,0.000000139
2,2020-01-01T02:00:00+00:00,distributed_committable,211,1,0,0,0,0,1.004946334,-17.389394532,-0.000002086,0.000000232
2,2020-01-01T02:00:00+00:00,distributed_committable,212,1,0,0,0,0,1.008712014,-16.314241888,-0.000001497,0.000000187
2,2020-01-01T02:00:00+00:00,distributed_committable,213,1,100.402172172,20.459310556,0,0,1.005797869,-15.864883758,-0.000001259,0.000000093
2,2020-01-01T02:00:00+00:00,distributed_committable,214,2,73.501967552,14.776168735,0,0,1.000037583,-15.508866974,-0.000000229,-0.000018672
2,2020-01-01T02:00:00+00:00,distributed_committable,215,2,120.103730485,24.24807177,0,0,1.005463061,-10.670853338,-0.000000369,-0.000001195
2,2020-01-01T02:00:00+00:00,distributed_committable,216,2,37.88761214,7.577522428,0,0,1.009481743,-10.480146402,0.000000954,0.000001217
2,2020-01-01T02:00:00+00:00,distributed_committable,217,1,0,0,0,0,1.008789124,-9.172426043,0.000000405,-0.000000054
2,2020-01-01T02:00:00+00:00,distributed_committable,218,1,126.165748427,25.763576255,0,0,1.005923368,-10.139858706,-0.000000567,0.000000011
2,2020-01-01T02:00:00+00:00,distributed_committable,219,1,68.576577974,14.018416492,0,0,1.014404887,-9.819255096,-0.000000837,0.000000028
2,2020-01-01T02:00:00+00:00,distributed_committable,220,1,48.49614354,9.850779156,0,0,1.021232584,-8.495693042,-0.000000798,0.000000051
2,2020-01-01T02:00:00+00:00,distributed_committable,221,1,0,0,0,0,1.008126885,-10.128303316,0.000000014,-0
2,2020-01-01T02:00:00+00:00,distributed_committable,222,2,0,0,0,0,1.012205059,-8.467765674,0.000000241,0.000000102
2,2020-01-01T02:00:00+00:00,distributed_committable,223,2,0,0,0,0,1.025770947,-7.482514018,0.000004354,-0.000009593
2,2020-01-01T02:00:00+00:00,distributed_committable,224,1,0,0,0,0,0.99814626,-13.44278027,-0.000000582,0.000000038
2,2020-01-01T02:00:00+00:00,distributed_committable,301,1,44.177159141,8.999050936,0,0,1.0342276,-1.016609872,0,-0
2,2020-01-01T02:00:00+00:00,distributed_committable,302,1,39.677633673,8.180955396,0,0,1.034969408,-1.380039263,0,-0
2,2020-01-01T02:00:00+00:00,distributed_committable,303,1,73.628598568,15.134767484,0,0,1.039748626,14.07974405,0,-0
2,2020-01-01T02:00:00+00:00,distributed_committable,304,1,30.269534967,6.135716547,0,0,1.018911935,0.08332229,0,-0
2,2020-01-01T02:00:00+00:00,distributed_committable,305,1,29.042391658,5.726668778,0,0,1.037314415,-2.566794179,0,-0
2,2020-01-01T02:00:00+00:00,distributed_committable,306,1,55.630496696,11.453337555,0,-100,1.047363719,-3.942600567,0,-0
2,2020-01-01T02:00:00+00:00,distributed_committable,307,1,51.130971228,10.226194246,0,0,0.969836981,-7.159847584,0,0
2,2020-01-01T02:00:00+00:00,distributed_committable,308,1,69.94716864,14.316671944,0,0,0.984677228,-5.378750641,0,-0
2,2020-01-01T02:00:00+00:00,distributed_committable,309,1,71.583359719,14.725719714,0,0,1.018350262,2.996941352,0,-0
2,2020-01-01T02:00:00+00:00,distributed_committable,310,1,79.764315116,16.361910793,0,0,1.049999999,-2.843094998,0,-0
2,2020-01-01T02:00:00+00:00,distributed_committable,311,1,0,0,0,0,1.001220424,0.499200577,0.000000002,-0
