hour_index,timestamp,mode,branch_row,branch_uid,from_bus,to_bus,online,rate_a_mva,pf_mw,qf_mvar,pt_mw,qt_mvar,from_mva,to_mva,loading_fraction
0,2020-01-01T00:00:00+00:00,distributed_committable,46,B6,203,209,true,175,28.07157901,-17.804664907,-27.752514517,15.729989846,33.241835697,31.900386245,0.189953347
0,2020-01-01T00:00:00+00:00,distributed_committable,47,B7,203,224,true,400,-93.944144911,2.001386675,94.122546795,5.49149245,93.96546127,94.282608707,0.235706522
0,2020-01-01T00:00:00+00:00,distributed_committable,48,B8,204,209,true,175,-22.32859538,-2.31574425,22.459748024,-0.077595594,22.448359474,22.459882065,0.128342183
0,2020-01-01T00:00:00+00:00,distributed_committable,49,B9,205,210,true,175,-15.115947093,-20.504987542,15.245625372,18.404668625,25.474425816,23.898973203,0.145568148
0,2020-01-01T00:00:00+00:00,distributed_committable,50,B10,206,210,true,175,-40.188485657,-134.569958328,40.395973411,-134.092451446,140.442828453,140.045064899,0.802530448
0,2020-01-01T00:00:00+00:00,distributed_committable,51,B11,207,208,true,175,-48.362978107,-9.672595623,48.768217563,9.571725576,49.320753821,49.6986617,0.283992353
0,2020-01-01T00:00:00+00:00,distributed_committable,52,B12-1,208,209,true,175,-61.262491933,-1.243130394,62.906660936,2.997705217,61.275103354,62.978045593,0.359874546
0,2020-01-01T00:00:00+00:00,distributed_committable,53,B13-2,208,210,true,175,-53.666279677,-21.870229057,55.096982534,22.670479553,57.951501217,59.578755673,0.340450032
0,2020-01-01T00:00:00+00:00,distributed_committable,54,B14,209,211,true,400,-51.65424628,-14.807618008,51.713019332,17.276086216,53.734781192,54.522468061,0.13630617
0,2020-01-01T00:00:00+00:00,distributed_committable,55,B15,209,212,true,400,-73.667817062,-17.77101919,73.784709838,22.68051578,75.780976463,77.191898551,0.192979746
0,2020-01-01T00:00:00+00:00,distributed_committable,56,B16,210,211,true,400,-81.572440578,40.047278017,81.726770575,-33.565418154,90.872699632,88.351017677,0.227181749
0,2020-01-01T00:00:00+00:00,distributed_committable,57,B17,210,212,true,400,-104.612385782,37.493872166,104.843184997,-27.800305125,111.128491886,108.466356099,0.27782123
0,2020-01-01T00:00:00+00:00,distributed_committable,58,B18,211,213,true,500,-54.41380966,-0.20322644,54.590824634,-8.50931013,54.414189167,55.250036137,0.110500072
0,2020-01-01T00:00:00+00:00,distributed_committable,59,B19,211,214,true,500,-79.025979111,16.492558249,79.35633846,-22.582060554,80.728618545,82.506835551,0.165013671
0,2020-01-01T00:00:00+00:00,distributed_committable,60,B20,212,213,true,500,-15.582117813,2.496268519,15.599801097,-12.523012025,15.780803276,20.004490107,0.04000898
0,2020-01-01T00:00:00+00:00,distributed_committable,61,B21,212,223,true,500,-163.045776008,2.623520706,166.19464576,1.737866899,163.066881784,166.203731789,0.332407464
0,2020-01-01T00:00:00+00:00,distributed_committable,62,B22,213,223,true,500,-172.720138475,0.139515552,175.965433634,6.666466997,172.720194822,176.091668219,0.352183336
0,2020-01-01T00:00:00+00:00,distributed_committable,63,B23,214,216,true,500,-154.415679616,0.539481316,155.605310213,5.197916134,154.416622005,155.692102878,0.311384206
0,2020-01-01T00:00:00+00:00,distributed_committable,64,B24,215,216,true,500,-14.899421193,-26.898742951,14.916232386,23.381163964,30.749554862,27.733965041,0.06149911
0,2020-01-01T00:00:00+00:00,distributed_committable,65,B25-1,215,221,true,500,-19.767678739,-7.845290007,19.791251973,-2.414107868,21.267573863,19.93794301,0.042535148
0,2020-01-01T00:00:00+00:00,distributed_committable,66,B25-2,215,221,true,500,-19.767678739,-7.845290007,19.791251973,-2.414107868,21.267573863,19.93794301,0.042535148
0,2020-01-01T00:00:00+00:00,distributed_committable,67,B26,215,224,true,500,94.744834378,-0.833549428,-94.122545829,-5.491492567,94.748501022,94.282607749,0.189497002
0,2020-01-01T00:00:00+00:00,distributed_committable,68,B27,216,217,true,500,-93.337115517,14.926557003,93.60224012,-18.238058759,94.523114829,95.362498618,0.190724997
0,2020-01-01T00:00:00+00:00,distributed_committable,69,B28,216,219,true,500,-45.499408516,-21.506355789,45.570822712,17.020723522,50.326131528,48.645708052,0.100652263
0,2020-01-01T00:00:00+00:00,distributed_committable,70,B29,217,218,true,500,125.150251001,2.301261069,-124.842357469,-3.192415903,125.171406991,124.883168352,0.250342814
0,2020-01-01T00:00:00+00:00,distributed_committable,71,B30,217,222,true,500,-12.027629946,-13.173463596,12.048024981,-9.262806126,17.838274166,15.197186689,0.035676548
0,2020-01-01T00:00:00+00:00,distributed_committable,72,B31-1,218,221,true,500,-1.998307275,-11.558522112,2.000706327,5.997206223,11.72999,6.322128462,0.02345998
0,2020-01-01T00:00:00+00:00,distributed_committable,73,B31-2,218,221,true,500,-1.998307275,-11.558522112,2.000706327,5.997206223,11.72999,6.322128462,0.02345998
0,2020-01-01T00:00:00+00:00,distributed_committable,74,B32-1,219,220,true,500,-57.800207177,-15.668082523,57.968188409,8.374229703,59.88616501,58.569946137,0.11977233
0,2020-01-01T00:00:00+00:00,distributed_committable,75,B32-2,219,220,true,500,-57.800207177,-15.668082523,57.968188409,8.374229703,59.88616501,58.569946137,0.11977233
0,2020-01-01T00:00:00+00:00,distributed_committable,76,B33-1,220,223,true,500,-82.730033049,-13.403979428,82.929339035,10.019610311,83.808860109,83.532435997,0.16761772
0,2020-01-01T00:00:00+00:00,distributed_committable,77,B33-2,220,223,true,500,-82.730033049,-13.403979428,82.929339035,10.019610311,83.808860109,83.532435997,0.16761772
0,2020-01-01T00:00:00+00:00,distributed_committable,78,B34,221,222,true,500,-43.583916616,-7.166196713,43.751974314,-6.070697676,44.169131335,44.171128881,0.088342258
0,2020-01-01T00:00:00+00:00,distributed_committable,79,C1,301,302,true,175,46.153517792,-38.998749776,-46.087854933,-9.94953601,60.423916529,47.1495879,0.345279523
0,2020-01-01T00:00:00+00:00,distributed_committable,80,C2,301,303,true,175,-123.382995802,41.703148365,132.255683248,-13.817881239,130.240225109,132.975560135,0.759860344
0,2020-01-01T00:00:00+00:00,distributed_committable,81,C3,301,305,true,175,29.874843403,-12.350713046,-29.665466116,10.696304652,32.327177129,31.534914192,0.184726726
0,2020-01-01T00:00:00+00:00,distributed_committable,82,C4,302,304,true,175,-17.846780606,15.650967976,18.039286992,-18.491298219,23.737320333,25.833001858,0.147617153
0,2020-01-01T00:00:00+00:00,distributed_committable,83,C5,302,306,true,175,21.403158161,-14.470808744,-21.124985823,9.912983781,25.836011398,23.335215308,0.147634351
0,2020-01-01T00:00:00+00:00,distributed_committable,84,C6,303,309,true,175,169.784564629,-7.584538958,-161.586755342,35.643363434,169.953886738,165.471232723,0.971165067
0,2020-01-01T00:00:00+00:00,distributed_committable,85,C7,303,324,true,400,99.835361111,5.179073156,-99.646681696,2.745462248,99.969606015,99.684495966,0.249924015
0,2020-01-01T00:00:00+00:00,distributed_committable,86,C8,304,309,true,175,-50.485981074,11.914265635,51.195791283,-12.088667105,51.872767524,52.603658784,0.300592336
0,2020-01-01T00:00:00+00:00,distributed_committable,87,C9,305,310,true,175,-1.465821449,-16.834868398,1.518022358,14.422460666,16.898562853,14.502129621,0.096563216
0,2020-01-01T00:00:00+00:00,distributed_committable,88,C10,306,310,true,175,-38.506776274,-131.666599077,38.697496527,-137.656121966,137.181868815,142.991972335,0.817096985
0,2020-01-01T00:00:00+00:00,distributed_committable,89,C11,307,308,true,175,-54.808604868,-10.961720974,55.342812841,11.389613403,55.894029147,56.502656811,0.322872325
0,2020-01-01T00:00:00+00:00,distributed_committable,90,C12-1,308,309,true,175,-90.751768702,5.440595568,94.459033841,4.280528827,90.914705096,94.555972848,0.540319845
0,2020-01-01T00:00:00+00:00,distributed_committable,91,C13-2,308,310,true,175,-39.569215599,-32.176618334,40.671711974,31.762056938,51.000564609,51.604422444,0.294882414
0,2020-01-01T00:00:00+00:00,distributed_committable,92,C14,309,311,true,400,43.511904185,-16.680618367,-43.467600482,18.541373874,46.599665609,47.256902531,0.118142256
0,2020-01-01T00:00:00+00:00,distributed_committable,93,C15,309,312,true,400,38.487979219,-26.939484991,-38.442950599,28.830687042,46.979361383,48.05277272,0.120131932
0,2020-01-01T00:00:00+00:00,distributed_committable,94,C16,310,311,true,400,-80.034184679,42.028527315,80.186907809,-35.614155848,90.398383976,87.740003879,0.22599596
0,2020-01-01T00:00:00+00:00,distributed_committable,95,C17,310,312,true,400,-86.354469776,31.90432349,86.512857741,-25.252028931,92.059656243,90.1229134,0.230149141
0,2020-01-01T00:00:00+00:00,distributed_committable,96,C18,311,313,true,500,8.946091802,-12.127805456,-8.93833932,2.079632237,15.070375699,9.177079058,0.030140751
0,2020-01-01T00:00:00+00:00,distributed_committable,97,C19,311,314,true,500,-45.665399128,29.20058743,45.824937426,-36.630374474,54.203348455,58.666082401,0.117332165
0,2020-01-01T00:00:00+00:00,distributed_committable,98,C20,312,313,true,500,20.323738586,4.641039898,-20.293990833,-14.600558165,20.846908678,25.000447249,0.050000894
0,2020-01-01T00:00:00+00:00,distributed_committable,99,C21,312,323,true,500,-68.393645726,-8.21969801,68.941518368,-8.339106866,68.885805584,69.44403256,0.138888065
0,2020-01-01T00:00:00+00:00,distributed_committable,100,C22,313,323,true,500,-86.961912166,-11.156391375,87.782773484,-1.061189071,87.674621391,87.789187505,0.175578375
0,2020-01-01T00:00:00+00:00,distributed_committable,101,C23,314,316,true,500,-130.887892174,-30.469899879,131.792961077,32.864974349,134.387704483,135.828903877,0.271657808
0,2020-01-01T00:00:00+00:00,distributed_committable,102,C24,315,316,true,500,29.732800079,4.140705721,-29.715085018,-7.724225911,30.019740911,30.702604833,0.06140521
0,2020-01-01T00:00:00+00:00,distributed_committable,103,C25-1,315,321,true,500,-34.870606755,-14.226099094,34.945385922,4.068698385,37.660869757,35.18144829,0.07532174
0,2020-01-01T00:00:00+00:00,distributed_committable,104,C25-2,315,321,true,500,-34.870606755,-14.226099094,34.945385922,4.068698385,37.660869757,35.18144829,0.07532174
0,2020-01-01T00:00:00+00:00,distributed_committable,105,C26,315,324,true,500,-98.986208495,-3.750513227,99.646681696,-2.745462248,99.057235079,99.684495966,0.199368992
0,2020-01-01T00:00:00+00:00,distributed_committable,106,C27,316,317,true,500,-284.180282328,-7.622692339,286.520306696,22.138439535,284.282497355,287.374314535,0.574748629
0,2020-01-01T00:00:00+00:00,distributed_committable,107,C28,316,319,true,500,108.052671653,-10.401161504,-107.712674603,7.938667463,108.552125783,108.004827259,0.217104252
0,2020-01-01T00:00:00+00:00,distributed_committable,108,C29,317,318,true,500,373.810089727,1.737631416,-371.174690035,13.548471737,373.814128338,371.421878204,0.747628257
0,2020-01-01T00:00:00+00:00,distributed_committable,109,C30,317,322,true,500,4.720470347,-23.876070951,-4.698017671,0.337420642,24.338233386,4.710119184,0.048676467
0,2020-01-01T00:00:00+00:00,distributed_committable,110,C31-1,318,321,true,500,-0.182632379,-12.013674101,0.185023081,6.261281583,12.015062214,6.264014735,0.024030124
0,2020-01-01T00:00:00+00:00,distributed_committable,111,C31-2,318,321,true,500,-0.182632379,-12.013674101,0.185023081,6.261281583,12.015062214,6.264014735,0.024030124
0,2020-01-01T00:00:00+00:00,distributed_committable,112,C32-1,319,320,true,500,14.174907389,-12.081007253,-14.162247593,3.584990033,18.624680822,14.608949669,0.037249362
0,2020-01-01T00:00:00+00:00,distributed_committable,113,C32-2,319,320,true,500,14.174907389,-12.081007253,-14.162247593,3.584990033,18.624680822,14.608949669,0.037249362
0,2020-01-01T00:00:00+00:00,distributed_committable,114,C33-1,320,323,true,500,-13.899758092,-9.285084939,13.906715204,4.551240699,16.715743398,14.632515835,0.033431487
0,2020-01-01T00:00:00+00:00,distributed_committable,115,C33-2,320,323,true,500,-13.899758092,-9.285084939,13.906715204,4.551240699,16.715743398,14.632515835,0.033431487
0,2020-01-01T00:00:00+00:00,distributed_committable,116,C34,321,322,true,500,-70.260817989,-20.659959937,70.698017671,8.79089478,73.235349996,71.242470014,0.1464707
0,2020-01-01T00:00:00+00:00,distributed_committable,117,CA-1,325,121,true,500,-184.537721945,-2.643171896,188.465484466,12.622480575,184.556650322,188.887706987,0.377775414
0,2020-01-01T00:00:00+00:00,distributed_committable,118,CB-1,318,223,true,500,225.529831135,-19.337004595,-219.208237018,46.956489596,226.357293849,224.181094412,0.452714588
0,2020-01-01T00:00:00+00:00,distributed_committable,119,C35,323,325,true,722,-184.537722262,0.297814541,184.537722262,2.643171844,184.537962575,184.556650639,0.25561863
1,2020-01-01T01:00:00+00:00,distributed_committable,0,A1,101,102,true,175,13.122876923,-16.022593701,-13.116322767,-28.320048457,20.710707561,31.20998346,0.178342763
1,2020-01-01T01:00:00+00:00,distributed_committable,1,A2,101,103,true,175,-14.079905218,7.054061573,14.247850304,-11.833833907,15.748127369,18.521362348,0.105836356
1,2020-01-01T01:00:00+00:00,distributed_committable,2,A3,101,105,true,175,44.91836167,-18.342025802,-44.390011347,18.153543943,48.518956353,47.958568214,0.277251179
1,2020-01-01T01:00:00+00:00,distributed_committable,3,A4,102,104,true,175,27.987103895,-1.424443398,-27.718196753,-0.779116623,28.023329985,27.729144486,0.160133314
1,2020-01-01T01:00:00+00:00,distributed_committable,4,A5,102,106,true,175,32.862629091,-18.899355666,-32.161009018,16.502241073,37.909603471,36.147675741,0.216626306
1,2020-01-01T01:00:00+00:00,distributed_committable,5,A6,103,109,true,175,58.319715748,-18.237028521,-57.104897969,19.878989481,61.104651657,60.466053244,0.349169438
1,2020-01-01T01:00:00+00:00,distributed_committable,6,A7,103,124,true,400,-134.823874809,17.273732295,135.229126459,-0.253162983,135.925932205,135.229363433,0.339814831
1,2020-01-01T01:00:00+00:00,distributed_committable,7,A8,104,109,true,175,2.123936492,-4.408909108,-2.119917944,1.77466495,4.893831397,2.764685836,0.027964751
1,2020-01-01T01:00:00+00:00,distributed_committable,8,A9,105,110,true,175,19.833356232,-22.995701292,-19.628232154,21.4040449,30.367158203,29.041360774,0.173526618
1,2020-01-01T01:00:00+00:00,distributed_committable,9,A10,106,110,true,175,-14.877090918,-125.878714563,14.909708491,-120.141641043,126.754797204,121.063261644,0.724313127
1,2020-01-01T01:00:00+00:00,distributed_committable,10,A11,107,108,true,175,-66.112387134,15.933640695,66.923042538,-14.405665662,68.005357424,68.455948066,0.391176846
1,2020-01-01T01:00:00+00:00,distributed_committable,11,AB1,107,203,true,175,22.878839436,-24.580350237,-22.406382827,22.228653149,33.580275635,31.561986823,0.191887289
1,2020-01-01T01:00:00+00:00,distributed_committable,12,A12-1,108,109,true,175,-66.349775466,10.996065925,68.485797301,-7.00623831,67.254785481,68.843240824,0.393389948
1,2020-01-01T01:00:00+00:00,distributed_committable,13,A13-2,108,110,true,175,-59.716760414,-8.695793612,61.402940429,10.832950346,60.346568261,62.351214154,0.356292652
1,2020-01-01T01:00:00+00:00,distributed_committable,14,A14,109,111,true,400,-43.029897733,-10.315362548,43.07367586,12.154043915,44.249054265,44.755584407,0.111888961
1,2020-01-01T01:00:00+00:00,distributed_committable,15,A15,109,112,true,400,-26.758050519,-16.783315316,26.780357325,17.720201172,31.585961131,32.112195004,0.080280488
1,2020-01-01T01:00:00+00:00,distributed_committable,16,A16,110,111,true,400,-70.478782672,40.614010148,70.614410575,-34.917638206,81.343448582,78.775862031,0.203358621
1,2020-01-01T01:00:00+00:00,distributed_committable,17,A17,110,112,true,400,-53.649968582,33.455900379,53.731910288,-30.014348698,63.226706375,61.546562138,0.158066766
1,2020-01-01T01:00:00+00:00,distributed_committable,18,A18,111,113,true,500,28.95719316,-10.243171281,-28.900107972,1.537936007,30.715494357,28.94100012,0.061430989
1,2020-01-01T01:00:00+00:00,distributed_committable,19,A19,111,114,true,500,-142.645279618,33.006765573,143.831991301,-31.035815594,146.414215058,147.142324201,0.294284648
1,2020-01-01T01:00:00+00:00,distributed_committable,20,A20,112,113,true,500,1.233523753,2.809461544,-1.22984027,-11.989197197,3.068330983,12.052110045,0.02410422
1,2020-01-01T01:00:00+00:00,distributed_committable,21,A21,112,123,true,500,-81.745791384,9.484685982,82.659322286,-20.770171122,82.294189814,85.228889288,0.170457779
1,2020-01-01T01:00:00+00:00,distributed_committable,22,A22,113,123,true,500,-91.376704737,8.775815317,92.41315282,-17.250804035,91.797151933,94.009473214,0.188018946
1,2020-01-01T01:00:00+00:00,distributed_committable,23,AB2,113,215,true,500,129.85153172,-17.001446749,-128.002972255,16.378487422,130.959801014,129.046564295,0.261919602
1,2020-01-01T01:00:00+00:00,distributed_committable,24,A23,114,116,true,500,-210.930457405,25.525858556,213.442691371,-3.299308079,212.469356181,213.468189512,0.426936379
1,2020-01-01T01:00:00+00:00,distributed_committable,25,A24,115,116,true,500,190.157504075,23.284770981,-189.359316675,-19.791229457,191.577809037,190.390765467,0.383155618
1,2020-01-01T01:00:00+00:00,distributed_committable,26,A25-1,115,121,true,500,-181.062183829,17.111227637,183.227537619,-8.967270171,181.868932268,183.446838283,0.366893677
1,2020-01-01T01:00:00+00:00,distributed_committable,27,A25-2,115,121,true,500,-181.062183829,17.111227637,183.227537619,-8.967270171,181.868932268,183.446838283,0.366893677
1,2020-01-01T01:00:00+00:00,distributed_committable,28,A26,115,124,true,500,136.649576855,0.357192064,-135.22912646,0.253162982,136.650043691,135.229363434,0.273300087
1,2020-01-01T01:00:00+00:00,distributed_committable,29,A27,116,117,true,500,-326.484015304,34.86199338,330.05690449,-8.906811205,328.340023195,330.177060814,0.660354122
1,2020-01-01T01:00:00+00:00,distributed_committable,30,A28,116,119,true,500,267.813802433,-18.688823485,-265.431746925,32.518655079,268.465090648,267.416295696,0.536930181
1,2020-01-01T01:00:00+00:00,distributed_committable,31,A29,117,118,true,500,-74.390246433,-4.277335646,74.511384751,2.3743058,74.513115387,74.549203789,0.149098408
1,2020-01-01T01:00:00+00:00,distributed_committable,32,A30,117,122,true,500,-255.666658038,13.18414685,265.750471422,41.078430475,256.006370547,268.906583243,0.537813166
1,2020-01-01T01:00:00+00:00,distributed_committable,33,A31-1,118,121,true,500,-94.842777971,-12.946677888,95.139976167,10.435731212,95.72235372,95.710603127,0.191444707
1,2020-01-01T01:00:00+00:00,distributed_committable,34,A31-2,118,121,true,500,-94.842777971,-12.946677888,95.139976167,10.435731212,95.72235372,95.710603127,0.191444707
1,2020-01-01T01:00:00+00:00,distributed_committable,35,A32-1,119,120,true,500,101.414784897,-22.657892607,-100.825164847,19.855448083,103.91505518,102.761630412,0.20783011
1,2020-01-01T01:00:00+00:00,distributed_committable,36,A32-2,119,120,true,500,101.414784897,-22.657892607,-100.825164847,19.855448083,103.91505518,102.761630412,0.20783011
1,2020-01-01T01:00:00+00:00,distributed_committable,37,A33-1,120,123,true,500,78.689588402,-24.351737049,-78.468974975,21.773804848,82.371466055,81.433891048,0.164742932
1,2020-01-01T01:00:00+00:00,distributed_committable,38,A33-2,120,123,true,500,78.689588402,-24.351737049,-78.468974975,21.773804848,82.371466055,81.433891048,0.164742932
1,2020-01-01T01:00:00+00:00,distributed_committable,39,A34,121,122,true,500,-347.504108789,19.981798028,359.249528519,54.921526685,348.078120366,363.423441504,0.726846883
1,2020-01-01T01:00:00+00:00,distributed_committable,40,AB3,123,217,true,500,204.816728453,-19.178700228,-200.215267044,39.029449374,205.712699649,203.983948084,0.411425399
1,2020-01-01T01:00:00+00:00,distributed_committable,41,B1,201,202,true,175,-21.064993061,-31.268487872,21.07888464,-17.583841871,37.702152014,27.450152506,0.215440869
1,2020-01-01T01:00:00+00:00,distributed_committable,42,B2,201,203,true,175,-21.320154976,23.97531113,21.934399832,-27.415381102,32.08371163,35.110126985,0.200629297
1,2020-01-01T01:00:00+00:00,distributed_committable,43,B3,201,205,true,175,10.847529021,-11.066157941,-10.802959352,8.787532619,15.49608781,13.925683476,0.088549073
1,2020-01-01T01:00:00+00:00,distributed_committable,44,B4,202,204,true,175,6.215780201,8.345042109,-6.171780903,-11.738489621,10.405558673,13.262089507,0.075783369
