hour_index,timestamp,mode,generator_row,generator_uid,bus,online,adjustable_active_power,target_pg_mw,pg_mw,pg_deviation_mw,pmin_mw,pmax_mw,qg_mvar,qmin_mvar,qmax_mvar,q_bound_utilization,source_vg_pu,output_vg_pu,optimized_bus_vm_pu,source_vg_to_optimized_vm_adjustment_pu
0,2020-01-01T00:00:00+00:00,distributed_committable,11,113_CT_3,113,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.0347,1.0347,1.009321304,
0,2020-01-01T00:00:00+00:00,distributed_committable,12,113_CT_4,113,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.0347,1.0347,1.009321304,
0,2020-01-01T00:00:00+00:00,distributed_committable,13,115_STEAM_1,115,false,false,0,0,0,0,0,0,0,6,0,1.0428,1.0428,1.035431943,
0,2020-01-01T00:00:00+00:00,distributed_committable,14,115_STEAM_2,115,false,false,0,0,0,0,0,0,0,6,0,1.0428,1.0428,1.035431943,
0,2020-01-01T00:00:00+00:00,distributed_committable,15,115_STEAM_3,115,true,true,62,69.678145621,7.678145621,62,155,79.999930785,-50,80,0.999999468,1.0428,1.035431943,1.035431943,-0.007368057
0,2020-01-01T00:00:00+00:00,distributed_committable,16,116_STEAM_1,116,false,false,0,0,0,0,0,0,-50,80,0.384615385,1.0461,1.0461,1.022116696,
0,2020-01-01T00:00:00+00:00,distributed_committable,17,118_CC_1,118,false,false,0,0,0,0,0,0,-25,150,0.142857143,1.05,1.05,1.039165822,
0,2020-01-01T00:00:00+00:00,distributed_committable,18,123_STEAM_2,123,true,true,62,69.966144898,7.966144898,62,155,-24.255524739,-50,80,0.198034425,1.05,1.014438527,1.014438527,-0.035561473
0,2020-01-01T00:00:00+00:00,distributed_committable,19,123_STEAM_3,123,true,true,140,147.966144903,7.966144903,140,350,3.010755431,-25,150,0.16006146,1.05,1.014438527,1.014438527,-0.035561473
0,2020-01-01T00:00:00+00:00,distributed_committable,20,123_CT_1,123,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.014438527,
0,2020-01-01T00:00:00+00:00,distributed_committable,21,123_CT_4,123,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.014438527,
0,2020-01-01T00:00:00+00:00,distributed_committable,22,123_CT_5,123,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.014438527,
0,2020-01-01T00:00:00+00:00,distributed_committable,23,201_CT_1,201,false,false,0,0,0,0,0,0,0,10,0,1.05,1.05,1.019435046,
0,2020-01-01T00:00:00+00:00,distributed_committable,24,201_CT_2,201,false,false,0,0,0,0,0,0,0,10,0,1.05,1.05,1.019435046,
0,2020-01-01T00:00:00+00:00,distributed_committable,25,201_STEAM_3,201,false,false,0,0,0,0,0,0,-25,30,0.454545455,1.05,1.05,1.019435046,
0,2020-01-01T00:00:00+00:00,distributed_committable,26,202_CT_1,202,false,false,0,0,0,0,0,0,0,10,0,1.05,1.05,1.018143645,
0,2020-01-01T00:00:00+00:00,distributed_committable,27,202_CT_2,202,false,false,0,0,0,0,0,0,0,10,0,1.05,1.05,1.018143645,
0,2020-01-01T00:00:00+00:00,distributed_committable,28,202_STEAM_3,202,true,true,30,38.703008633,8.703008633,30,76,-24.70575019,-25,30,0.005349997,1.05,1.018143645,1.018143645,-0.031856355
0,2020-01-01T00:00:00+00:00,distributed_committable,29,202_STEAM_4,202,true,true,30,38.703008633,8.703008633,30,76,-24.70575019,-25,30,0.005349997,1.05,1.018143645,1.018143645,-0.031856355
0,2020-01-01T00:00:00+00:00,distributed_committable,30,207_CT_1,207,false,false,0,0,0,0,0,0,-15,19,0.441176471,0.9699,0.9699,0.97698378,
0,2020-01-01T00:00:00+00:00,distributed_committable,31,207_CT_2,207,false,false,0,0,0,0,0,0,-15,19,0.441176471,0.9699,0.9699,0.97698378,
0,2020-01-01T00:00:00+00:00,distributed_committable,32,213_CC_3,213,false,false,0,0,0,0,0,0,-25,150,0.142857143,1.05,1.05,1.007047857,
0,2020-01-01T00:00:00+00:00,distributed_committable,33,213_CT_1,213,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.007047857,
0,2020-01-01T00:00:00+00:00,distributed_committable,34,213_CT_2,213,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.007047857,
0,2020-01-01T00:00:00+00:00,distributed_committable,35,215_CT_4,215,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.0437,1.0437,1.006093943,
0,2020-01-01T00:00:00+00:00,distributed_committable,36,215_CT_5,215,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.0437,1.0437,1.006093943,
0,2020-01-01T00:00:00+00:00,distributed_committable,37,216_STEAM_1,216,true,true,62,70.375401603,8.375401603,62,155,29.737358575,-50,80,0.613364297,1.0473,1.010629367,1.010629367,-0.036670633
0,2020-01-01T00:00:00+00:00,distributed_committable,38,218_CC_1,218,false,false,0,0,0,0,0,0,-25,150,0.142857143,1.05,1.05,1.006272708,
0,2020-01-01T00:00:00+00:00,distributed_committable,39,221_CC_1,221,false,false,0,0,0,0,0,0,-25,150,0.142857143,1.05,1.05,1.008599313,
0,2020-01-01T00:00:00+00:00,distributed_committable,40,223_STEAM_1,223,true,true,62,70.270174388,8.270174388,62,155,10.495689919,-50,80,0.465351461,1.05,1.028849185,1.028849185,-0.021150815
0,2020-01-01T00:00:00+00:00,distributed_committable,41,223_STEAM_2,223,true,true,62,70.270174388,8.270174388,62,155,10.495689919,-50,80,0.465351461,1.05,1.028849185,1.028849185,-0.021150815
0,2020-01-01T00:00:00+00:00,distributed_committable,42,223_STEAM_3,223,true,true,140,148.270174392,8.270174392,140,350,54.408660344,-25,150,0.453763773,1.05,1.028849185,1.028849185,-0.021150815
0,2020-01-01T00:00:00+00:00,distributed_committable,43,223_CT_4,223,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.028849185,
0,2020-01-01T00:00:00+00:00,distributed_committable,44,223_CT_5,223,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.028849185,
0,2020-01-01T00:00:00+00:00,distributed_committable,45,223_CT_6,223,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.028849185,
0,2020-01-01T00:00:00+00:00,distributed_committable,46,301_CT_1,301,false,false,0,0,0,0,0,0,0,10,0,1.05,1.05,1.033334415,
0,2020-01-01T00:00:00+00:00,distributed_committable,47,301_CT_2,301,false,false,0,0,0,0,0,0,0,10,0,1.05,1.05,1.033334415,
0,2020-01-01T00:00:00+00:00,distributed_committable,48,301_CT_3,301,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.033334415,
0,2020-01-01T00:00:00+00:00,distributed_committable,49,301_CT_4,301,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.033334415,
0,2020-01-01T00:00:00+00:00,distributed_committable,50,302_CT_1,302,false,false,0,0,0,0,0,0,0,10,0,1.05,1.05,1.03396512,
0,2020-01-01T00:00:00+00:00,distributed_committable,51,302_CT_2,302,false,false,0,0,0,0,0,0,0,10,0,1.05,1.05,1.03396512,
0,2020-01-01T00:00:00+00:00,distributed_committable,52,302_CT_3,302,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.03396512,
0,2020-01-01T00:00:00+00:00,distributed_committable,53,302_CT_4,302,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.03396512,
0,2020-01-01T00:00:00+00:00,distributed_committable,54,307_CT_1,307,false,false,0,0,0,0,0,0,-15,19,0.441176471,0.9568,0.9568,0.964728528,
0,2020-01-01T00:00:00+00:00,distributed_committable,55,307_CT_2,307,false,false,0,0,0,0,0,0,-15,19,0.441176471,0.9568,0.9568,0.964728528,
0,2020-01-01T00:00:00+00:00,distributed_committable,56,313_CC_1,313,false,false,0,0,0,0,0,0,-25,150,0.142857143,1.035,1.035,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,57,315_STEAM_1,315,false,false,0,0,0,0,0,0,0,6,0,1.0422,1.0422,1.01924138,
0,2020-01-01T00:00:00+00:00,distributed_committable,58,315_STEAM_2,315,false,false,0,0,0,0,0,0,0,6,0,1.0422,1.0422,1.01924138,
0,2020-01-01T00:00:00+00:00,distributed_committable,59,315_STEAM_3,315,false,false,0,0,0,0,0,0,0,6,0,1.0422,1.0422,1.01924138,
0,2020-01-01T00:00:00+00:00,distributed_committable,60,315_STEAM_4,315,false,false,0,0,0,0,0,0,0,6,0,1.0422,1.0422,1.01924138,
0,2020-01-01T00:00:00+00:00,distributed_committable,61,315_STEAM_5,315,false,false,0,0,0,0,0,0,0,6,0,1.0422,1.0422,1.01924138,
0,2020-01-01T00:00:00+00:00,distributed_committable,62,315_CT_6,315,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.0422,1.0422,1.01924138,
0,2020-01-01T00:00:00+00:00,distributed_committable,63,315_CT_7,315,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.0422,1.0422,1.01924138,
0,2020-01-01T00:00:00+00:00,distributed_committable,64,315_CT_8,315,false,false,0,0,0,0,0,0,0,60,0,1.0422,1.0422,1.01924138,
0,2020-01-01T00:00:00+00:00,distributed_committable,65,316_STEAM_1,316,true,true,62,69.797149292,7.797149292,62,155,15.886270844,-50,80,0.506817468,1.0449,1.017666946,1.017666946,-0.027233054
0,2020-01-01T00:00:00+00:00,distributed_committable,66,318_CC_1,318,false,false,0,0,0,0,0,0,-25,150,0.142857143,1.05,1.05,1.023363939,
0,2020-01-01T00:00:00+00:00,distributed_committable,67,321_CC_1,321,false,false,0,0,0,0,0,0,-25,150,0.142857143,1.05,1.05,1.025689855,
0,2020-01-01T00:00:00+00:00,distributed_committable,68,322_CT_5,322,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.041590735,
0,2020-01-01T00:00:00+00:00,distributed_committable,69,322_CT_6,322,false,false,0,0,0,0,0,0,-15,19,0.441176471,1.05,1.05,1.041590735,
0,2020-01-01T00:00:00+00:00,distributed_committable,70,323_CC_1,323,false,false,0,0,0,0,0,0,-25,150,0.142857143,1.05,1.05,1.020846559,
0,2020-01-01T00:00:00+00:00,distributed_committable,71,323_CC_2,323,false,false,0,0,0,0,0,0,-25,150,0.142857143,1.05,1.05,1.020846559,
0,2020-01-01T00:00:00+00:00,distributed_committable,72,114_SYNC_COND_1,114,true,false,0,0,0,0,0,-49.215845507,-50,200,0.003136618,1.0441,0.994151254,0.994151254,-0.049948746
0,2020-01-01T00:00:00+00:00,distributed_committable,73,121_NUCLEAR_1,121,true,true,400,399.99999991,-0.00000009,396,400,174.358655787,-50,200,0.897434623,1.05,1.049999598,1.049999598,-0.000000402
0,2020-01-01T00:00:00+00:00,distributed_committable,74,122_HYDRO_1,122,true,false,4.2,4.2,0,4.2,4.2,-1.633281909,-10,16,0.32179685,1.05,1.049999998,1.049999998,-0.000000002
0,2020-01-01T00:00:00+00:00,distributed_committable,75,122_HYDRO_2,122,true,false,4.2,4.2,0,4.2,4.2,-1.633281909,-10,16,0.32179685,1.05,1.049999998,1.049999998,-0.000000002
0,2020-01-01T00:00:00+00:00,distributed_committable,76,122_HYDRO_3,122,true,false,4.2,4.2,0,4.2,4.2,-1.633281909,-10,16,0.32179685,1.05,1.049999998,1.049999998,-0.000000002
0,2020-01-01T00:00:00+00:00,distributed_committable,77,122_HYDRO_4,122,true,false,4.2,4.2,0,4.2,4.2,-1.633281909,-10,16,0.32179685,1.05,1.049999998,1.049999998,-0.000000002
0,2020-01-01T00:00:00+00:00,distributed_committable,78,122_HYDRO_5,122,true,false,4.2,4.2,0,4.2,4.2,-1.633281909,-10,16,0.32179685,1.05,1.049999998,1.049999998,-0.000000002
0,2020-01-01T00:00:00+00:00,distributed_committable,79,122_HYDRO_6,122,true,false,4.2,4.2,0,4.2,4.2,-1.633281909,-10,16,0.32179685,1.05,1.049999998,1.049999998,-0.000000002
0,2020-01-01T00:00:00+00:00,distributed_committable,80,201_HYDRO_4,201,true,false,9.3,9.3,0,9.3,9.3,-9.999305446,-10,16,0.000026714,1.05,1.019435046,1.019435046,-0.030564954
0,2020-01-01T00:00:00+00:00,distributed_committable,81,214_SYNC_COND_1,214,true,false,0,0,0,0,0,-6.953336426,-50,200,0.172186654,1.05,1.001537787,1.001537787,-0.048462213
0,2020-01-01T00:00:00+00:00,distributed_committable,82,215_HYDRO_1,215,true,false,9.3,9.3,0,9.3,9.3,-1.982183637,-10,16,0.308377552,1.0437,1.006093943,1.006093943,-0.037606057
0,2020-01-01T00:00:00+00:00,distributed_committable,83,215_HYDRO_2,215,true,false,9.3,9.3,0,9.3,9.3,-1.982183637,-10,16,0.308377552,1.0437,1.006093943,1.006093943,-0.037606057
0,2020-01-01T00:00:00+00:00,distributed_committable,84,215_HYDRO_3,215,true,false,9.3,9.3,0,9.3,9.3,-1.982183637,-10,16,0.308377552,1.0437,1.006093943,1.006093943,-0.037606057
0,2020-01-01T00:00:00+00:00,distributed_committable,85,222_HYDRO_1,222,true,false,9.3,9.3,0,9.3,9.3,-2.55558394,-10,16,0.286323695,1.05,1.012876839,1.012876839,-0.037123161
0,2020-01-01T00:00:00+00:00,distributed_committable,86,222_HYDRO_2,222,true,false,9.3,9.3,0,9.3,9.3,-2.55558394,-10,16,0.286323695,1.05,1.012876839,1.012876839,-0.037123161
0,2020-01-01T00:00:00+00:00,distributed_committable,87,222_HYDRO_3,222,true,false,9.3,9.3,0,9.3,9.3,-2.55558394,-10,16,0.286323695,1.05,1.012876839,1.012876839,-0.037123161
0,2020-01-01T00:00:00+00:00,distributed_committable,88,222_HYDRO_4,222,true,false,9.3,9.3,0,9.3,9.3,-2.55558394,-10,16,0.286323695,1.05,1.012876839,1.012876839,-0.037123161
0,2020-01-01T00:00:00+00:00,distributed_committable,89,222_HYDRO_5,222,true,false,9.3,9.3,0,9.3,9.3,-2.55558394,-10,16,0.286323695,1.05,1.012876839,1.012876839,-0.037123161
0,2020-01-01T00:00:00+00:00,distributed_committable,90,222_HYDRO_6,222,true,false,9.3,9.3,0,9.3,9.3,-2.55558394,-10,16,0.286323695,1.05,1.012876839,1.012876839,-0.037123161
0,2020-01-01T00:00:00+00:00,distributed_committable,91,314_SYNC_COND_1,314,true,false,0,0,0,0,0,-49.999989634,-50,200,0.000000041,1.05,0.992482713,0.992482713,-0.057517287
0,2020-01-01T00:00:00+00:00,distributed_committable,92,322_HYDRO_1,322,true,false,16.5,16.5,0,16.5,16.5,2.282078856,-10,16,0.472387648,1.05,1.041590735,1.041590735,-0.008409265
0,2020-01-01T00:00:00+00:00,distributed_committable,93,322_HYDRO_2,322,true,false,16.5,16.5,0,16.5,16.5,2.282078856,-10,16,0.472387648,1.05,1.041590735,1.041590735,-0.008409265
0,2020-01-01T00:00:00+00:00,distributed_committable,94,322_HYDRO_3,322,true,false,16.5,16.5,0,16.5,16.5,2.282078856,-10,16,0.472387648,1.05,1.041590735,1.041590735,-0.008409265
0,2020-01-01T00:00:00+00:00,distributed_committable,95,322_HYDRO_4,322,true,false,16.5,16.5,0,16.5,16.5,2.282078856,-10,16,0.472387648,1.05,1.041590735,1.041590735,-0.008409265
0,2020-01-01T00:00:00+00:00,distributed_committable,96,320_PV_1,320,true,false,0,0,0,0,0,0,0,0,,1,1.01894433,1.01894433,
0,2020-01-01T00:00:00+00:00,distributed_committable,97,314_PV_1,314,true,false,0,0,0,0,0,0,0,0,,1.05,0.992482713,0.992482713,
0,2020-01-01T00:00:00+00:00,distributed_committable,98,314_PV_2,314,true,false,0,0,0,0,0,0,0,0,,1.05,0.992482713,0.992482713,
0,2020-01-01T00:00:00+00:00,distributed_committable,99,313_PV_1,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,100,314_PV_3,314,true,false,0,0,0,0,0,0,0,0,,1.05,0.992482713,0.992482713,
0,2020-01-01T00:00:00+00:00,distributed_committable,101,314_PV_4,314,true,false,0,0,0,0,0,0,0,0,,1.05,0.992482713,0.992482713,
0,2020-01-01T00:00:00+00:00,distributed_committable,102,313_PV_2,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,103,310_PV_1,310,true,false,0,0,0,0,0,0,0,0,,1,1.049999999,1.049999999,
0,2020-01-01T00:00:00+00:00,distributed_committable,104,324_PV_1,324,true,false,0,0,0,0,0,0,0,0,,1,1.026314241,1.026314241,
0,2020-01-01T00:00:00+00:00,distributed_committable,105,312_PV_1,312,true,false,0,0,0,0,0,0,0,0,,1,1.012719401,1.012719401,
0,2020-01-01T00:00:00+00:00,distributed_committable,106,310_PV_2,310,true,false,0,0,0,0,0,0,0,0,,1,1.049999999,1.049999999,
0,2020-01-01T00:00:00+00:00,distributed_committable,107,324_PV_2,324,true,false,0,0,0,0,0,0,0,0,,1,1.026314241,1.026314241,
0,2020-01-01T00:00:00+00:00,distributed_committable,108,324_PV_3,324,true,false,0,0,0,0,0,0,0,0,,1,1.026314241,1.026314241,
0,2020-01-01T00:00:00+00:00,distributed_committable,109,113_PV_1,113,true,false,0,0,0,0,0,0,0,0,,1,1.009321304,1.009321304,
0,2020-01-01T00:00:00+00:00,distributed_committable,110,319_PV_1,319,true,false,0,0,0,0,0,0,0,0,,1,1.016557889,1.016557889,
0,2020-01-01T00:00:00+00:00,distributed_committable,111,215_PV_1,215,true,false,0,0,0,0,0,0,0,0,,1.0437,1.006093943,1.006093943,
0,2020-01-01T00:00:00+00:00,distributed_committable,112,102_PV_1,102,true,false,0,0,0,0,0,0,0,0,,1.0467,1.016208433,1.016208433,
0,2020-01-01T00:00:00+00:00,distributed_committable,113,101_PV_1,101,true,false,0,0,0,0,0,0,0,0,,1.0468,1.01689355,1.01689355,
0,2020-01-01T00:00:00+00:00,distributed_committable,114,102_PV_2,102,true,false,0,0,0,0,0,0,0,0,,1.0467,1.016208433,1.016208433,
0,2020-01-01T00:00:00+00:00,distributed_committable,115,104_PV_1,104,true,false,0,0,0,0,0,0,0,0,,1,1.015307769,1.015307769,
0,2020-01-01T00:00:00+00:00,distributed_committable,116,212_CSP_1,212,false,false,0,0,0,0,0,0,0,0,,1,1,1.009701228,
0,2020-01-01T00:00:00+00:00,distributed_committable,117,101_PV_2,101,true,false,0,0,0,0,0,0,0,0,,1.0468,1.01689355,1.01689355,
0,2020-01-01T00:00:00+00:00,distributed_committable,118,101_PV_3,101,true,false,0,0,0,0,0,0,0,0,,1.0468,1.01689355,1.01689355,
0,2020-01-01T00:00:00+00:00,distributed_committable,119,101_PV_4,101,true,false,0,0,0,0,0,0,0,0,,1.0468,1.01689355,1.01689355,
0,2020-01-01T00:00:00+00:00,distributed_committable,120,103_PV_1,103,true,false,0,0,0,0,0,0,0,0,,1,1.026983515,1.026983515,
0,2020-01-01T00:00:00+00:00,distributed_committable,121,119_PV_1,119,true,false,0,0,0,0,0,0,0,0,,1,1.015519053,1.015519053,
0,2020-01-01T00:00:00+00:00,distributed_committable,122,308_RTPV_1,308,true,false,0,0,0,0,0,0,0,0,,1,0.980803695,0.980803695,
0,2020-01-01T00:00:00+00:00,distributed_committable,123,313_RTPV_1,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,124,313_RTPV_2,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,125,313_RTPV_3,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,126,313_RTPV_4,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,127,313_RTPV_5,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,128,313_RTPV_6,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,129,313_RTPV_7,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,130,313_RTPV_8,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,131,313_RTPV_9,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,132,313_RTPV_10,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,133,313_RTPV_11,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,134,313_RTPV_12,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,135,320_RTPV_1,320,true,false,0,0,0,0,0,0,0,0,,1,1.01894433,1.01894433,
0,2020-01-01T00:00:00+00:00,distributed_committable,136,320_RTPV_2,320,true,false,0,0,0,0,0,0,0,0,,1,1.01894433,1.01894433,
0,2020-01-01T00:00:00+00:00,distributed_committable,137,320_RTPV_3,320,true,false,0,0,0,0,0,0,0,0,,1,1.01894433,1.01894433,
0,2020-01-01T00:00:00+00:00,distributed_committable,138,313_RTPV_13,313,true,false,0,0,0,0,0,0,0,0,,1,1.006925753,1.006925753,
0,2020-01-01T00:00:00+00:00,distributed_committable,139,320_RTPV_4,320,true,false,0,0,0,0,0,0,0,0,,1,1.01894433,1.01894433,
0,2020-01-01T00:00:00+00:00,distributed_committable,140,320_RTPV_5,320,true,false,0,0,0,0,0,0,0,0,,1,1.01894433,1.01894433,
0,2020-01-01T00:00:00+00:00,distributed_committable,141,118_RTPV_1,118,true,false,0,0,0,0,0,0,0,0,,1,1.039165822,1.039165822,
0,2020-01-01T00:00:00+00:00,distributed_committable,142,118_RTPV_2,118,true,false,0,0,0,0,0,0,0,0,,1,1.039165822,1.039165822,
0,2020-01-01T00:00:00+00:00,distributed_committable,143,118_RTPV_3,118,true,false,0,0,0,0,0,0,0,0,,1,1.039165822,1.039165822,
0,2020-01-01T00:00:00+00:00,distributed_committable,144,118_RTPV_4,118,true,false,0,0,0,0,0,0,0,0,,1,1.039165822,1.039165822,
0,2020-01-01T00:00:00+00:00,distributed_committable,145,118_RTPV_5,118,true,false,0,0,0,0,0,0,0,0,,1,1.039165822,1.039165822,
0,2020-01-01T00:00:00+00:00,distributed_committable,146,118_RTPV_6,118,true,false,0,0,0,0,0,0,0,0,,1,1.039165822,1.039165822,
0,2020-01-01T00:00:00+00:00,distributed_committable,147,320_RTPV_6,320,true,false,0,0,0,0,0,0,0,0,,1,1.01894433,1.01894433,
0,2020-01-01T00:00:00+00:00,distributed_committable,148,118_RTPV_7,118,true,false,0,0,0,0,0,0,0,0,,1,1.039165822,1.039165822,
0,2020-01-01T00:00:00+00:00,distributed_committable,149,118_RTPV_8,118,true,false,0,0,0,0,0,0,0,0,,1,1.039165822,1.039165822,
0,2020-01-01T00:00:00+00:00,distributed_committable,150,118_RTPV_9,118,true,false,0,0,0,0,0,0,0,0,,1,1.039165822,1.039165822,
0,2020-01-01T00:00:00+00:00,distributed_committable,151,118_RTPV_10,118,true,false,0,0,0,0,0,0,0,0,,1,1.039165822,1.039165822,
0,2020-01-01T00:00:00+00:00,distributed_committable,152,213_RTPV_1,213,true,false,0,0,0,0,0,0,0,0,,1,1.007047857,1.007047857,
0,2020-01-01T00:00:00+00:00,distributed_committable,153,309_WIND_1,309,true,false,142.8,142.8,0,142.8,142.8,0,0,0,,1,1.019800009,1.019800009,
0,2020-01-01T00:00:00+00:00,distributed_committable,154,317_WIND_1,317,true,false,665.050866735,665.050866735,0,665.050866735,665.050866735,0,0,0,,1,1.029816834,1.029816834,
0,2020-01-01T00:00:00+00:00,distributed_committable,155,303_WIND_1,303,true,false,480.8,480.8,-0,480.8,480.8,0,0,0,,1,1.044688372,1.044688372,
0,2020-01-01T00:00:00+00:00,distributed_committable,156,122_WIND_1,122,true,false,599.8,599.8,0,599.8,599.8,0,0,0,,1.05,1.049999998,1.049999998,
0,2020-01-01T00:00:00+00:00,distributed_committable,157,313_STORAGE_1,313,false,false,0,0,0,0,0,0,0,0,,1,1,1.006925753,
1,2020-01-01T01:00:00+00:00,distributed_committable,0,101_CT_1,101,false,false,0,0,0,0,0,0,0,10,0,1.0468,1.0468,0.981733865,
1,2020-01-01T01:00:00+00:00,distributed_committable,1,101_CT_2,101,false,false,0,0,0,0,0,0,0,10,0,1.0468,1.0468,0.981733865,
1,2020-01-01T01:00:00+00:00,distributed_committable,2,101_STEAM_3,101,true,true,30,40.657559325,10.657559325,30,76,-9.850726784,-25,30,0.275441331,1.0468,0.981733865,0.981733865,-0.065066135
1,2020-01-01T01:00:00+00:00,distributed_committable,3,101_STEAM_4,101,true,true,30,40.657559325,10.657559325,30,76,-9.850726784,-25,30,0.275441331,1.0468,0.981733865,0.981733865,-0.065066135
1,2020-01-01T01:00:00+00:00,distributed_committable,4,102_CT_1,102,false,false,0,0,0,0,0,0,0,10,0,1.0467,1.0467,0.980451141,
1,2020-01-01T01:00:00+00:00,distributed_committable,5,102_CT_2,102,false,false,0,0,0,0,0,0,0,10,0,1.0467,1.0467,0.980451141,
