run_id,hour_index,timestamp,bus_row,bus,bus_type,pd_mw,qd_mvar,gs_mw_at_1pu,bs_mvar_at_1pu,vm_pu,va_degree,specified_p_injection_mw,specified_q_injection_mvar,reconstructed_p_injection_mw,reconstructed_q_injection_mvar,p_balance_residual_mw,q_balance_residual_mvar
original_source,0,2020-01-01T00:00:00+00:00,13,114,2,67.050470065543863,13.479218209052631,0,0,0.99411330347479443,-0.64411320028369112,-67.050470065543863,-62.820262056522594,-67.050470065541646,-62.820262055982425,-2.2168933355715126e-12,-5.4016879857954336e-10
original_source,0,2020-01-01T00:00:00+00:00,14,115,3,109.56185057101754,22.119742702035087,0,0,1.0354315411416573,7.9596999999999998,-39.883717702430189,57.88025202749688,-39.883717702430239,57.880252027497093,4.9737991503207013e-14,-2.1316282072803006e-13
original_source,0,2020-01-01T00:00:00+00:00,15,116,1,34.562097971929823,6.9124195943859652,0,0,1.0221156902682818,6.2527910962120981,-34.562097971929823,-6.9124195943859652,-34.56209797189608,-6.9124195943823157,-3.3743674521247158e-11,-3.6495251265478146e-12
original_source,0,2020-01-01T00:00:00+00:00,16,117,1,0,0,0,0,1.0314679860410294,10.91523097164035,-0,-0,1.1052080411193872e-13,3.9451629863042776e-13,-1.1052080411193872e-13,-3.9451629863042776e-13
original_source,0,2020-01-01T00:00:00+00:00,17,118,1,115.09178624652631,23.502226620912278,0,0,1.0391658999904514,11.436361598397815,-115.09178624652631,-23.502226620912278,-115.09178624652611,-23.502226620915469,-1.9895196601282805e-13,3.1903368835628498e-12
original_source,0,2020-01-01T00:00:00+00:00,18,119,1,62.557397329192987,12.787976249614035,0,0,1.0155308683755573,2.7650226140302134,-62.557397329192987,-12.787976249614035,-62.557397329172289,-12.787976249614161,-2.0698109892691718e-11,1.2612133559741778e-13
original_source,0,2020-01-01T00:00:00+00:00,19,120,1,44.239485404070173,8.9861454727017538,0,0,1.0144785882075258,0.40491735231838266,-44.239485404070173,-8.9861454727017538,-44.239485404057035,-8.9861454727055392,-1.3137935184204252e-11,3.7854164247619337e-12
original_source,0,2020-01-01T00:00:00+00:00,20,121,2,0,0,0,0,1.0499999998063649,12.693658368705266,400.00000000335842,174.36580714166871,400.00000000335791,174.36580714167053,5.1159076974727213e-13,-1.8189894035458565e-12
original_source,0,2020-01-01T00:00:00+00:00,21,122,2,0,0,0,0,1.0500000098295719,25.600407707508143,625,-9.80001061029445,625.00000000000023,-9.800010610295061,-2.2737367544323206e-13,6.1106675275368616e-13
original_source,0,2020-01-01T00:00:00+00:00,22,123,2,0,0,0,0,1.0144678254699575,-0.6214341427501151,217.932301560844,-21.14165580519597,217.9323015607745,-21.141655804828627,6.9491079557337798e-11,-3.673434889606142e-10
original_source,0,2020-01-01T00:00:00+00:00,23,124,1,0,0,0,0,1.0199567832349514,4.2444073182843978,-0,-0,1.5386503097924844e-13,3.7477702724703189e-13,-1.5386503097924844e-13,-3.7477702724703189e-13
original_source,0,2020-01-01T00:00:00+00:00,24,201,2,41.785613090526319,8.5118841480701768,0,0,1.0194120630943693,-21.464387710180507,-32.485613090526314,-18.51187829244644,-32.485613090515052,-18.511878292448539,-1.1262102361797588e-11,2.099653784171096e-12
original_source,0,2020-01-01T00:00:00+00:00,25,202,2,37.529671016491228,7.7380764982456141,0,0,1.0181171804567208,-21.279766221956539,39.876335981731479,-57.196746610142029,39.876335981717617,-57.196746610053587,1.3862688774679555e-11,-8.844125432005967e-11
original_source,0,2020-01-01T00:00:00+00:00,26,203,1,69.642688484210538,14.315441521754387,0,0,1.0098383335278567,-18.284810207108787,-69.642688484210538,-14.315441521754387,-69.642688484201997,-14.315441521754567,-8.5407236838364042e-12,1.794120407794253e-13
original_source,0,2020-01-01T00:00:00+00:00,27,204,1,28.630883043508771,5.8035573736842103,0,0,1.0138764138313829,-21.692380628427127,-28.630883043508771,-5.8035573736842103,-28.630883043502305,-5.8035573736854822,-6.4659388954169117e-12,1.2718714970105793e-12
original_source,0,2020-01-01T00:00:00+00:00,28,205,1,27.470171568771928,5.4166535487719294,0,0,1.0301497517816718,-22.233258081177247,-27.470171568771928,-5.4166535487719294,-27.470171568766371,-5.4166535487724339,-5.5564441936439835e-12,5.0448534238967113e-13
original_source,0,2020-01-01T00:00:00+00:00,29,206,1,52.618920188070177,10.833307097543859,0,-100,1.044018632180516,-23.040379372248893,-52.618920188070177,-10.833307097543859,-52.618920188064671,-10.833307097544401,-5.5067062021407764e-12,5.4178883601707639e-13
original_source,0,2020-01-01T00:00:00+00:00,30,207,1,48.362978114035094,9.6725956228070196,0,0,0.97698603244605686,-27.840786694912612,-48.362978114035094,-9.6725956228070196,-48.362978114034725,-9.6725956228067478,-3.694822225952521e-13,-2.7178259642823832e-13
original_source,0,2020-01-01T00:00:00+00:00,31,208,1,66.16055406000001,13.541633871929827,0,0,0.99085613367017766,-26.178378770878783,-66.16055406000001,-13.541633871929827,-66.160554059999868,-13.541633871929653,-1.4210854715202004e-13,-1.7408297026122455e-13
original_source,0,2020-01-01T00:00:00+00:00,32,209,1,67.708169359649133,13.928537696842106,0,0,1.0209872908640969,-20.420236695550336,-67.708169359649133,-13.928537696842106,-67.708169359646021,-13.928537696843287,-3.1121771826292388e-12,1.1812772982011666e-12
original_source,0,2020-01-01T00:00:00+00:00,33,210,1,75.446245857894738,15.476152996491228,0,0,1.0500000095875159,-21.763097180634002,-75.446245857894738,-15.476152996491228,-75.446245857891583,-15.476152996493877,-3.1548097467748448e-12,2.6485480475457734e-12
original_source,0,2020-01-01T00:00:00+00:00,34,211,1,0,0,0,0,1.0057871904960338,-17.94290290691994,-0,-0,4.2396513047860666e-12,-2.4609226086439095e-13,-4.2396513047860666e-12,2.4609226086439095e-13
original_source,0,2020-01-01T00:00:00+00:00,35,212,1,0,0,0,0,1.0097095657718484,-16.895930528846794,-0,-0,5.8935758892494523e-12,2.7182349577649728e-13,-5.8935758892494523e-12,-2.7182349577649728e-13
original_source,0,2020-01-01T00:00:00+00:00,36,213,1,102.52951360175439,20.892806545263159,0,0,1.0070591139070353,-16.448820869483143,-102.52951360175439,-20.892806545263159,-102.5295136017493,-20.892806545264442,-5.0874859880423173e-12,1.2825296380469808e-12
original_source,0,2020-01-01T00:00:00+00:00,37,214,2,75.059342032982457,15.089249171578947,0,0,1.001557223296264,-15.995171186153931,-75.059342032982457,-22.030527398131721,-75.059342032970349,-22.030527398130211,-1.2107648217352107e-11,-1.5099033134902129e-12
original_source,0,2020-01-01T00:00:00+00:00,38,215,2,122.64851249719298,24.761844794385965,0,0,1.006119864838398,-10.932528528368685,-94.748512497192991,-30.660646036871739,-94.748512497196288,-30.660646036739482,3.2969182939268649e-12,-1.3225687212070625e-10
original_source,0,2020-01-01T00:00:00+00:00,39,216,2,38.690382491228071,7.7380764982456141,0,0,1.01065296094549,-10.818040893062337,31.685013773286109,21.998015804736688,31.68501377329083,21.9980158047359,-4.7215564791258657e-12,7.8870243669371121e-13
original_source,0,2020-01-01T00:00:00+00:00,40,217,1,0,0,0,0,1.0091613761359657,-9.4247085309170053,-0,-0,1.1471994101030925e-11,-8.1396386556076507e-13,-1.1471994101030925e-11,8.1396386556076507e-13
original_source,0,2020-01-01T00:00:00+00:00,41,218,1,128.83897369578949,26.309460094035096,0,0,1.0062985598307961,-10.408990696702414,-128.83897369578949,-26.309460094035096,-128.8389736957653,-26.309460094035103,-2.418687472527381e-11,7.1054273576010019e-15
original_source,0,2020-01-01T00:00:00+00:00,42,219,1,70.029592309122819,14.315441521754389,0,0,1.0163726054271678,-10.266088484905762,-70.029592309122819,-14.315441521754389,-70.029592309116595,-14.315441521753462,-6.2243543652584776e-12,-9.2725827016693074e-13
original_source,0,2020-01-01T00:00:00+00:00,43,220,1,49.52368958877193,10.059499447719299,0,0,1.0239329874527809,-9.0244163101568518,-49.52368958877193,-10.059499447719299,-49.523689588771518,-10.059499447720849,-4.1211478674085811e-13,1.5507595207964187e-12
original_source,0,2020-01-01T00:00:00+00:00,44,221,1,0,0,0,0,1.0086251915644764,-10.394531286636528,-0,-0,-3.1583102971184136e-13,-8.5285163855246766e-13,3.1583102971184136e-13,8.5285163855246766e-13
original_source,0,2020-01-01T00:00:00+00:00,45,222,2,0,0,0,0,1.0129022936576833,-8.7318893662049231,55.799999999999997,-15.335025378126325,55.799999999989851,-15.33502537812765,1.0146550266654231e-11,1.3251622021925868e-12
original_source,0,2020-01-01T00:00:00+00:00,46,223,2,0,0,0,0,1.0288652529384812,-8.0524198944234513,288.81050511406892,75.411381125939272,288.81050511405562,75.411381125942455,1.3301360013429075e-11,-3.1832314562052488e-12
original_source,0,2020-01-01T00:00:00+00:00,47,224,1,0,0,0,0,0.9982855218045249,-13.725359583065279,-0,-0,1.0846889041722462e-11,-1.5540103952879396e-12,-1.0846889041722462e-11,1.5540103952879396e-12
original_source,0,2020-01-01T00:00:00+00:00,48,301,1,47.354634606315784,9.646314456842104,0,0,1.0333345177615956,-3.9725399734712359,-47.354634606315784,-9.646314456842104,-47.354634606316786,-9.6463144568481187,1.0018652574217413e-12,6.0147442582092481e-12
original_source,0,2020-01-01T00:00:00+00:00,49,302,1,42.531477377894738,8.7693767789473682,0,0,1.0339652165467037,-4.3421913832229171,-42.531477377894738,-8.7693767789473682,-42.531477377894319,-8.7693767789435988,-4.1922021409845911e-13,-3.7694292132073315e-12
original_source,0,2020-01-01T00:00:00+00:00,50,303,1,78.924391010526321,16.223347041052634,0,0,1.0446886445594619,11.332644914944755,401.87560898947368,-16.223347041052634,401.87560898947362,-16.223347041052271,5.6843418860808015e-14,-3.6237679523765109e-13
original_source,0,2020-01-01T00:00:00+00:00,51,304,1,32.446694082105267,6.5770325842105271,0,0,1.0185762384031969,-2.7953253824893114,-32.446694082105267,-6.5770325842105271,-32.446694082105253,-6.5770325842101363,-1.4210854715202004e-14,-3.907985046680551e-13
original_source,0,2020-01-01T00:00:00+00:00,52,305,1,31.131287565263158,6.1385637452631574,0,0,1.0364736281607208,-5.4620768546500793,-31.131287565263158,-6.1385637452631574,-31.131287565263115,-6.1385637452628607,-4.2632564145606011e-14,-2.9665159217984183e-13
original_source,0,2020-01-01T00:00:00+00:00,53,306,1,59.63176209684211,12.277127490526317,0,-100,1.0463101577715579,-6.8289434295262366,-59.63176209684211,-12.277127490526317,-59.631762096842451,-12.277127490527043,3.4106051316484809e-13,7.2652994731470244e-13
original_source,0,2020-01-01T00:00:00+00:00,54,307,1,54.808604868421057,10.96172097368421,0,0,0.96472856620618164,-10.42437552341204,-54.808604868421057,-10.96172097368421,-54.808604868421142,-10.961720973684054,8.5265128291212022e-14,-1.5631940186722204e-13
original_source,0,2020-01-01T00:00:00+00:00,55,308,1,74.978171459999999,15.346409363157894,0,0,0.98080373318738467,-8.4980682658157676,-74.978171459999999,-15.346409363157894,-74.978171459999885,-15.346409363157843,-1.1368683772161603e-13,-5.1514348342607263e-14
original_source,0,2020-01-01T00:00:00+00:00,56,309,1,76.732046815789474,15.784878202105261,0,0,1.0198000674397121,0.30138253341580035,66.067953184210538,-15.784878202105261,66.067953184210324,-15.784878202105846,2.1316282072803006e-13,5.844214001626824e-13
original_source,0,2020-01-01T00:00:00+00:00,57,310,1,85.501423594736849,17.538753557894736,0,0,1.050000009906866,-5.5824068173176729,-85.501423594736849,-17.538753557894736,-85.501423594736451,-17.538753557893322,-3.979039320256561e-13,-1.4139800441625994e-12
original_source,0,2020-01-01T00:00:00+00:00,58,311,1,0,0,0,0,1.0040612672238114,-1.8248839219337842,-0,-0,1.6777851914380133e-13,1.0653400927624284e-12,-1.6777851914380133e-13,-1.0653400927624284e-12
original_source,0,2020-01-01T00:00:00+00:00,59,312,1,0,0,0,0,1.0127193921134117,-1.5771374235583819,0,0,5.4859159534486931e-14,3.5841610424730287e-13,-5.4859159534486931e-14,-3.5841610424730287e-13
original_source,0,2020-01-01T00:00:00+00:00,60,313,1,116.19424232105263,23.677317303157892,0,0,1.006925715621579,-2.0923373501968943,-116.19424232105263,-23.677317303157892,-116.19424232105261,-23.677317303158166,-1.4210854715202004e-14,2.7355895326763857e-13
original_source,0,2020-01-01T00:00:00+00:00,61,314,2,85.062954755789477,17.100284718947371,0,0,0.99248254693493376,-0.62535047711179947,-85.062954755789477,-67.100283959124766,-85.062954755789477,-67.100283959125107,0,3.4106051316484809e-13
original_source,0,2020-01-01T00:00:00+00:00,62,315,1,138.99462194631579,28.06200569263158,0,0,1.0192419766906884,3.9570268365989953,-138.99462194631579,-28.06200569263158,-138.99462194631579,-28.062005692628102,0,-3.4781066915456904e-12
original_source,0,2020-01-01T00:00:00+00:00,63,316,2,143.84688389567546,8.7693767789473682,0,0,1.0176666433127797,3.6844650913072963,-74.049743210648771,7.1030955217475,-74.04974321064833,7.1030955217452298,-4.4053649617126212e-13,2.2701840407535201e-12
original_source,0,2020-01-01T00:00:00+00:00,64,317,1,0,0,0,0,1.0298184793907199,7.7194162068833503,665.050866735,0,665.05086673499989,-1.8677474915757149e-12,1.1368683772161603e-13,1.8677474915757149e-12
original_source,0,2020-01-01T00:00:00+00:00,65,318,1,146.01012336947369,29.815881048421051,0,0,1.023366625668886,4.8766792595008965,-146.01012336947369,-29.815881048421051,-146.01012336947642,-29.815881048418373,2.7284841053187847e-12,-2.6787461138155777e-12
original_source,0,2020-01-01T00:00:00+00:00,66,319,1,79.362859849473679,16.22334704105263,0,0,1.0165576931293923,2.2948512478264833,-79.362859849473679,-16.22334704105263,-79.362859849474106,-16.223347041054851,4.2632564145606011e-13,2.2204460492503131e-12
original_source,0,2020-01-01T00:00:00+00:00,67,320,1,56.124011385263159,11.400189812631579,0,0,1.0189442277842362,1.9596656820441789,-56.124011385263159,-11.400189812631579,-56.12401138526252,-11.40018981262488,-6.3948846218409017e-13,-6.6986416413783445e-12
original_source,0,2020-01-01T00:00:00+00:00,68,321,1,0,0,0,0,1.0256917935181238,4.8643183755060599,-0,-0,4.249447377896041e-14,1.6493389770753527e-12,-4.249447377896041e-14,-1.6493389770753527e-12
original_source,0,2020-01-01T00:00:00+00:00,69,322,2,0,0,0,0,1.0415924460471158,7.3637470347202623,66,9.1280249192535354,65.999999999999943,9.1280249192537397,5.6843418860808015e-14,-2.042810365310288e-13
original_source,0,2020-01-01T00:00:00+00:00,70,323,1,0,0,0,0,1.0208465089536349,2.1167073076643881,-0,-0,-2.0168365744509392e-13,-4.3625563556044644e-12,2.0168365744509392e-13,4.3625563556044644e-12
original_source,0,2020-01-01T00:00:00+00:00,71,324,1,0,0,0,0,1.026314713614441,6.7848135051951193,0,0,0,0,0,0
original_source,0,2020-01-01T00:00:00+00:00,72,325,1,0,0,0,0,1.0209499265087503,3.0297772136733183,-0,-0,-2.439217707744262e-13,2.8928653893060202e-12,2.439217707744262e-13,-2.8928653893060202e-12
original_source,1,2020-01-01T01:00:00+00:00,0,101,2,37.353785255999995,7.6091044039999991,0,0,0.98173702212114311,-5.7928859767323173,43.961411898340316,-27.310190034212418,43.961411898339449,-27.310190034210088,8.6686213762732223e-13,-2.3305801732931286e-12
original_source,1,2020-01-01T01:00:00+00:00,1,102,2,33.549233053999998,6.9173676400000002,0,0,0.98045428062399587,-5.8911861961352807,47.733486989836607,-48.644454350820489,47.733486989835782,-48.644454350821704,8.2422957348171622e-13,1.2150280781497713e-12
original_source,1,2020-01-01T01:00:00+00:00,2,103,1,62.256308759999996,12.797130133999998,0,0,0.96921855140121382,-3.6788930749282134,-62.256308759999996,-12.797130133999998,-62.256308759999762,-12.797130133999577,-2.3447910280083306e-13,-4.2099657093785936e-13
original_source,1,2020-01-01T01:00:00+00:00,3,104,1,25.594260267999999,5.1880257300000006,0,0,0.97143679338037636,-8.0256920845067334,-25.594260267999999,-5.1880257300000006,-25.594260267999324,-5.1880257299997607,-6.7501559897209518e-13,-2.3980817331903381e-13
original_source,1,2020-01-01T01:00:00+00:00,4,105,1,24.556655121999999,4.8421573479999998,0,0,0.98751841256054718,-8.2741829883741911,-24.556655121999999,-4.8421573479999998,-24.556655121999579,-4.8421573480001756,-4.1922021409845911e-13,1.758593271006248e-13
original_source,1,2020-01-01T01:00:00+00:00,5,106,1,47.038099951999996,9.6843146959999995,0,-100,0.99846317924323458,-10.067716409923952,-47.038099951999996,-9.6843146959999995,-47.038099951998937,-9.6843146959999835,-1.0587086762825493e-12,-1.5987211554602254e-14
original_source,1,2020-01-01T01:00:00+00:00,6,107,1,43.233547749999993,8.6467095499999971,0,0,0.95803695077524365,-17.964598206156147,-43.233547749999993,-8.6467095499999971,-43.233547749995843,-8.6467095499988833,-4.1495695768389851e-12,-1.113775738303957e-12
original_source,1,2020-01-01T01:00:00+00:00,7,108,1,59.143493321999998,12.10539337,0,0,0.95948400970492975,-15.283206011118649,-59.143493321999998,-12.10539337,-59.143493322001447,-12.105393369998831,1.4495071809506044e-12,-1.1688428003253648e-12
original_source,1,2020-01-01T01:00:00+00:00,8,109,1,60.526966850000001,12.451261751999999,0,0,0.97415717945947022,-8.2099099208363171,-60.526966850000001,-12.451261751999999,-60.526966850000953,-12.45126175199834,9.5212726591853425e-13,-1.6591172879998339e-12
original_source,1,2020-01-01T01:00:00+00:00,9,110,1,67.444334490000003,13.83473528,0,0,1.0026068246440958,-9.5748047867364861,-67.444334490000003,-13.83473528,-67.444334489999548,-13.834735279998378,-4.5474735088646412e-13,-1.6218137943724287e-12
original_source,1,2020-01-01T01:00:00+00:00,10,111,1,0,0,0,0,0.95660929192727551,-5.9333843439463942,-0,-0,-1.6336760351224904e-12,-5.1358667152661119e-13,1.6336760351224904e-12,5.1358667152661119e-13
original_source,1,2020-01-01T01:00:00+00:00,11,112,1,0,0,0,0,0.96154048384849322,-6.8148216147282703,-0,-0,-1.6433211547429294e-12,-1.6958263383658123e-12,1.6433211547429294e-12,1.6958263383658123e-12
original_source,1,2020-01-01T01:00:00+00:00,12,113,1,-8.344878770087746,18.676892627999997,0,0,0.95775361814513871,-6.8239258928634454,8.344878770087746,-18.676892627999997,8.3448787700860283,-18.676892627997287,1.7177370637000422e-12,-2.7107205369247822e-12
original_source,1,2020-01-01T01:00:00+00:00,13,114,2,67.098466107999997,13.488866897999999,0,0,0.94999999015067738,-2.0364168531769073,-67.098466107999997,-5.5135200164833726,-67.098466107999698,-5.5135200164842413,-2.9842794901924208e-13,8.6863849446672248e-13
original_source,1,2020-01-01T01:00:00+00:00,14,115,3,109.640277094,22.135576447999998,0,0,0.96001970840246742,7.9596999999999998,-35.317166320425727,57.864423176461813,-35.317166320424157,57.864423176463212,-1.5702994460298214e-12,-1.3997691894473974e-12
original_source,1,2020-01-01T01:00:00+00:00,15,116,1,34.586838200000003,6.9173676400000002,0,0,0.95221877063234373,5.9644269394845431,-34.586838200000003,-6.9173676400000002,-34.586838199998191,-6.9173676400005606,-1.8118839761882555e-12,5.6044058283077902e-13
original_source,1,2020-01-01T01:00:00+00:00,16,117,1,0,0,0,0,0.95657805935304041,11.382498314128739,-0,-0,8.3235272347623712e-13,6.0089609785297281e-13,-8.3235272347623712e-13,-6.0089609785297281e-13
original_source,1,2020-01-01T01:00:00+00:00,17,118,1,115.17417120599998,23.519049975999998,0,0,0.95861940030320658,12.02961360090247,-115.17417120599998,-23.519049975999998,-115.17417120599841,-23.51904997600052,-1.5774048733874224e-12,5.2224891078367364e-13
original_source,1,2020-01-01T01:00:00+00:00,18,119,1,62.602177141999995,12.797130134,0,0,0.94999999002156821,2.0286081418682014,-62.602177141999995,-12.797130134,-62.602177141999185,-12.79713013399868,-8.1001871876651421e-13,-1.3198331316743861e-12
original_source,1,2020-01-01T01:00:00+00:00,19,120,1,44.271152895999997,8.9925779319999997,0,0,0.95362783816342844,-0.59768100497953902,-44.271152895999997,-8.9925779319999997,-44.271152895999087,-8.9925779320016357,-9.0949470177292824e-13,1.6360246490876307e-12
original_source,1,2020-01-01T01:00:00+00:00,20,121,2,0,0,0,0,0.96474764719587636,13.538132020065637,400.00000000612175,-14.706523181209368,400.00000000611959,-14.706523181197207,2.1600499167107046e-12,-1.2160938922534115e-11
original_source,1,2020-01-01T01:00:00+00:00,21,122,2,0,0,0,0,1.0092218993488726,27.729248414340212,625,95.999996902136928,624.99999999999568,95.9999969021368,4.3200998334214091e-12,1.2789769243681803e-13
original_source,1,2020-01-01T01:00:00+00:00,22,123,2,0,0,0,0,0.95647392832602474,-1.7271611688845478,222.95132151090982,-13.65794810048828,222.9513215109082,-13.657948100492989,1.6200374375330284e-12,4.709121981250064e-12
original_source,1,2020-01-01T01:00:00+00:00,23,124,1,0,0,0,0,0.94999999002875113,3.514831383109049,-0,-0,-8.4218232753023746e-14,-5.1728901133224781e-15,8.4218232753023746e-14,5.1728901133224781e-15
original_source,1,2020-01-01T01:00:00+00:00,24,201,2,41.037620021052632,8.3595151894736848,0,0,1.0293615451891187,-24.147601137331378,-31.537620021052632,-18.359502503543325,-31.537620020982239,-18.359502503528859,-7.0393468831753125e-11,-1.446665010007564e-11
original_source,1,2020-01-01T01:00:00+00:00,25,202,2,36.857862426315791,7.5995592631578948,0,0,1.0309118516847526,-23.999483042169128,38.842589005523251,-23.556860653643191,38.842589005309271,-23.556860653006808,2.1397994487415417e-10,-6.3638339042881853e-10
original_source,1,2020-01-01T01:00:00+00:00,26,203,1,68.396033368421044,14.059184636842103,0,0,0.9871130148981011,-20.77154638194385,-68.396033368421044,-14.059184636842103,-68.396033368380202,-14.05918463683979,-4.0841996451490559e-11,-2.3128166048991261e-12
original_source,1,2020-01-01T01:00:00+00:00,27,204,1,28.118369273684209,5.6996694473684206,0,0,1.0164171243786537,-24.247834764618041,-28.118369273684209,-5.6996694473684206,-28.118369273629412,-5.6996694473734495,-5.4797055781818926e-11,5.0288662123421091e-12
original_source,1,2020-01-01T01:00:00+00:00,28,205,1,26.978435384210524,5.3196914842105265,0,0,1.0352295358836778,-24.759773830525845,-26.978435384210524,-5.3196914842105265,-26.978435384150877,-5.319691484216488,-5.964650995338161e-11,5.9614535530272406e-12
original_source,1,2020-01-01T01:00:00+00:00,29,206,1,51.677002989473678,10.639382968421051,0,-100,1.0472157512657623,-25.483445374834734,-51.677002989473678,-10.639382968421051,-51.677002989382636,-10.63938296843007,-9.1041840732941637e-11,9.0185636736350716e-12
original_source,1,2020-01-01T01:00:00+00:00,30,207,1,47.497245394736844,9.4994490789473698,0,0,0.97488222893598186,-30.181559008436725,-47.497245394736844,-9.4994490789473698,-47.497245394675197,-9.4994490789527521,-6.1646687754546292e-11,5.3823612233827589e-12
original_source,1,2020-01-01T01:00:00+00:00,31,208,1,64.9762317,13.299228710526315,0,0,0.98852106390770511,-28.541422346495303,-64.9762317,-13.299228710526315,-64.97623169993409,-13.299228710529455,-6.5909944169106893e-11,3.1405988920596428e-12
original_source,1,2020-01-01T01:00:00+00:00,32,209,1,66.49614355263158,13.67920667368421,0,0,1.0148755736014288,-22.867586265502844,-66.49614355263158,-13.67920667368421,-66.496143552576669,-13.679206673674722,-5.4910742619540542e-11,-9.4875218792367377e-12
original_source,1,2020-01-01T01:00:00+00:00,33,210,1,74.095702815789465,15.199118526315788,0,0,1.0497737994839746,-24.164684609783492,-74.095702815789465,-15.199118526315788,-74.095702815700889,-15.199118526304568,-8.8576257439854089e-11,-1.1219469797651982e-11
original_source,1,2020-01-01T01:00:00+00:00,34,211,1,0,0,0,0,0.99312519912204222,-20.340451022797108,-0,-0,-1.5706050056312955e-11,-7.3478076561366367e-12,1.5706050056312955e-11,7.3478076561366367e-12
original_source,1,2020-01-01T01:00:00+00:00,35,212,1,0,0,0,0,1.012728066947352,-19.274834828005449,-0,-0,-1.0414117786154988e-10,1.7329338600335374e-12,1.0414117786154988e-10,-1.7329338600335374e-12
original_source,1,2020-01-01T01:00:00+00:00,36,213,1,100.69416023684209,20.518810010526316,0,0,1.0080419096599202,-18.815568097575447,-100.69416023684209,-20.518810010526316,-100.69416023684201,-20.518810010521168,-8.5265128291212022e-14,-5.1478821205819258e-12
original_source,1,2020-01-01T01:00:00+00:00,37,214,2,73.715724852631581,14.819140563157896,0,0,0.96751856750459708,-18.284592721774928,-73.715724852631581,-53.228194338716591,-73.715724852637877,-53.228194338123409,6.2954086388344876e-12,-5.9318239209460444e-10
