candidate_order,candidate_id,dc_bus,bus_name,power_factor_case,data_center_power_factor,hour_index,timestamp,state_order,state_id,kind,element_uid,response_mode,branch_rating,data_center_power_mw,data_center_reactive_demand_mvar,native_reactive_demand_mvar,hvdc_dc1_flow_mw,dc_flow_reconstruction_residual_mw,evaluated,converged,secure,status,min_voltage_pu,min_voltage_bus,max_voltage_pu,max_voltage_bus,max_voltage_violation_pu,max_branch_loading_fraction,max_loaded_branch_uid,max_active_power_violation_mw,max_active_power_violation_generator_uid,max_reactive_power_violation_mvar,max_reactive_power_violation_generator_uid,max_non_slack_pg_deviation_mw,reference_bus,reference_generator_uid,active_generator_count,requested_generation_mw,ac_generation_mw,slack_and_loss_adjustment_mw
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,8,branch_B12-1_sustained,branch,B12-1,bounded,continuous,175.875,0,663.651430585,99.999999999,0.000000001,true,true,false,constraint_violation,0.962899168,207,1.076631006,210,0.026631006,0.92348061,C10,77.633316315,115_STEAM_3,85.346270981,316_STEAM_1,0,115,115_STEAM_3,100,3436.9208227,3514.554139015,77.633316315
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,9,branch_B22_immediate,branch,B22,fixed,short_term,175.875,0,663.651430585,-100,0,true,true,false,constraint_violation,0.998307154,307,1.083065665,210,0.033065665,0.800661613,C6,30.234837799,115_STEAM_3,63.55032862,314_SYNC_COND_1,0,115,115_STEAM_3,100,3436.9208227,3560.155660499,123.234837799
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,10,branch_B22_sustained,branch,B22,bounded,continuous,175.875,0,663.651430585,100,0.000000001,true,true,false,constraint_violation,0.964581321,307,1.082275743,210,0.032275743,0.98862415,CA-1,137.479359981,115_STEAM_3,118.319175959,316_STEAM_1,0,115,115_STEAM_3,100,3436.9208227,3574.400182681,137.479359981
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,11,branch_B6_immediate,branch,B6,fixed,short_term,175.875,0,663.651430585,-100,0,true,true,false,constraint_violation,0.99816844,307,1.090252296,210,0.040252296,0.796260957,C6,23.620208317,115_STEAM_3,63.364425327,314_SYNC_COND_1,0,115,115_STEAM_3,100,3436.9208227,3553.541031017,116.620208317
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,12,branch_B6_sustained,branch,B6,bounded,continuous,175.875,0,663.651430585,-100,0.000000001,true,true,false,constraint_violation,0.95464904,307,1.087849575,210,0.037849575,1.131581772,CA-1,118.391695148,115_STEAM_3,230.523077183,316_STEAM_1,0,115,115_STEAM_3,100,3436.9208227,3555.312517848,118.391695148
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,13,branch_C12-1_immediate,branch,C12-1,fixed,short_term,175.875,0,663.651430585,-100,0,true,true,false,constraint_violation,0.907866809,307,1.08874694,210,0.042133191,0.796312372,A10,29.73723471,115_STEAM_3,34.656618107,116_STEAM_1,0,115,115_STEAM_3,100,3436.9208227,3559.65805741,122.73723471
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,14,branch_C12-1_sustained,branch,C12-1,bounded,continuous,175.875,0,663.651430585,-99.999999999,0,true,true,false,constraint_violation,0.904096548,307,1.086272463,210,0.045903452,1.007340246,C6,83.097257572,115_STEAM_3,39.161896291,316_STEAM_1,0,115,115_STEAM_3,100,3436.9208227,3520.018080272,83.097257572
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,15,branch_C27_immediate,branch,C27,fixed,short_term,175.875,0,663.651430585,-100.000000001,0.000000001,true,true,false,constraint_violation,0.994058407,307,1.088638075,210,0.038638075,0.999876399,C29,32.254549001,115_STEAM_3,61.729280032,316_STEAM_1,0,115,115_STEAM_3,100,3436.9208227,3562.175371701,125.254549001
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,16,branch_C27_sustained,branch,C27,bounded,continuous,175.875,0,663.651430585,100,0,true,true,false,constraint_violation,0.976269784,307,1.087102093,210,0.037102093,0.998466826,C29,84.213152227,115_STEAM_3,148.76917652,316_STEAM_1,0,115,115_STEAM_3,100,3436.9208227,3521.133974927,84.213152227
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,17,branch_C6_immediate,branch,C6,fixed,short_term,175.875,0,663.651430585,-100,0,true,true,false,constraint_violation,0.981086947,307,1.08872462,210,0.03872462,0.927322028,C2,34.768238359,115_STEAM_3,77.606381353,316_STEAM_1,0,115,115_STEAM_3,100,3436.9208227,3564.689061059,127.768238359
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,18,branch_C6_sustained,branch,C6,bounded,continuous,175.875,0,663.651430585,-100,0,true,true,false,constraint_violation,0.954519463,307,1.086383837,210,0.036383837,1.131241568,CA-1,120.119814937,115_STEAM_3,191.753415405,316_STEAM_1,0,115,115_STEAM_3,100,3436.9208227,3557.040637637,120.119814937
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,19,branch_CA-1_immediate,branch,CA-1,fixed,short_term,175.875,0,663.651430585,-100,0.000000001,true,true,false,constraint_violation,0.993190093,307,1.089055243,210,0.039055243,0.852381435,C6,38.629319625,115_STEAM_3,78.745250568,116_STEAM_1,0,115,115_STEAM_3,100,3436.9208227,3568.550142325,131.629319625
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,20,branch_CA-1_sustained,branch,CA-1,bounded,continuous,175.875,0,663.651430585,100.000000001,0,true,true,false,constraint_violation,0.987552929,307,1.085810411,210,0.035810411,1.044517202,C27,0,101_STEAM_3,112.358031828,316_STEAM_1,0,115,115_STEAM_3,100,3436.9208227,3515.816079048,78.895256348
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,21,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,175.875,0,663.651430585,100,0,true,true,false,constraint_violation,0.983141765,307,1.085378029,210,0.035378029,0.920019519,C10,97.828683547,115_STEAM_3,93.762711455,316_STEAM_1,0,115,115_STEAM_3,99,3436.9208227,3534.749506247,97.828683547
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,22,generator_213_CC_3_sustained,generator,213_CC_3,bounded,continuous,175.875,0,663.651430585,100,0,true,true,false,constraint_violation,0.997888386,307,1.087803477,210,0.037803477,1.005241357,C6,103.151140015,115_STEAM_3,57.023131437,314_SYNC_COND_1,0,115,115_STEAM_3,100,3436.9208227,3540.071962715,103.151140015
1,poi_bus_120,120,Attila,unity,1,1,2020-01-01T01:00:00+00:00,23,generator_313_CC_1_sustained,generator,313_CC_1,bounded,continuous,175.875,0,663.651430585,-100,0,true,true,false,constraint_violation,0.960886849,307,1.088051187,210,0.038051187,1.049736142,CA-1,40.624312567,216_STEAM_1,158.848606453,316_STEAM_1,0,216,216_STEAM_1,100,3436.9208227,3570.545135267,133.624312567
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,0,normal,normal,,base,continuous,177.145833333,0,660.828118246,-100,0,true,true,false,constraint_violation,1,102,1.088858863,210,0.038858863,0.965115736,C6,21.832926261,115_STEAM_3,70.994165036,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483333,3539.151409594,114.832926261
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,1,branch_A11_immediate,branch,A11,fixed,short_term,177.145833333,0,660.828118246,-100,0,true,true,false,constraint_violation,1,314,1.088584741,210,0.038584741,0.801546871,A10,22.331031227,115_STEAM_3,70.784188584,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483333,3539.64951456,115.331031227
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,2,branch_A11_sustained,branch,A11,bounded,continuous,177.145833333,0,660.828118246,100,0,true,true,false,constraint_violation,0.99980119,307,1.086076121,210,0.036076121,1.011823517,C6,83.231380314,115_STEAM_3,48.206909844,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483333,3507.549863647,83.231380314
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,3,branch_A12-1_immediate,branch,A12-1,fixed,short_term,177.145833333,0,660.828118246,-100,0.000000001,true,true,false,constraint_violation,1,102,1.08867508,210,0.03867508,0.793399002,A10,23.432701627,115_STEAM_3,70.909004225,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483333,3540.75118496,116.432701627
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,4,branch_A12-1_sustained,branch,A12-1,bounded,continuous,177.145833333,0,660.828118246,100,0.000000001,true,true,false,constraint_violation,0.983958965,325,1.089158453,210,0.039158453,1.106608619,CA-1,131.988617581,115_STEAM_3,128.74151716,316_STEAM_1,0,115,115_STEAM_3,100,3424.318483333,3556.307100914,131.988617581
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,5,branch_A34_immediate,branch,A34,fixed,short_term,177.145833333,0,660.828118246,-100,0.000000001,true,true,false,constraint_violation,1,101,1.088897743,210,0.038897743,1.022122435,A30,54.241073721,115_STEAM_3,126.333862332,116_STEAM_1,0,115,115_STEAM_3,100,3424.318483333,3571.559557054,147.241073721
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,6,branch_A34_sustained,branch,A34,bounded,continuous,177.145833333,0,660.828118246,100,0,true,true,false,constraint_violation,0.995108296,307,1.08796689,210,0.03796689,1.011411261,C6,19.341432006,116_STEAM_1,48.642155654,314_SYNC_COND_1,0,116,116_STEAM_1,100,3424.318483334,3536.65991534,112.341432006
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,7,branch_B12-1_immediate,branch,B12-1,fixed,short_term,177.145833333,0,660.828118246,-100,0.000000001,true,true,false,constraint_violation,0.965127511,207,1.082706379,310,0.032706379,0.796652998,A10,25.574278689,115_STEAM_3,70.971262888,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483333,3542.892762022,118.574278689
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,8,branch_B12-1_sustained,branch,B12-1,bounded,continuous,177.145833333,0,660.828118246,99.999999999,0.000000001,true,true,false,constraint_violation,0.962859973,207,1.077674097,310,0.027674097,1.012237389,C6,0,101_STEAM_3,47.310601931,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483334,3507.545090778,83.226607444
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,9,branch_B22_immediate,branch,B22,fixed,short_term,177.145833333,0,660.828118246,-100,0.000000002,true,true,false,constraint_violation,1,314,1.083213646,210,0.033213646,0.794941743,A10,28.322803781,115_STEAM_3,71.151965078,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483333,3545.641287114,121.322803781
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,10,branch_B22_sustained,branch,B22,bounded,continuous,177.145833333,0,660.828118246,-100,0.000000001,true,true,false,constraint_violation,0.962857966,307,1.081981062,210,0.031981062,1.123728141,CA-1,133.621098182,115_STEAM_3,202.25359704,316_STEAM_1,0,115,115_STEAM_3,100,3424.318483333,3557.939581515,133.621098182
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,11,branch_B6_immediate,branch,B6,fixed,short_term,177.145833333,0,660.828118246,-100,0.000000002,true,true,false,constraint_violation,1,101,1.090408419,210,0.040408419,0.794777141,A10,21.728914435,115_STEAM_3,70.961623292,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483333,3539.047397768,114.728914435
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,12,branch_B6_sustained,branch,B6,bounded,continuous,177.145833333,0,660.828118246,-100,0.000000001,true,true,false,constraint_violation,0.971579608,307,1.087632046,210,0.037632046,1.062028903,CA-1,145.643432861,115_STEAM_3,105.316928091,316_STEAM_1,0,115,115_STEAM_3,100,3424.318483334,3569.961916195,145.643432861
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,13,branch_C12-1_immediate,branch,C12-1,fixed,short_term,177.145833333,0,660.828118246,-100,0.000000001,true,true,false,constraint_violation,0.92204033,307,1.088864402,210,0.038864402,0.796597425,A10,27.280245975,115_STEAM_3,42.64555699,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483333,3544.598729308,120.280245975
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,14,branch_C12-1_sustained,branch,C12-1,bounded,continuous,177.145833333,0,660.828118246,100,0.000000001,true,true,false,constraint_violation,0.929387724,307,1.086395372,210,0.036395372,0.911555282,A10,14.116059267,115_STEAM_3,32.661956529,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483333,3531.4345426,107.116059267
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,15,branch_C27_immediate,branch,C27,fixed,short_term,177.145833333,0,660.828118246,-100,0,true,true,false,constraint_violation,1,101,1.088758767,210,0.038758767,0.999938399,C29,29.908576916,115_STEAM_3,67.264959239,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483333,3547.227060249,122.908576916
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,16,branch_C27_sustained,branch,C27,bounded,continuous,177.145833333,0,660.828118246,-100,0.000000001,true,true,false,constraint_violation,0.994159993,307,1.086572089,210,0.036572089,1.005254818,C6,75.184744841,115_STEAM_3,52.874149589,314_SYNC_COND_1,0,115,115_STEAM_3,100,3424.318483333,3499.503228174,75.184744841
1,poi_bus_120,120,Attila,unity,1,2,2020-01-01T02:00:00+00:00,17,branch_C6_immediate,branch,C6,fixed,short_term,177.145833333,0,660.828118246,-100,0.000000001,true,true,false,constraint_violation,0.990555147,307,1.088842748,210,0.038842748,0.903191014,C2,31.828767537,115_STEAM_3,60.304607312,316_STEAM_1,0,115,115_STEAM_3,100,3424.318483333,3549.14725087,124.828767537
