stage,contingency_kind,element_index,from_bus,to_bus,generator_bus,redispatch_fraction_pmax,parameter_status,branch_rating,feasible,termination_condition,topology_connected,max_balance_residual_mw,max_loading_fraction,max_loaded_branch_index,max_redispatch_mw,outaged_element_flow_or_generation_mw
sustained_post_response,branch,10,7,8,,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,islanding,False,,,,,
sustained_post_response,branch,11,8,9,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,2.8421709430404007e-13,0.7369591202265329,22,8.881784197001252e-16,0.0
sustained_post_response,branch,12,8,10,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,5.400124791776761e-13,0.7288459980777413,22,8.881784197001252e-16,0.0
sustained_post_response,branch,13,9,11,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,5.684341886080801e-13,0.6723263403499966,22,8.881784197001252e-16,0.0
sustained_post_response,branch,14,9,12,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.105427357601002e-13,0.7487493454029943,22,8.881784197001252e-16,0.0
sustained_post_response,branch,15,10,11,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.673861546209082e-13,0.6641822203677168,22,8.881784197001252e-16,0.0
sustained_post_response,branch,16,10,12,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.958078640513122e-13,0.7740996895806636,22,8.881784197001252e-16,0.0
sustained_post_response,branch,17,11,13,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,2.8421709430404007e-13,0.8091521494145516,22,8.881784197001252e-16,0.0
sustained_post_response,branch,18,11,14,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.247535904753022e-13,0.6664201829438451,6,8.881784197001252e-16,0.0
sustained_post_response,branch,19,12,13,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,2.6716406864579767e-12,0.7205325410094979,22,8.881784197001252e-16,0.0
sustained_post_response,branch,20,12,23,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,5.968558980384842e-13,0.8665979126175035,22,8.881784197001252e-16,0.0
sustained_post_response,branch,21,13,23,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,6.821210263296962e-13,0.8888784669308573,22,8.881784197001252e-16,0.0
sustained_post_response,branch,22,14,16,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.389644451905042e-13,0.8154616293589282,6,8.881784197001252e-16,0.0
sustained_post_response,branch,23,15,16,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,3.979039320256561e-13,0.7735635152980553,27,8.881784197001252e-16,0.0
sustained_post_response,branch,24,15,21,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.389644451905042e-13,0.831927069492797,27,8.881784197001252e-16,0.0
sustained_post_response,branch,25,15,21,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.389644451905042e-13,0.831927069492797,27,8.881784197001252e-16,0.0
sustained_post_response,branch,26,15,24,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,5.684341886080801e-13,0.9629590303582197,22,8.881784197001252e-16,0.0
sustained_post_response,branch,27,16,17,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,2.1032064978498966e-12,0.7711422039371232,23,8.881784197001252e-16,0.0
sustained_post_response,branch,28,16,19,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.105427357601002e-13,0.8660568087134284,22,8.881784197001252e-16,0.0
sustained_post_response,branch,29,17,18,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,6.821210263296962e-13,0.7244876657125331,22,8.881784197001252e-16,0.0
sustained_post_response,branch,30,17,22,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.7905676941154525e-12,0.7297979626725155,22,8.881784197001252e-16,0.0
sustained_post_response,branch,31,18,21,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.2647660696529783e-12,0.7315330930987887,22,8.881784197001252e-16,0.0
sustained_post_response,branch,32,18,21,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.2647660696529783e-12,0.7315330930987887,22,8.881784197001252e-16,0.0
sustained_post_response,branch,33,19,20,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.1084466677857563e-12,0.7197517197799114,22,8.881784197001252e-16,0.0
sustained_post_response,branch,34,19,20,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.1084466677857563e-12,0.7197517197799114,22,8.881784197001252e-16,0.0
sustained_post_response,branch,35,20,23,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,4.831690603168681e-13,0.714840178957133,22,8.881784197001252e-16,0.0
sustained_post_response,branch,36,20,23,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,4.831690603168681e-13,0.714840178957133,22,8.881784197001252e-16,0.0
sustained_post_response,branch,37,21,22,,0.0,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,2.7853275241795927e-12,0.7350091697240382,22,8.881784197001252e-16,0.0
sustained_post_response,generator,0,,,1,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,1,,,1,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,2,,,1,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,3,,,1,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,4,,,2,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,5,,,2,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,6,,,2,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,7,,,2,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,8,,,7,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,9,,,7,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,10,,,7,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,11,,,13,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,12,,,13,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,13,,,13,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,15,,,15,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,16,,,15,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,17,,,15,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,18,,,15,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,19,,,15,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,20,,,15,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,21,,,16,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,22,,,18,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,23,,,21,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,24,,,22,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,25,,,22,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,26,,,22,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,27,,,22,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,28,,,22,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,29,,,22,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,30,,,23,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,31,,,23,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,32,,,23,0.0,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,branch,0,1,2,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,3.126388037344441e-13,0.7336983252163239,22,1.008387940260036e-06,0.0
sustained_post_response,branch,1,1,3,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.8189894035458565e-12,0.7342634730456405,22,2.2246811823833923e-06,0.0
sustained_post_response,branch,2,1,5,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.1368683772161603e-12,0.7438631609261803,22,2.3096679342415882e-06,0.0
sustained_post_response,branch,3,2,4,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.958078640513122e-13,0.7347678416100812,22,2.3775697854944156e-07,0.0
sustained_post_response,branch,4,2,6,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,4.547473508864641e-13,0.7771428571428571,9,1.731879663680047e-06,0.0
sustained_post_response,branch,5,3,9,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.3073986337985843e-12,0.7503155244009264,22,7.601712752602907e-06,0.0
sustained_post_response,branch,6,3,24,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.673861546209082e-13,0.9629590029053392,22,7.428390109964766e-05,0.0
sustained_post_response,branch,7,4,9,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,9.094947017729282e-13,0.7304494473206815,22,1.2157900641796004e-07,0.0
sustained_post_response,branch,8,5,10,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,2.1316282072803006e-13,0.7320276126908059,22,2.0413621371062618e-07,0.0
sustained_post_response,branch,9,6,10,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,5.115907697472721e-13,0.7771428571428571,4,4.6895205230157444e-07,0.0
sustained_post_response,branch,10,7,8,,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,islanding,False,,,,,
sustained_post_response,branch,11,8,9,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.099564883588755e-12,0.7369591019042334,22,9.517728807395542e-05,0.0
sustained_post_response,branch,12,8,10,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.2816830929907042e-12,0.728845998208698,22,5.120446499518039e-05,0.0
sustained_post_response,branch,13,9,11,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.0302869668521453e-12,0.6723263469523373,22,2.8051804719098072e-05,0.0
sustained_post_response,branch,14,9,12,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.049826892085548e-12,0.7487493334013948,22,6.702020067450576e-05,0.0
sustained_post_response,branch,15,10,11,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,3.495870259939693e-12,0.6641822296261514,22,4.5017807394742704e-05,0.0
sustained_post_response,branch,16,10,12,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,3.240074875066057e-12,0.7740996650304235,22,9.060728724819e-05,0.0
sustained_post_response,branch,17,11,13,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,6.679101716144942e-13,0.8091520126707806,22,0.00012860861910723997,0.0
sustained_post_response,branch,18,11,14,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,9.343636975245317e-13,0.6664201820820047,6,1.2793857990800461e-06,0.0
sustained_post_response,branch,19,12,13,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.958078640513122e-13,0.7205325443206501,22,3.4301139592685104e-05,0.0
sustained_post_response,branch,20,12,23,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.4352963262354024e-12,0.8665978988271538,22,6.962017025102796e-05,0.0
sustained_post_response,branch,21,13,23,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.673861546209082e-13,0.8888784402505143,22,0.0001042024130555319,0.0
sustained_post_response,branch,22,14,16,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.5063505998114124e-12,0.8154616241768383,6,7.692709445450419e-06,0.0
sustained_post_response,branch,23,15,16,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,8.526512829121202e-13,0.773563506913489,27,1.9631585544743757e-05,0.0
sustained_post_response,branch,24,15,21,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,4.689582056016661e-13,0.8319270698848654,27,5.158752315992388e-06,0.0
sustained_post_response,branch,25,15,21,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,4.689582056016661e-13,0.8319270698848654,27,5.158752315992388e-06,0.0
sustained_post_response,branch,26,15,24,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,8.899547765395255e-13,0.9629590027041814,22,7.482820805648771e-05,0.0
sustained_post_response,branch,27,16,17,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,3.126388037344441e-13,0.7711421945126028,23,1.8677399566513486e-05,0.0
sustained_post_response,branch,28,16,19,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,9.610090501155355e-13,0.8660567923341271,22,4.759088820094348e-05,0.0
sustained_post_response,branch,29,17,18,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,3.694822225952521e-13,0.7244876661561988,22,4.6184777175994896e-06,0.0
sustained_post_response,branch,30,17,22,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,5.684341886080801e-13,0.729797963029406,22,3.781473267849833e-06,0.0
sustained_post_response,branch,31,18,21,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,4.547473508864641e-13,0.731533093122843,22,2.544675226090476e-07,0.0
sustained_post_response,branch,32,18,21,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.9895196601282805e-13,0.7315330931228424,22,2.544643393775914e-07,0.0
sustained_post_response,branch,33,19,20,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,7.958078640513122e-13,0.7197517197246321,22,1.0680366386850437e-06,0.0
sustained_post_response,branch,34,19,20,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,5.684341886080801e-13,0.719751719724632,22,1.0680354591841024e-06,0.0
sustained_post_response,branch,35,20,23,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,4.547473508864641e-13,0.7148401784853207,22,6.739238926911639e-06,0.0
sustained_post_response,branch,36,20,23,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,4.547473508864641e-13,0.7148401784853207,22,6.739238926911639e-06,0.0
sustained_post_response,branch,37,21,22,,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,3.410605131648481e-13,0.735009169402842,22,3.4032869962175027e-06,0.0
sustained_post_response,generator,0,,,1,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,9.663381206337363e-13,0.7315151514494395,22,4.69430825845339,0.0
sustained_post_response,generator,1,,,1,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,9.663381206337363e-13,0.7315151514494395,22,4.69430825845339,0.0
sustained_post_response,generator,2,,,1,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,3,,,1,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,4,,,2,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,8.526512829121202e-13,0.7316344243253827,22,4.694308088911129,0.0
sustained_post_response,generator,5,,,2,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,8.526512829121202e-13,0.7316344243253827,22,4.694308088911129,0.0
sustained_post_response,generator,6,,,2,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,7,,,2,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,8,,,7,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,9,,,7,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,10,,,7,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,11,,,13,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,12,,,13,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,13,,,13,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,15,,,15,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.6484591469634324e-12,0.7304100852774892,22,0.7041465530819266,0.0
sustained_post_response,generator,16,,,15,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.6484591469634324e-12,0.7304100852774892,22,0.7041465530819266,0.0
sustained_post_response,generator,17,,,15,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.6484591469634324e-12,0.7304100852774892,22,0.7041465530819266,0.0
sustained_post_response,generator,18,,,15,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.6484591469634324e-12,0.7304100852774892,22,0.7041465530819266,0.0
sustained_post_response,generator,19,,,15,0.05,synthetic_sensitivity_not_for_certification,rate_a,True,optimal,True,1.6484591469634324e-12,0.7304100852774892,22,0.7041465530819266,0.0
sustained_post_response,generator,20,,,15,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,21,,,16,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,22,,,18,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
sustained_post_response,generator,23,,,21,0.05,synthetic_sensitivity_not_for_certification,rate_a,False,infeasible,True,,,,,
