planning_parameter_status,fixed_plan_parameter_status,service_parameter_status,quarter,layer,poi_load_basis,state,kind,element_index,response_mode,branch_rating,firm_capacity_mw,conditional_capacity_mw,total_capacity_mw,data_center_demand_mw,connected_demand_mw,firm_demand_mw,active_conditional_demand_mw,access_shortfall_mw,grid_curtailment_mw,firm_breach_mw,conditional_breach_mw,breach_diagnostics_enabled,poi_load_mw,service_floor_mw,call_limit_mw,service_balance_residual_mw,service_floor_violation_mw,call_limit_violation_mw,pre_response_call_violation_mw,max_balance_residual_mw,max_loading_fraction,max_loaded_branch_index,max_outaged_branch_flow_mw,max_outaged_generator_output_mw,max_generator_bound_violation_mw,max_corrective_response_violation_mw,constraints_satisfied,security_certified
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_4_sustained,branch,4,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.6719836896036354,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_5_immediate,branch,5,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.7284841053187847e-12,0.6431027626605688,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_5_sustained,branch,5,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.7541750151806487,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_6_immediate,branch,6,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.6147972675971687e-12,0.8338130434303089,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_6_sustained,branch,6,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.7853275241795927e-12,0.9450079843165847,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_7_immediate,branch,7,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.115907697472721e-13,0.6186066662704878,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_7_sustained,branch,7,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.7299781163956116,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_8_immediate,branch,8,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.6484591469634324e-12,0.615748460940914,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_8_sustained,branch,8,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.6970318372397626,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_9_immediate,branch,9,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0800249583553523e-12,0.6118490131426318,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_9_sustained,branch,9,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.6954120478361498,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_11_immediate,branch,11,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-12,0.9627272727272728,12,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_11_sustained,branch,11,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,1.0,12,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_12_immediate,branch,12,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.9627272727272728,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_12_sustained,branch,12,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.115907697472721e-13,1.0,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_13_immediate,branch,13,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.172751116333529e-12,0.5692997903196468,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_13_sustained,branch,13,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,4.618527782440651e-13,0.6891721091103753,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_14_immediate,branch,14,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.1937117960769683e-12,0.6357793572118151,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_14_sustained,branch,14,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,6.252776074688882e-13,0.7186830173601103,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_15_immediate,branch,15,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.2150280781497713e-12,0.6890427352350961,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_15_sustained,branch,15,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,6.821210263296962e-13,0.8578656545082581,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_16_immediate,branch,16,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.3642420526593924e-12,0.6895682664672365,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_16_sustained,branch,16,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.4285465012071654e-12,0.8709290523283171,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_17_immediate,branch,17,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.755396159656812e-13,0.6825114115696663,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_17_sustained,branch,17,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.126388037344441e-12,0.7826270887013034,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_18_immediate,branch,18,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0183855415089056e-11,0.5577734634657407,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_18_sustained,branch,18,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.9184653865522705e-11,0.6775410750369476,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_19_immediate,branch,19,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.8990143619012088e-12,0.6091791577851253,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_19_sustained,branch,19,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,9.379164112033322e-12,0.7151613360186324,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_20_immediate,branch,20,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.4779288903810084e-12,0.7319172141394117,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_20_sustained,branch,20,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.684341886080801e-13,0.8434499635154477,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_21_immediate,branch,21,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-12,0.7427395270087731,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_21_sustained,branch,21,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.8547564619719991,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_22_immediate,branch,22,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.8548721426632255e-12,0.6594067656059003,28,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_22_sustained,branch,22,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.8047785488306545e-11,0.8372041994058584,6,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_23_immediate,branch,23,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.5579538487363607e-12,0.7285594886572951,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_23_sustained,branch,23,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.979039320256561e-12,0.8505218028196857,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_24_immediate,branch,24,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.1320723792305216e-11,0.7390655578515358,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_24_sustained,branch,24,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.906152725454902,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_25_immediate,branch,25,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.1320723792305216e-11,0.7390655578515358,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_25_sustained,branch,25,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.906152725454902,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_26_immediate,branch,26,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.6147972675971687e-12,0.8338130434303089,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_26_sustained,branch,26,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.4442670110147446e-12,0.984297490109195,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_27_immediate,branch,27,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.7343649506642673,23,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_27_sustained,branch,27,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,4.064304448547773e-12,0.6674759840458309,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_28_immediate,branch,28,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0800249583553523e-12,0.7876776826709997,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_28_sustained,branch,28,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.481659405224491e-13,0.7647511792357541,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_29_immediate,branch,29,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.5916157281026244e-12,0.6141106003065628,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_29_sustained,branch,29,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.7337242752546445e-11,0.6653594732648355,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,actual,actual_connected_demand,branch_30_immediate,branch,30,fixed,rate_c,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.318767317570746e-11,0.6196929930397432,22,0.0,0.0,0.0,0.0,True,False
