timestamp,quarter,layer,timeline_load_multiplier_not_used_in_envelope,grid_call_mw,call_limit_mw,recovery_headroom_mw,recovery_power_mw,recovery_debt_mwh,parameter_status,security_certified
2020-01-01T19:00:00,q1,actual,0.4369124196491228,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-01T20:00:00,q1,actual,0.42268678877192983,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-01T21:00:00,q1,actual,0.3921326077192982,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-01T22:00:00,q1,actual,0.3618258287719298,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-01T23:00:00,q1,actual,0.34772389905263157,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T00:00:00,q1,actual,0.3406729341754386,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T01:00:00,q1,actual,0.33980702621052633,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T02:00:00,q1,actual,0.3431469569473684,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T03:00:00,q1,actual,0.3548985649122807,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T04:00:00,q1,actual,0.3852053438596491,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T05:00:00,q1,actual,0.4285007421052631,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T06:00:00,q1,actual,0.4470559129824561,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T07:00:00,q1,actual,0.4297377536842105,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T08:00:00,q1,actual,0.41217219192982457,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T09:00:00,q1,actual,0.40363681333333334,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T10:00:00,q1,actual,0.3959673428070175,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T11:00:00,q1,actual,0.3932459178947369,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T12:00:00,q1,actual,0.3904007915789474,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T13:00:00,q1,actual,0.3865660564912281,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T14:00:00,q1,actual,0.38570014842105266,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T15:00:00,q1,actual,0.3864423554385965,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T16:00:00,q1,actual,0.40809005438596496,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T17:00:00,q1,actual,0.4439633845614035,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T18:00:00,q1,actual,0.44074715473684206,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T19:00:00,q1,actual,0.42911924807017543,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T20:00:00,q1,actual,0.41266699649122807,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T21:00:00,q1,actual,0.3840920336842105,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T22:00:00,q1,actual,0.35415635824561403,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-02T23:00:00,q1,actual,0.3381989114385965,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T00:00:00,q1,actual,0.3328797624912281,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T01:00:00,q1,actual,0.3273132112982456,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T02:00:00,q1,actual,0.3301583374736842,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T03:00:00,q1,actual,0.3406729341754386,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T04:00:00,q1,actual,0.36825828807017547,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T05:00:00,q1,actual,0.41266699649122807,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T06:00:00,q1,actual,0.43221177649122805,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T07:00:00,q1,actual,0.42231568526315794,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T08:00:00,q1,actual,0.40870856000000005,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T09:00:00,q1,actual,0.4032657101754386,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T10:00:00,q1,actual,0.39967837719298244,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T11:00:00,q1,actual,0.3952251361403509,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T12:00:00,q1,actual,0.39188520526315784,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T13:00:00,q1,actual,0.38953488385964913,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T14:00:00,q1,actual,0.38693715964912284,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T15:00:00,q1,actual,0.385947550877193,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T16:00:00,q1,actual,0.4005442849122807,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T17:00:00,q1,actual,0.43307768421052634,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T18:00:00,q1,actual,0.4233052943859649,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T19:00:00,q1,actual,0.40932706596491225,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T20:00:00,q1,actual,0.39992577929824563,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T21:00:00,q1,actual,0.3808758042105263,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T22:00:00,q1,actual,0.35601187543859647,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-03T23:00:00,q1,actual,0.33943592280701756,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T00:00:00,q1,actual,0.33250865908771926,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T01:00:00,q1,actual,0.32780801582456137,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T02:00:00,q1,actual,0.33040573971929826,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T03:00:00,q1,actual,0.3347352795789474,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T04:00:00,q1,actual,0.35044532410526313,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T05:00:00,q1,actual,0.3728352301754386,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T06:00:00,q1,actual,0.3926274122807018,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T07:00:00,q1,actual,0.4010390894736842,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T08:00:00,q1,actual,0.3989361701754386,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T09:00:00,q1,actual,0.393864423508772,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T10:00:00,q1,actual,0.3880504701754386,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T11:00:00,q1,actual,0.38013359719298245,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T12:00:00,q1,actual,0.37234042561403513,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T13:00:00,q1,actual,0.36442355263157894,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T14:00:00,q1,actual,0.36306284035087716,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T15:00:00,q1,actual,0.3667738743859649,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T16:00:00,q1,actual,0.39064819403508777,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T17:00:00,q1,actual,0.4234289954385965,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T18:00:00,q1,actual,0.4146462147368421,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T19:00:00,q1,actual,0.4046264224561404,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T20:00:00,q1,actual,0.3902770905263158,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T21:00:00,q1,actual,0.37036120736842104,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T22:00:00,q1,actual,0.3495794161403509,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-04T23:00:00,q1,actual,0.33795150915789474,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T00:00:00,q1,actual,0.33250865908771926,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T01:00:00,q1,actual,0.33040573971929826,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T02:00:00,q1,actual,0.33213755564912284,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T03:00:00,q1,actual,0.33857001484210525,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T04:00:00,q1,actual,0.3508164275087719,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T05:00:00,q1,actual,0.37320633333333336,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T06:00:00,q1,actual,0.3947303315789473,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T07:00:00,q1,actual,0.40190499754385967,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T08:00:00,q1,actual,0.39584364175438597,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T09:00:00,q1,actual,0.3887926768421053,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T10:00:00,q1,actual,0.3771647698245614,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T11:00:00,q1,actual,0.36974270175438595,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T12:00:00,q1,actual,0.3619495298245614,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T13:00:00,q1,actual,0.35625927754385966,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T14:00:00,q1,actual,0.35638297859649126,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T15:00:00,q1,actual,0.35935180596491223,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T16:00:00,q1,actual,0.3878030677192983,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T17:00:00,q1,actual,0.4280059375438596,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T18:00:00,q1,actual,0.42689262736842104,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T19:00:00,q1,actual,0.41823354771929827,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T20:00:00,q1,actual,0.4000494803508772,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T21:00:00,q1,actual,0.3720930231578948,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T22:00:00,q1,actual,0.34648688768421054,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-05T23:00:00,q1,actual,0.3370856011929825,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T00:00:00,q1,actual,0.3338693716140351,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T01:00:00,q1,actual,0.33436417614035085,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T02:00:00,q1,actual,0.34042553192982455,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T03:00:00,q1,actual,0.3550222663157895,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T04:00:00,q1,actual,0.39633844631578946,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T05:00:00,q1,actual,0.456333498245614,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T06:00:00,q1,actual,0.48107372596491227,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T07:00:00,q1,actual,0.4557149926315789,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T08:00:00,q1,actual,0.4283770410526316,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T09:00:00,q1,actual,0.41489361719298246,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T10:00:00,q1,actual,0.4046264224561404,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T11:00:00,q1,actual,0.3965858484210526,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T12:00:00,q1,actual,0.3886689757894737,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T13:00:00,q1,actual,0.38248391894736844,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T14:00:00,q1,actual,0.3813706087719298,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T15:00:00,q1,actual,0.383597229122807,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T16:00:00,q1,actual,0.41044037614035084,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T17:00:00,q1,actual,0.4538594754385965,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T18:00:00,q1,actual,0.4539831764912281,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T19:00:00,q1,actual,0.4448292922807017,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T20:00:00,q1,actual,0.42899554666666667,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T21:00:00,q1,actual,0.3951014350877193,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T22:00:00,q1,actual,0.36665017333333333,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-06T23:00:00,q1,actual,0.3525482435087719,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T00:00:00,q1,actual,0.3523008410526316,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T01:00:00,q1,actual,0.35118753087719295,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T02:00:00,q1,actual,0.3570014845614035,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T03:00:00,q1,actual,0.3718456210526316,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T04:00:00,q1,actual,0.4139040080701754,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T05:00:00,q1,actual,0.47340425543859643,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T06:00:00,q1,actual,0.49406234526315795,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T07:00:00,q1,actual,0.4689510143859649,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T08:00:00,q1,actual,0.43542800596491227,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T09:00:00,q1,actual,0.41600692736842104,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T10:00:00,q1,actual,0.4010390894736842,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T11:00:00,q1,actual,0.3926274122807018,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T12:00:00,q1,actual,0.3902770905263158,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T13:00:00,q1,actual,0.38112320631578944,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T14:00:00,q1,actual,0.3785254824561403,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T15:00:00,q1,actual,0.38186541333333335,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T16:00:00,q1,actual,0.4083374568421052,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T17:00:00,q1,actual,0.44915883228070175,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T18:00:00,q1,actual,0.44792182105263156,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T19:00:00,q1,actual,0.44371598210526314,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T20:00:00,q1,actual,0.4251608115789474,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T21:00:00,q1,actual,0.39621474526315786,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T22:00:00,q1,actual,0.3660316673684211,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-07T23:00:00,q1,actual,0.35675408210526316,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T00:00:00,q1,actual,0.3510638298245614,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T01:00:00,q1,actual,0.35428005929824563,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T02:00:00,q1,actual,0.36046511614035087,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T03:00:00,q1,actual,0.38112320631578944,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T04:00:00,q1,actual,0.42033646701754385,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T05:00:00,q1,actual,0.485774369122807,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T06:00:00,q1,actual,0.5134834242105263,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T07:00:00,q1,actual,0.48725878280701757,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T08:00:00,q1,actual,0.4470559129824561,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T09:00:00,q1,actual,0.42380009894736836,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T10:00:00,q1,actual,0.407718950877193,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T11:00:00,q1,actual,0.3951014350877193,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T12:00:00,q1,actual,0.3882978722807018,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T13:00:00,q1,actual,0.3821128154385965,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T14:00:00,q1,actual,0.37939139052631576,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
2020-01-08T15:00:00,q1,actual,0.3853290449122807,0.0,0.0,0.0,0.0,0.0,synthetic_chronological_witness_not_contract_or_event_evidence,False
