planning_parameter_status,connected_capacity_interpretation,quarter,state,kind,element_index,response_mode,branch_rating,project_commissioned,connected_capacity_mw,state_generation_cost_original_quadratic_evaluation_synthetic_units_per_hour,max_balance_residual_mw,max_loading_fraction,max_loaded_branch_index,outaged_branch_indices,max_outaged_branch_flow_mw,outaged_generator_indices,max_outaged_generator_output_mw,max_generator_lower_bound_violation_mw,max_generator_upper_bound_violation_mw,max_generator_bound_violation_mw,max_corrective_response_violation_mw,power_tolerance_mw,loading_tolerance_fraction,dc_constraints_satisfied,security_certified
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_4_sustained,branch,4,bounded,rate_a,False,50.0,48813.11553759189,4.547473508864641e-13,0.7342997805925107,22,4,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_5_immediate,branch,5,fixed,rate_c,False,50.0,48720.20359042126,4.547473508864641e-13,0.6431027686945804,22,5,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_5_sustained,branch,5,bounded,rate_a,False,50.0,50300.600353426795,7.958078640513122e-13,0.7185375953221173,22,5,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_6_immediate,branch,6,fixed,rate_c,False,50.0,48720.20359042126,1.7053025658242404e-13,0.8338130504235253,22,6,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_6_sustained,branch,6,bounded,rate_a,False,50.0,50300.60035342672,1.7053025658242404e-13,0.9450080052412473,22,6,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_7_immediate,branch,7,fixed,rate_c,False,50.0,48720.20359042126,2.2737367544323206e-13,0.6186066716870807,22,7,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_7_sustained,branch,7,bounded,rate_a,False,50.0,50300.60035342665,1.2505552149377763e-12,0.7299781172208826,11,7,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_8_immediate,branch,8,fixed,rate_c,False,50.0,48720.20359042126,2.8848035071860068e-12,0.615748466394148,22,8,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_8_sustained,branch,8,bounded,rate_a,False,50.0,59445.35415297919,2.8421709430404007e-13,0.6998227099015032,9,8,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_9_immediate,branch,9,fixed,rate_c,False,50.0,48720.20359042126,1.7053025658242404e-13,0.61184901857507,22,9,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_9_sustained,branch,9,bounded,rate_a,False,50.0,50300.60035342673,1.1368683772161603e-13,0.6954120513025329,27,9,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_11_immediate,branch,11,fixed,rate_c,False,50.0,48720.20359042126,2.2737367544323206e-13,0.9627272727272728,12,11,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_11_sustained,branch,11,bounded,rate_a,False,50.0,50239.454370405736,6.821210263296962e-13,1.0,12,11,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_12_immediate,branch,12,fixed,rate_c,False,50.0,48720.20359042126,2.8421709430404007e-13,0.9627272727272728,11,12,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_12_sustained,branch,12,bounded,rate_a,False,50.0,50239.454370405765,2.8421709430404007e-13,1.0,11,12,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_13_immediate,branch,13,fixed,rate_c,False,50.0,48720.20359042126,1.1368683772161603e-13,0.5692997893896818,27,13,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_13_sustained,branch,13,bounded,rate_a,False,50.0,59463.943870578165,4.547473508864641e-13,0.6939696660404961,27,13,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_14_immediate,branch,14,fixed,rate_c,False,50.0,48720.20359042126,1.1368683772161603e-13,0.6357793624858254,22,14,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_14_sustained,branch,14,bounded,rate_a,False,50.0,48813.11553759188,1.7053025658242404e-13,0.7515424163935247,22,14,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_15_immediate,branch,15,fixed,rate_c,False,50.0,48720.20359042126,2.2737367544323206e-13,0.6890427359919812,11,15,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_15_sustained,branch,15,bounded,rate_a,False,50.0,51559.0283712589,1.1368683772161603e-13,0.8565908979552628,11,15,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_16_immediate,branch,16,fixed,rate_c,False,50.0,48720.20359042126,1.1368683772161603e-13,0.6895682660556541,11,16,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_16_sustained,branch,16,bounded,rate_a,False,50.0,62404.684110028684,5.684341886080802e-14,0.8740767778336581,11,16,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_17_immediate,branch,17,fixed,rate_c,False,50.0,48720.20359042126,3.694822225952521e-13,0.6825114153235233,22,17,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_17_sustained,branch,17,bounded,rate_a,False,50.0,48813.11553759188,5.684341886080802e-14,0.822552369241275,22,17,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_18_immediate,branch,18,fixed,rate_c,False,50.0,48720.20359042126,6.821210263296962e-13,0.5577734640850007,11,18,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_18_sustained,branch,18,bounded,rate_a,False,50.0,62198.82597903007,1.1368683772161603e-13,0.6737057136473051,11,18,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_19_immediate,branch,19,fixed,rate_c,False,50.0,48720.20359042126,2.2737367544323206e-13,0.6091791631963741,22,19,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_19_sustained,branch,19,bounded,rate_a,False,50.0,49395.99593559194,4.547473508864641e-13,0.7185807713101433,22,19,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_20_immediate,branch,20,fixed,rate_c,False,50.0,48720.20359042126,4.547473508864641e-13,0.7319172183973245,22,20,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_20_sustained,branch,20,bounded,rate_a,False,50.0,48813.11553759188,1.1368683772161603e-13,0.8801926028336816,22,20,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_21_immediate,branch,21,fixed,rate_c,False,50.0,48720.20359042126,2.2737367544323206e-13,0.7427395308109063,22,21,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_21_sustained,branch,21,bounded,rate_a,False,50.0,61973.32321427141,1.0516032489249483e-12,0.6694860777613284,11,21,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_22_immediate,branch,22,fixed,rate_c,False,50.0,48720.20359042126,2.4158453015843406e-13,0.6594067885021884,28,22,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_22_sustained,branch,22,bounded,rate_a,False,50.0,55327.95135587572,2.2737367544323206e-13,0.7670196921479735,6,22,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_23_immediate,branch,23,fixed,rate_c,False,50.0,48720.20359042126,1.7053025658242404e-13,0.7285594963026628,27,23,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_23_sustained,branch,23,bounded,rate_a,False,50.0,50300.600353426715,7.389644451905042e-13,0.8113486084748025,27,23,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_24_immediate,branch,24,fixed,rate_c,False,50.0,48720.20359042126,4.547473508864641e-13,0.7390655555242625,27,24,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_24_sustained,branch,24,bounded,rate_a,False,50.0,50300.6003534268,1.2505552149377763e-12,0.9061527281685842,27,24,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_25_immediate,branch,25,fixed,rate_c,False,50.0,48720.20359042126,6.821210263296962e-13,0.7390655555242622,27,25,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_25_sustained,branch,25,bounded,rate_a,False,50.0,50300.60035342678,6.252776074688882e-13,0.9061527281685849,27,25,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_26_immediate,branch,26,fixed,rate_c,False,50.0,48720.20359042126,1.1368683772161603e-13,0.8338130504235247,22,26,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_26_sustained,branch,26,bounded,rate_a,False,50.0,62404.684110028684,2.2737367544323206e-13,0.7085350163884825,5,26,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_27_immediate,branch,27,fixed,rate_c,False,50.0,48720.20359042126,1.1368683772161603e-13,0.7343649605081235,23,27,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_27_sustained,branch,27,bounded,rate_a,False,50.0,63591.86677568027,1.4210854715202004e-13,0.6674759840458292,11,27,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_28_immediate,branch,28,fixed,rate_c,False,50.0,48720.20359042126,3.694822225952521e-13,0.787677701977276,22,28,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_28_sustained,branch,28,bounded,rate_a,False,50.0,50300.600353426744,2.2737367544323206e-13,0.7647512105339128,22,28,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_29_immediate,branch,29,fixed,rate_c,False,50.0,48720.20359042126,3.126388037344441e-13,0.6141106056814273,22,29,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_29_sustained,branch,29,bounded,rate_a,False,50.0,62908.063049678494,1.7053025658242404e-13,0.6653594732842303,11,29,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_30_immediate,branch,30,fixed,rate_c,False,50.0,48720.20359042126,1.1368683772161603e-13,0.6196929984754149,22,30,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_30_sustained,branch,30,bounded,rate_a,False,50.0,62291.6493506254,1.5347723092418164e-12,0.6662709346651364,11,30,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_31_immediate,branch,31,fixed,rate_c,False,50.0,48720.20359042126,1.9895196601282805e-13,0.6212364631618117,22,31,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_31_sustained,branch,31,bounded,rate_a,False,50.0,50300.600353426744,2.6432189770275727e-12,0.6989877703432124,22,31,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_32_immediate,branch,32,fixed,rate_c,False,50.0,48720.20359042126,3.197442310920451e-13,0.6212364631618115,22,32,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_32_sustained,branch,32,bounded,rate_a,False,50.0,50300.600353426686,3.0127011996228248e-12,0.698987770343212,22,32,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_33_immediate,branch,33,fixed,rate_c,False,50.0,48720.20359042126,5.115907697472721e-13,0.6214637988132479,22,33,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_33_sustained,branch,33,bounded,rate_a,False,50.0,48813.11553759188,1.9895196601282805e-13,0.7213469989342698,22,33,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_34_immediate,branch,34,fixed,rate_c,False,50.0,48720.20359042126,1.1368683772161603e-13,0.6214637988132478,22,34,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_34_sustained,branch,34,bounded,rate_a,False,50.0,50300.600353426955,5.4001247917767614e-12,0.7008119193510339,27,34,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_35_immediate,branch,35,fixed,rate_c,False,50.0,48720.20359042126,1.7053025658242404e-13,0.6149745143210026,22,35,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_35_sustained,branch,35,bounded,rate_a,False,50.0,61949.50554137008,2.5579538487363607e-13,0.6644209435680432,11,35,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_36_immediate,branch,36,fixed,rate_c,False,50.0,48720.20359042126,2.2737367544323206e-13,0.6149745143210028,22,36,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_36_sustained,branch,36,bounded,rate_a,False,50.0,59445.354152988155,1.4779288903810084e-12,0.6669724137291155,11,36,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_37_immediate,branch,37,fixed,rate_c,False,50.0,48720.20359042126,5.684341886080801e-13,0.6512509292264604,27,37,0.0,,0.0,0.0,0.0,0.0,1.9360300029802602e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,branch_37_sustained,branch,37,bounded,rate_a,False,50.0,55327.9513558757,1.1368683772161603e-13,0.6720226402929037,11,37,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_0_sustained,generator,0,bounded,rate_a,False,50.0,46558.44218552893,4.547473508864641e-13,0.7450270555110126,22,,0.0,0,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_1_sustained,generator,1,bounded,rate_a,False,50.0,46558.442185528926,8.526512829121202e-14,0.7450270555110124,22,,0.0,1,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_2_sustained,generator,2,bounded,rate_a,False,50.0,54376.88940137449,1.2221335055073723e-12,0.6751832495233344,11,,0.0,2,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_3_sustained,generator,3,bounded,rate_a,False,50.0,50604.663913175384,3.979039320256561e-13,0.6989253905424674,27,,0.0,3,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_4_sustained,generator,4,bounded,rate_a,False,50.0,46558.44218552892,4.263256414560601e-13,0.7451463284029372,22,,0.0,4,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_5_sustained,generator,5,bounded,rate_a,False,50.0,48624.29275303585,1.0800249583553523e-12,0.6989209009698799,27,,0.0,5,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_6_sustained,generator,6,bounded,rate_a,False,50.0,48567.717381732065,3.126388037344441e-13,0.744525857986334,22,,0.0,6,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_7_sustained,generator,7,bounded,rate_a,False,50.0,50604.66391317536,5.968558980384842e-13,0.6989651521094685,27,,0.0,7,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_8_sustained,generator,8,bounded,rate_a,False,50.0,49653.074634065975,1.1368683772161603e-13,0.7487609838193064,11,,0.0,8,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_9_sustained,generator,9,bounded,rate_a,False,50.0,57929.573145733135,4.831690603168681e-13,0.7452867387065915,11,,0.0,9,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
