redispatch_fraction_pmax,state,kind,element_index,response_mode,branch_rating,objective,max_balance_residual_mw,max_loading_fraction,max_loaded_branch_index,max_redispatch_mw,outaged_branch_flow_mw,outaged_generator_mw
0.1,generator_25_sustained,generator,25,bounded,rate_a,72573.82939538435,1.1937117960769683e-12,0.5669964962312154,22,40.0,,0.0
0.1,generator_26_sustained,generator,26,bounded,rate_a,72573.82939538432,3.979039320256561e-13,0.5642497869885801,22,40.0,,0.0
0.1,generator_27_sustained,generator,27,bounded,rate_a,73998.46494113433,5.400124791776761e-13,0.5601111385990161,9,40.0,,0.0
0.1,generator_28_sustained,generator,28,bounded,rate_a,73464.51596838428,2.6716406864579767e-12,0.561105211470837,9,40.0,,0.0
0.1,generator_29_sustained,generator,29,bounded,rate_a,72573.82939538434,1.3216094885137863e-12,0.5642497869885811,22,40.0,,0.0
0.1,generator_30_sustained,generator,30,bounded,rate_a,74484.54460946431,1.8758328224066645e-12,0.5636221088000217,22,40.0,,0.0
0.1,generator_31_sustained,generator,31,bounded,rate_a,75200.84014758424,1.7621459846850485e-12,0.558945431828626,9,40.0,,0.0
0.1,generator_32_sustained,generator,32,bounded,rate_a,79501.6441310144,2.2168933355715126e-12,0.7942857142857526,10,40.0,,0.0
0.2,base,base,,base,rate_a,67630.80634700714,2.8421709430404007e-13,0.6633095132845452,22,0.0,,
0.2,branch_0_immediate,branch,0,fixed,rate_c,67630.80634700714,6.039613253960852e-13,0.5318211325210171,22,2.842170943040401e-14,-0.0,
0.2,branch_0_sustained,branch,0,bounded,rate_a,68514.51066848238,5.684341886080801e-13,0.6553307916629156,9,60.70312499999335,-0.0,
0.2,branch_1_immediate,branch,1,fixed,rate_c,67630.80634700714,1.1368683772161603e-13,0.5356158671214878,22,2.842170943040401e-14,-0.0,
0.2,branch_1_sustained,branch,1,bounded,rate_a,66759.61559874626,1.1368683772161603e-12,0.7046069233854166,22,60.70312499999335,-0.0,
0.2,branch_2_immediate,branch,2,fixed,rate_c,67630.80634700714,8.526512829121202e-13,0.5371901031867861,22,2.842170943040401e-14,-0.0,
0.2,branch_2_sustained,branch,2,bounded,rate_a,65090.81976055212,3.410605131648481e-13,0.7435529365581897,22,60.70312499999335,-0.0,
0.2,branch_3_immediate,branch,3,fixed,rate_c,67630.80634700714,3.126388037344441e-13,0.5319106299720116,22,2.842170943040401e-14,-0.0,
0.2,branch_3_sustained,branch,3,bounded,rate_a,65091.70755891468,4.547473508864641e-13,0.7386701804157468,22,60.70312499999335,-0.0,
0.2,branch_4_immediate,branch,4,fixed,rate_c,67630.80634700714,3.410605131648481e-13,0.68,9,2.842170943040401e-14,-0.0,
0.2,branch_4_sustained,branch,4,bounded,rate_a,64986.56862775214,3.410605131648481e-13,0.7771428571428571,9,60.70312499999335,-0.0,
0.2,branch_5_immediate,branch,5,fixed,rate_c,67630.80634700714,7.389644451905042e-13,0.5382271424991348,22,2.842170943040401e-14,-0.0,
0.2,branch_5_sustained,branch,5,bounded,rate_a,66956.75549420314,6.252776074688882e-13,0.6987168978913669,22,60.70312499999335,-0.0,
0.2,branch_6_immediate,branch,6,fixed,rate_c,67630.80634700714,1.4495071809506044e-12,0.7118662771505159,22,2.842170943040401e-14,-0.0,
0.2,branch_6_sustained,branch,6,bounded,rate_a,66759.61559874639,2.7853275241795927e-12,0.9357139617442638,22,60.70312499999335,-0.0,
0.2,branch_7_immediate,branch,7,fixed,rate_c,67630.80634700714,6.821210263296962e-13,0.5439268214567303,9,2.842170943040401e-14,-0.0,
0.2,branch_7_sustained,branch,7,bounded,rate_a,66759.61559874627,5.115907697472721e-13,0.7151041398593971,9,60.70312499999335,-0.0,
0.2,branch_8_immediate,branch,8,fixed,rate_c,67630.80634700714,9.663381206337363e-13,0.5277216643949717,22,2.842170943040401e-14,-0.0,
0.2,branch_8_sustained,branch,8,bounded,rate_a,66760.68060126073,3.410605131648481e-13,0.7048418038860285,9,60.70312499999335,-0.0,
0.2,branch_9_immediate,branch,9,fixed,rate_c,67630.80634700714,5.684341886080801e-13,0.6181818181818182,4,2.842170943040401e-14,-0.0,
0.2,branch_9_sustained,branch,9,bounded,rate_a,66759.58062467312,2.2737367544323206e-13,0.7771428571428571,4,60.70312499999335,-0.0,
0.2,branch_11_immediate,branch,11,fixed,rate_c,67630.80634700714,3.979039320256561e-13,0.5338827306007496,22,2.842170943040401e-14,-0.0,
0.2,branch_11_sustained,branch,11,bounded,rate_a,66850.01695335803,4.121147867408581e-13,0.9327232142856977,12,60.70312499999335,-0.0,
0.2,branch_12_immediate,branch,12,fixed,rate_c,67630.80634700714,6.536993168992922e-13,0.5285131710948758,22,2.842170943040401e-14,-0.0,
0.2,branch_12_sustained,branch,12,bounded,rate_a,66760.68060126076,5.684341886080801e-13,0.9327232142856977,11,60.70312499999335,-0.0,
0.2,branch_13_immediate,branch,13,fixed,rate_c,67630.80634700714,4.831690603168681e-13,0.5183355697881311,9,2.842170943040401e-14,-0.0,
0.2,branch_13_sustained,branch,13,bounded,rate_a,66759.6155987463,4.263256414560601e-13,0.6688576658386591,9,60.70312499999335,-0.0,
0.2,branch_14_immediate,branch,14,fixed,rate_c,67630.80634700714,3.126388037344441e-13,0.5448785681002557,22,2.842170943040401e-14,-0.0,
0.2,branch_14_sustained,branch,14,bounded,rate_a,65008.35363409973,3.410605131648481e-13,0.7510174092219188,22,60.70312499999335,-0.0,
0.2,branch_15_immediate,branch,15,fixed,rate_c,67630.80634700714,4.831690603168681e-13,0.5033294137606223,27,2.842170943040401e-14,-0.0,
0.2,branch_15_sustained,branch,15,bounded,rate_a,65028.80857855969,3.410605131648481e-13,0.8149843193370373,16,60.70312499999335,-0.0,
0.2,branch_16_immediate,branch,16,fixed,rate_c,67630.80634700714,1.4210854715202004e-12,0.5665065467638783,22,2.842170943040401e-14,-0.0,
0.2,branch_16_sustained,branch,16,bounded,rate_a,66759.61559874631,1.0729195309977513e-12,0.8040438451049043,15,60.70312499999335,-0.0,
0.2,branch_17_immediate,branch,17,fixed,rate_c,67630.80634700714,4.547473508864641e-13,0.6252397609610172,22,2.842170943040401e-14,-0.0,
0.2,branch_17_sustained,branch,17,bounded,rate_a,66760.68060126078,9.379164112033322e-13,0.8348046878966257,22,60.70312499999335,-0.0,
0.2,branch_18_immediate,branch,18,fixed,rate_c,67630.80634700714,1.1368683772161603e-12,0.49612548498451026,27,2.842170943040401e-14,-0.0,
0.2,branch_18_sustained,branch,18,bounded,rate_a,68514.51066848241,1.0587086762825493e-12,0.650196069254092,6,60.70312499999335,-0.0,
0.2,branch_19_immediate,branch,19,fixed,rate_c,67630.80634700714,8.526512829121202e-13,0.5146534579484573,22,2.842170943040401e-14,-0.0,
0.2,branch_19_sustained,branch,19,bounded,rate_a,66759.58062467315,2.8421709430404007e-13,0.6675640338185123,22,60.70312499999335,-0.0,
0.2,branch_20_immediate,branch,20,fixed,rate_c,67630.80634700714,1.9895196601282805e-12,0.6236532790358137,22,2.842170943040401e-14,-0.0,
0.2,branch_20_sustained,branch,20,bounded,rate_a,65007.25365751212,1.1368683772161603e-12,0.8695183564343927,22,60.70312499999335,-0.0,
0.2,branch_21_immediate,branch,21,fixed,rate_c,67630.80634700714,1.1368683772161603e-12,0.6186262167896752,22,2.842170943040401e-14,-0.0,
0.2,branch_21_sustained,branch,21,bounded,rate_a,66851.11692994565,2.1032064978498966e-12,0.8146494720802757,22,60.70312499999335,-0.0,
0.2,branch_22_immediate,branch,22,fixed,rate_c,67630.80634700714,2.3874235921539366e-12,0.5202223146171,17,2.842170943040401e-14,-0.0,
0.2,branch_22_sustained,branch,22,bounded,rate_a,66850.01695335808,2.7853275241795927e-12,0.8295397032492453,6,60.70312499999335,-0.0,
0.2,branch_23_immediate,branch,23,fixed,rate_c,67630.80634700714,1.1652900866465643e-12,0.5998032069699984,27,2.842170943040401e-14,-0.0,
0.2,branch_23_sustained,branch,23,bounded,rate_a,65049.971488819894,1.9326762412674725e-12,0.7475273162029732,27,60.70312499999335,-0.0,
0.2,branch_24_immediate,branch,24,fixed,rate_c,67630.80634700714,5.684341886080801e-13,0.6621521816366629,27,2.842170943040401e-14,-0.0,
0.2,branch_24_sustained,branch,24,bounded,rate_a,66759.58062467311,1.3073986337985843e-12,0.8135518373145776,27,60.70312499999335,-0.0,
0.2,branch_25_immediate,branch,25,fixed,rate_c,67630.80634700714,5.684341886080801e-13,0.6621521816366629,27,2.842170943040401e-14,-0.0,
0.2,branch_25_sustained,branch,25,bounded,rate_a,66851.11692994562,2.8421709430404007e-13,0.813653183740448,27,60.70312499999335,-0.0,
0.2,branch_26_immediate,branch,26,fixed,rate_c,67630.80634700714,1.8758328224066645e-12,0.711866277150516,22,2.842170943040401e-14,-0.0,
0.2,branch_26_sustained,branch,26,bounded,rate_a,65090.81976055222,3.240074875066057e-12,0.9941541524693923,22,60.70312499999335,-0.0,
0.2,branch_27_immediate,branch,27,fixed,rate_c,67630.80634700714,2.0747847884194925e-12,0.6136,24,2.842170943040401e-14,-0.0,
0.2,branch_27_sustained,branch,27,bounded,rate_a,65091.91973713977,1.3642420526593924e-12,0.767,24,60.70312499999335,-0.0,
0.2,branch_28_immediate,branch,28,fixed,rate_c,67630.80634700714,7.105427357601002e-13,0.6402038046623717,22,2.842170943040401e-14,-0.0,
0.2,branch_28_sustained,branch,28,bounded,rate_a,64987.28891698967,5.400124791776761e-13,0.8339999908336464,22,60.70312499999335,-0.0,
0.2,branch_29_immediate,branch,29,fixed,rate_c,67630.80634700714,2.1458390619955026e-12,0.5245214174561229,22,2.842170943040401e-14,-0.0,
0.2,branch_29_sustained,branch,29,bounded,rate_a,70434.26583056695,2.4442670110147446e-12,0.623212885440154,22,80.0,-0.0,
0.2,branch_30_immediate,branch,30,fixed,rate_c,67630.80634700714,1.8189894035458565e-12,0.5286945245312024,22,2.842170943040401e-14,-0.0,
0.2,branch_30_sustained,branch,30,bounded,rate_a,66759.6155987463,2.2737367544323206e-13,0.6890280094876512,22,60.70312499999335,-0.0,
0.2,branch_31_immediate,branch,31,fixed,rate_c,67630.80634700714,2.5863755581667647e-12,0.5300892679061625,22,2.842170943040401e-14,-0.0,
0.2,branch_31_sustained,branch,31,bounded,rate_a,64987.668604339735,7.389644451905042e-13,0.7281222596711217,22,60.70312499999335,-0.0,
0.2,branch_32_immediate,branch,32,fixed,rate_c,67630.80634700714,1.5916157281026244e-12,0.5300892679061623,22,2.842170943040401e-14,-0.0,
0.2,branch_32_sustained,branch,32,bounded,rate_a,66850.3394420261,3.0127011996228248e-12,0.6898282249323212,22,58.19765624999502,-0.0,
0.2,branch_33_immediate,branch,33,fixed,rate_c,67630.80634700714,1.2221335055073723e-12,0.5208955110803548,22,2.842170943040401e-14,-0.0,
0.2,branch_33_sustained,branch,33,bounded,rate_a,65007.253657512134,5.115907697472721e-13,0.7155182563912582,22,60.70312499999335,-0.0,
0.2,branch_34_immediate,branch,34,fixed,rate_c,67630.80634700714,1.2221335055073723e-12,0.5208955110803548,22,2.842170943040401e-14,-0.0,
0.2,branch_34_sustained,branch,34,bounded,rate_a,66760.68060126071,7.958078640513122e-13,0.6731504825086444,22,60.70312499999335,-0.0,
0.2,branch_35_immediate,branch,35,fixed,rate_c,67630.80634700714,5.400124791776761e-13,0.5168618970574025,22,2.842170943040401e-14,-0.0,
0.2,branch_35_sustained,branch,35,bounded,rate_a,64987.2889169897,1.7053025658242404e-13,0.7098237196533163,22,60.70312499999335,-0.0,
0.2,branch_36_immediate,branch,36,fixed,rate_c,67630.80634700714,5.400124791776761e-13,0.5168618970574025,22,2.842170943040401e-14,-0.0,
0.2,branch_36_sustained,branch,36,bounded,rate_a,64986.568627752145,1.7053025658242404e-13,0.7098237196533163,22,60.70312499999335,-0.0,
0.2,branch_37_immediate,branch,37,fixed,rate_c,67630.80634700714,4.831690603168681e-13,0.5831063351087505,27,2.842170943040401e-14,-0.0,
0.2,branch_37_sustained,branch,37,bounded,rate_a,65028.02128567213,3.410605131648481e-13,0.7352372170873019,22,60.70312499999335,-0.0,
0.2,generator_0_sustained,generator,0,bounded,rate_a,65081.97897356688,5.115907697472721e-13,0.6907777555809984,22,60.70312499999335,,0.0
0.2,generator_1_sustained,generator,1,bounded,rate_a,63374.19980544467,3.410605131648481e-13,0.733622156003656,22,60.70312499999335,,0.0
0.2,generator_2_sustained,generator,2,bounded,rate_a,66359.84199396466,2.2737367544323206e-13,0.7305554934783697,22,60.70312499999335,,0.0
0.2,generator_3_sustained,generator,3,bounded,rate_a,66340.61023357965,4.547473508864641e-13,0.7287289117708547,22,60.70312499999335,,0.0
0.2,generator_4_sustained,generator,4,bounded,rate_a,63334.18579009972,2.7000623958883807e-13,0.7300882654805515,22,60.70312499999335,,0.0
0.2,generator_5_sustained,generator,5,bounded,rate_a,63415.54926913972,3.979039320256561e-13,0.7373945923106107,22,60.70312499999335,,0.0
0.2,generator_6_sustained,generator,6,bounded,rate_a,68077.79594875939,2.5579538487363607e-13,0.6898776025052133,22,60.70312499999335,,0.0
0.2,generator_7_sustained,generator,7,bounded,rate_a,66961.66588759221,1.0231815394945443e-12,0.7226758035365392,22,60.70312499999335,,0.0
0.2,generator_8_sustained,generator,8,bounded,rate_a,66188.0959532987,3.410605131648481e-13,0.6946652920724053,22,60.70312499999335,,0.0
0.2,generator_9_sustained,generator,9,bounded,rate_a,64450.4276658028,3.410605131648481e-13,0.7338565290800334,22,60.70312499999335,,0.0
0.2,generator_10_sustained,generator,10,bounded,rate_a,66168.42890870805,5.684341886080801e-13,0.6928387103648905,22,60.70312499999335,,0.0
0.2,generator_11_sustained,generator,11,bounded,rate_a,65193.186356487044,1.0800249583553523e-12,0.7390393866287649,22,60.70312499999335,,0.0
0.2,generator_12_sustained,generator,12,bounded,rate_a,65062.15285127133,6.252776074688882e-13,0.7374586956029766,22,60.70312499999335,,0.0
