condition,timestamp,commitment_method,generator_index,bus,source_in_service,real_power_capable,committed,p_min_mw,p_max_mw,base_generation_mw,base_production_cost_usd_per_hour_exact,base_ac_generation_mw,base_ac_reactive_generation_mvar
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,19,15,True,True,False,2.4,12.0,0.0,0.0,0.0,0.0
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,20,15,True,True,False,54.3,155.0,-0.0,0.0,0.0,0.0
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,21,16,True,True,False,54.3,155.0,-0.0,0.0,0.0,0.0
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,22,18,True,True,True,100.0,400.0,257.0312500018278,1546.3216804037925,262.3457172168574,30.184176931725464
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,23,21,True,True,True,100.0,400.0,256.17627099815644,1542.4465622801429,261.4838830032874,29.75311620175125
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,24,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999636554316,2.8605926211476436
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,25,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999636554316,2.8605926211476413
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,26,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999636554316,2.8605926211476413
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,27,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999636554316,2.8605926211476413
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,28,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999636554316,2.8605926211476413
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,29,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999636554316,2.8605926211476413
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,30,23,True,True,False,54.3,155.0,-0.0,0.0,0.0,0.0
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,31,23,True,True,False,54.3,155.0,-0.0,0.0,0.0,0.0
minimum,2020-03-29T02:00:00,single_snapshot_static_unit_selection,32,23,True,True,False,140.0,350.0,-0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,0,1,True,True,False,16.0,20.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,1,1,True,True,False,16.0,20.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,2,1,True,True,True,15.2,76.0,15.200000000000003,460.00768768000006,24.189977499432143,-24.999849535521555
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,3,1,True,True,False,15.2,76.0,-0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,4,2,True,True,False,16.0,20.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,5,2,True,True,False,16.0,20.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,6,2,True,True,False,15.2,76.0,-0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,7,2,True,True,False,15.2,76.0,-0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,8,7,True,True,False,25.0,100.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,9,7,True,True,False,25.0,100.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,10,7,True,True,False,25.0,100.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,11,13,True,True,False,69.0,197.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,12,13,True,True,False,69.0,197.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,13,13,True,True,False,69.0,197.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,14,14,True,False,False,0.0,0.0,0.0,0.0,0.0,38.43943783995964
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,15,15,True,True,False,2.4,12.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,16,15,True,True,False,2.4,12.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,17,15,True,True,False,2.4,12.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,18,15,True,True,False,2.4,12.0,0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,19,15,True,True,False,2.4,12.0,-0.0,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,20,15,True,True,False,54.3,155.0,4.707802467156546e-06,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,21,16,True,True,False,54.3,155.0,6.366258986645335e-07,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,22,18,True,True,True,100.0,400.0,346.09374997352796,1951.6954937510789,354.16694797111177,81.57788940188465
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,23,21,True,True,True,100.0,400.0,344.4062500264845,1943.9833211493496,352.4688399291102,83.21467402228222
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,24,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999746953862,-4.966452079978499
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,25,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999746953862,-4.966452079978499
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,26,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999746953862,-4.966452079978499
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,27,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999746953862,-4.966452079978499
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,28,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999746953862,-4.966452079978499
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,29,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999746953862,-4.966452079978499
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,30,23,True,True,True,54.3,155.0,64.52733370780486,1216.3572941999462,73.02461588846654,-16.677782859692485
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,31,23,True,True,False,54.3,155.0,4.70858120473446e-06,0.0,0.0,0.0
median,2020-12-09T20:00:00,single_snapshot_static_unit_selection,32,23,True,True,True,140.0,350.0,167.56953923918624,2788.174054818416,176.0668210779665,13.302026951038862
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,0,1,True,True,False,16.0,20.0,-0.0,0.0,0.0,0.0
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,1,1,True,True,False,16.0,20.0,0.0,0.0,0.0,0.0
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,2,1,True,True,True,15.2,76.0,38.0,843.810448,42.347113936972505,6.291051087170875
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,3,1,True,True,True,15.2,76.0,38.0,843.810448,42.347113936972505,6.291051087170875
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,4,2,True,True,False,16.0,20.0,-0.0,0.0,0.0,0.0
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,5,2,True,True,False,16.0,20.0,-0.0,0.0,0.0,0.0
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,6,2,True,True,True,15.2,76.0,38.0,843.810448,42.351635206977356,-0.8388511600801384
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,7,2,True,True,True,15.2,76.0,38.0,843.810448,42.351635206977356,-0.8388511600801384
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,8,7,True,True,False,25.0,100.0,-0.0,0.0,0.0,0.0
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,9,7,True,True,False,25.0,100.0,-4.263256414560601e-14,0.0,0.0,0.0
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,10,7,True,True,True,25.0,100.0,30.917367999998394,2181.7679662311903,35.72682193041592,59.44106144876224
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,11,13,True,True,False,69.0,197.0,-0.0,0.0,0.0,0.0
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,12,13,True,True,True,69.0,197.0,69.0,4218.94147,73.22839104077597,79.99782354716271
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,13,13,True,True,False,69.0,197.0,-0.0,0.0,0.0,0.0
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,14,14,True,False,False,0.0,0.0,0.0,0.0,0.0,169.44513831351634
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,15,15,True,True,True,2.4,12.0,2.399999999999943,224.03045311999668,6.347154843105322,5.998665697501406
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,16,15,True,True,True,2.4,12.0,2.399999999999996,224.03045311999978,6.3471548431053755,5.998665697501406
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,17,15,True,True,True,2.4,12.0,2.399999999999907,224.0304531199946,6.347154843105287,5.998665697501406
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,18,15,True,True,True,2.4,12.0,2.4000000000000945,224.0304531200055,6.347154843105473,5.998665697501406
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,19,15,True,True,True,2.4,12.0,2.3999999999999915,224.0304531199995,6.347154843105369,5.998665697501406
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,20,15,True,True,True,54.3,155.0,147.91953124999702,2397.2351549881137,151.8666844181207,79.99867691722714
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,21,16,True,True,True,54.3,155.0,147.91953124999702,2397.2351549881137,151.89203560189637,79.99816650920717
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,22,18,True,True,True,100.0,400.0,400.0,2198.6949,399.99999403258295,47.59847440592667
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,23,21,True,True,True,100.0,400.0,400.0,2198.6949,399.99999401510553,-15.031867382244268
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,24,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.999993862178286,-6.4827479856739965
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,25,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.999993862178286,-6.4827479856739965
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,26,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.999993862178286,-6.4827479856739965
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,27,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.999993862178286,-6.4827479856739965
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,28,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.999993862178286,-6.4827479856739965
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,29,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.999993862178286,-6.4827479856739965
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,30,23,True,True,True,54.3,155.0,147.91953125023846,2397.2351549917003,151.91715651521042,6.7637048829454915
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,31,23,True,True,True,54.3,155.0,147.9195312497394,2397.2351549842865,151.9171565147114,6.763704882945495
p95,2020-08-14T11:00:00,single_snapshot_static_unit_selection,32,23,True,True,True,140.0,350.0,308.82187500002374,4791.335010405188,312.8195069559695,48.0533423170461
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,0,1,True,True,False,16.0,20.0,0.0,0.0,0.0,0.0
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,1,1,True,True,False,16.0,20.0,0.0,0.0,0.0,0.0
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,2,1,True,True,True,15.2,76.0,76.0,1516.155392,75.99999743007342,4.834483649625266
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,3,1,True,True,True,15.2,76.0,76.0,1516.155392,75.99999743007342,4.834483649625266
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,4,2,True,True,False,16.0,20.0,0.0,0.0,0.0,0.0
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,5,2,True,True,False,16.0,20.0,0.0,0.0,0.0,0.0
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,6,2,True,True,True,15.2,76.0,76.0,1516.155392,75.99999743155857,1.5270690799286866
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,7,2,True,True,True,15.2,76.0,76.0,1516.155392,75.99999743155857,1.5270690799286866
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,8,7,True,True,True,25.0,100.0,60.74218750000156,3627.955333496172,68.7373946802237,17.139378117251223
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,9,7,True,True,True,25.0,100.0,60.51562500000699,3616.6162447972247,68.51083218728704,17.139378117251223
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,10,7,True,True,True,25.0,100.0,60.742187500001506,3627.9553334961693,68.73739468022364,17.139378117251223
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,11,13,True,True,True,69.0,197.0,97.99999999999653,5662.497379999826,105.71379181799519,39.51865349639324
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,12,13,True,True,True,69.0,197.0,97.9999999999948,5662.49737999974,105.71379181799345,39.51865349639324
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,13,13,True,True,True,69.0,197.0,97.99999999999257,5662.497379999628,105.71379181799124,39.51865349639324
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,14,14,True,False,False,0.0,0.0,0.0,0.0,0.0,128.20654123938502
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,15,15,True,True,False,2.4,12.0,-0.0,0.0,0.0,0.0
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,16,15,True,True,False,2.4,12.0,-0.0,0.0,0.0,0.0
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,17,15,True,True,False,2.4,12.0,-0.0,0.0,0.0,0.0
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,18,15,True,True,False,2.4,12.0,-0.0,0.0,0.0,0.0
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,19,15,True,True,False,2.4,12.0,-0.0,0.0,0.0,0.0
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,20,15,True,True,True,54.3,155.0,155.0,2502.8421499999995,154.99999728090685,79.9993458972122
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,21,16,True,True,True,54.3,155.0,155.0,2502.8421499999995,154.99999728842846,79.9989035631945
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,22,18,True,True,True,100.0,400.0,400.0,2198.6949,399.99999721720286,75.07273141586838
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,23,21,True,True,True,100.0,400.0,400.0,2198.6949,399.99999720753266,9.629784702652616
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,24,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999713497964,-6.364314196609988
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,25,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999713497964,-6.364314196609988
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,26,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999713497964,-6.364314196609988
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,27,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999713497964,-6.364314196609988
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,28,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999713497964,-6.364314196609988
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,29,22,True,True,True,10.0,50.0,50.0,0.051000000000000004,49.99999713497964,-6.364314196609988
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,30,23,True,True,True,54.3,155.0,155.0,2502.8421499999995,154.99999726982983,0.21415337306591806
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,31,23,True,True,True,54.3,155.0,155.0,2502.8421499999995,154.99999726982983,0.2141533730659167
maximum,2020-08-10T15:00:00,single_snapshot_static_unit_selection,32,23,True,True,True,140.0,350.0,350.0,5412.071900000001,349.9999972698341,36.69940742179432
